,hh_type,workers,hh_size,hh_inc,vehicle,sample,total
303,Family households,1 worker,4-or-more-person household,"$35,000 to $44,999",3 vehicles available,0.0,0.188763305662
304,Family households,1 worker,4-or-more-person household,"$35,000 to $44,999",4 or more vehicles available,0.0,0.112016970053
305,Family households,1 worker,4-or-more-person household,"$45,000 to $59,999",No vehicle available,0.0,0.10075380441
306,Family households,1 worker,4-or-more-person household,"$45,000 to $59,999",1 vehicle available,0.0,0.177480159318
307,Family households,1 worker,4-or-more-person household,"$45,000 to $59,999",2 vehicles available,5.0,812.845174576
308,Family households,1 worker,4-or-more-person household,"$45,000 to $59,999",3 vehicles available,0.0,0.22896698882
309,Family households,1 worker,4-or-more-person household,"$45,000 to $59,999",4 or more vehicles available,0.0,0.135874863178
310,Family households,1 worker,4-or-more-person household,"$60,000 to $99,999",No vehicle available,0.0,0.10132774549
311,Family households,1 worker,4-or-more-person household,"$60,000 to $99,999",1 vehicle available,2.0,356.982339638
312,Family households,1 worker,4-or-more-person household,"$60,000 to $99,999",2 vehicles available,8.0,1307.96083709
313,Family households,1 worker,4-or-more-person household,"$60,000 to $99,999",3 vehicles available,3.0,690.81387759
314,Family households,1 worker,4-or-more-person household,"$60,000 to $99,999",4 or more vehicles available,1.0,136.648870335
315,Family households,1 worker,4-or-more-person household,"Less than $15,000",No vehicle available,1.0,113.484762733
316,Family households,1 worker,4-or-more-person household,"Less than $15,000",1 vehicle available,1.0,199.906037176
317,Family households,1 worker,4-or-more-person household,"Less than $15,000",2 vehicles available,1.0,183.110786369
318,Family households,1 worker,4-or-more-person household,"Less than $15,000",3 vehicles available,1.0,257.898593033
319,Family households,1 worker,4-or-more-person household,"Less than $15,000",4 or more vehicles available,0.0,0.153043616561
320,Family households,2 workers,1-person household,"$100,000 to $149,999",No vehicle available,0.0,0.0
321,Family households,2 workers,1-person household,"$100,000 to $149,999",1 vehicle available,0.0,0.0
322,Family households,2 workers,1-person household,"$100,000 to $149,999",2 vehicles available,0.0,0.0
323,Family households,2 workers,1-person household,"$100,000 to $149,999",3 vehicles available,0.0,0.0
324,Family households,2 workers,1-person household,"$100,000 to $149,999",4 or more vehicles available,0.0,0.0
325,Family households,2 workers,1-person household,"$15,000 to $24,999",No vehicle available,0.0,0.0
326,Family households,2 workers,1-person household,"$15,000 to $24,999",1 vehicle available,0.0,0.0
327,Family households,2 workers,1-person household,"$15,000 to $24,999",2 vehicles available,0.0,0.0
328,Family households,2 workers,1-person household,"$15,000 to $24,999",3 vehicles available,0.0,0.0
329,Family households,2 workers,1-person household,"$15,000 to $24,999",4 or more vehicles available,0.0,0.0
330,Family households,2 workers,1-person household,"$150,000 or more",No vehicle available,0.0,0.0
331,Family households,2 workers,1-person household,"$150,000 or more",1 vehicle available,0.0,0.0
332,Family households,2 workers,1-person household,"$150,000 or more",2 vehicles available,0.0,0.0
333,Family households,2 workers,1-person household,"$150,000 or more",3 vehicles available,0.0,0.0
334,Family households,2 workers,1-person household,"$150,000 or more",4 or more vehicles available,0.0,0.0
335,Family households,2 workers,1-person household,"$25,000 to $34,999",No vehicle available,0.0,0.0
336,Family households,2 workers,1-person household,"$25,000 to $34,999",1 vehicle available,0.0,0.0
337,Family households,2 workers,1-person household,"$25,000 to $34,999",2 vehicles available,0.0,0.0
338,Family households,2 workers,1-person household,"$25,000 to $34,999",3 vehicles available,0.0,0.0
339,Family households,2 workers,1-person household,"$25,000 to $34,999",4 or more vehicles available,0.0,0.0
340,Family households,2 workers,1-person household,"$35,000 to $44,999",No vehicle available,0.0,0.0
341,Family households,2 workers,1-person household,"$35,000 to $44,999",1 vehicle available,0.0,0.0
342,Family households,2 workers,1-person household,"$35,000 to $44,999",2 vehicles available,0.0,0.0
343,Family households,2 workers,1-person household,"$35,000 to $44,999",3 vehicles available,0.0,0.0
344,Family households,2 workers,1-person household,"$35,000 to $44,999",4 or more vehicles available,0.0,0.0
345,Family households,2 workers,1-person household,"$45,000 to $59,999",No vehicle available,0.0,0.0
346,Family households,2 workers,1-person household,"$45,000 to $59,999",1 vehicle available,0.0,0.0
347,Family households,2 workers,1-person household,"$45,000 to $59,999",2 vehicles available,0.0,0.0
348,Family households,2 workers,1-person household,"$45,000 to $59,999",3 vehicles available,0.0,0.0
349,Family households,2 workers,1-person household,"$45,000 to $59,999",4 or more vehicles available,0.0,0.0
350,Family households,2 workers,1-person household,"$60,000 to $99,999",No vehicle available,0.0,0.0
351,Family households,2 workers,1-person household,"$60,000 to $99,999",1 vehicle available,0.0,0.0
352,Family households,2 workers,1-person household,"$60,000 to $99,999",2 vehicles available,0.0,0.0
353,Family households,2 workers,1-person household,"$60,000 to $99,999",3 vehicles available,0.0,0.0
354,Family households,2 workers,1-person household,"$60,000 to $99,999",4 or more vehicles available,0.0,0.0
355,Family households,2 workers,1-person household,"Less than $15,000",No vehicle available,0.0,0.0
356,Family households,2 workers,1-person household,"Less than $15,000",1 vehicle available,0.0,0.0
357,Family households,2 workers,1-person household,"Less than $15,000",2 vehicles available,0.0,0.0
358,Family households,2 workers,1-person household,"Less than $15,000",3 vehicles available,0.0,0.0
359,Family households,2 workers,1-person household,"Less than $15,000",4 or more vehicles available,0.0,0.0
360,Family households,2 workers,2-person household,"$100,000 to $149,999",No vehicle available,0.0,0.0298488640444
361,Family households,2 workers,2-person household,"$100,000 to $149,999",1 vehicle available,1.0,71.6822873563
362,Family households,2 workers,2-person household,"$100,000 to $149,999",2 vehicles available,24.0,2244.68450906
363,Family households,2 workers,2-person household,"$100,000 to $149,999",3 vehicles available,7.0,495.866988971
364,Family households,2 workers,2-person household,"$100,000 to $149,999",4 or more vehicles available,1.0,64.4066613966
365,Family households,2 workers,2-person household,"$15,000 to $24,999",No vehicle available,0.0,0.0288445613594
366,Family households,2 workers,2-person household,"$15,000 to $24,999",1 vehicle available,0.0,0.0692704463711
367,Family households,2 workers,2-person household,"$15,000 to $24,999",2 vehicles available,2.0,180.763272257
368,Family households,2 workers,2-person household,"$15,000 to $24,999",3 vehicles available,0.0,0.068454702656
369,Family households,2 workers,2-person household,"$15,000 to $24,999",4 or more vehicles available,0.0,0.062239618025
370,Family households,2 workers,2-person household,"$150,000 or more",No vehicle available,1.0,26.5694384633
371,Family households,2 workers,2-person household,"$150,000 or more",1 vehicle available,3.0,191.420161248
372,Family households,2 workers,2-person household,"$150,000 or more",2 vehicles available,33.0,2747.34105159
373,Family households,2 workers,2-person household,"$150,000 or more",3 vehicles available,9.0,567.497868445
374,Family households,2 workers,2-person household,"$150,000 or more",4 or more vehicles available,1.0,57.3304506348
375,Family households,2 workers,2-person household,"$25,000 to $34,999",No vehicle available,0.0,0.0340370934091
376,Family households,2 workers,2-person household,"$25,000 to $34,999",1 vehicle available,1.0,81.7403539007
377,Family households,2 workers,2-person household,"$25,000 to $34,999",2 vehicles available,2.0,213.303863633
378,Family households,2 workers,2-person household,"$25,000 to $34,999",3 vehicles available,0.0,0.0807777618652
379,Family households,2 workers,2-person household,"$25,000 to $34,999",4 or more vehicles available,0.0,0.0734438518954
380,Family households,2 workers,2-person household,"$35,000 to $44,999",No vehicle available,0.0,0.0267684226349
381,Family households,2 workers,2-person household,"$35,000 to $44,999",1 vehicle available,1.0,64.2845825066
382,Family households,2 workers,2-person household,"$35,000 to $44,999",2 vehicles available,4.0,335.505026987
383,Family households,2 workers,2-person household,"$35,000 to $44,999",3 vehicles available,1.0,63.5275533995
384,Family households,2 workers,2-person household,"$35,000 to $44,999",4 or more vehicles available,0.0,0.0577598105644
385,Family households,2 workers,2-person household,"$45,000 to $59,999",No vehicle available,2.0,64.9393705488
386,Family households,2 workers,2-person household,"$45,000 to $59,999",1 vehicle available,1.0,77.9762106439
387,Family households,2 workers,2-person household,"$45,000 to $59,999",2 vehicles available,5.0,508.703052044
388,Family households,2 workers,2-person household,"$45,000 to $59,999",3 vehicles available,0.0,0.0770579459712
389,Family households,2 workers,2-person household,"$45,000 to $59,999",4 or more vehicles available,1.0,70.0617625518
390,Family households,2 workers,2-person household,"$60,000 to $99,999",No vehicle available,1.0,32.6546478805
391,Family households,2 workers,2-person household,"$60,000 to $99,999",1 vehicle available,4.0,313.681599327
392,Family households,2 workers,2-person household,"$60,000 to $99,999",2 vehicles available,27.0,2762.6446656
393,Family households,2 workers,2-person household,"$60,000 to $99,999",3 vehicles available,2.0,154.993808583
394,Family households,2 workers,2-person household,"$60,000 to $99,999",4 or more vehicles available,1.0,70.4608673192
395,Family households,2 workers,2-person household,"Less than $15,000",No vehicle available,0.0,0.036572460474
396,Family households,2 workers,2-person household,"Less than $15,000",1 vehicle available,0.0,0.0878290583227
397,Family households,2 workers,2-person household,"Less than $15,000",2 vehicles available,1.0,114.596258674
398,Family households,2 workers,2-person household,"Less than $15,000",3 vehicles available,0.0,0.086794764391
399,Family households,2 workers,2-person household,"Less than $15,000",4 or more vehicles available,0.0,0.0789145635386
400,Family households,2 workers,3-person household,"$100,000 to $149,999",No vehicle available,0.0,0.0538139191103
401,Family households,2 workers,3-person household,"$100,000 to $149,999",1 vehicle available,1.0,129.234560072
402,Family households,2 workers,3-person household,"$100,000 to $149,999",2 vehicles available,6.0,1011.72418504
403,Family households,2 workers,3-person household,"$100,000 to $149,999",3 vehicles available,5.0,638.563330111
404,Family households,2 workers,3-person household,"$100,000 to $149,999",4 or more vehicles available,0.0,0.116117479761
405,Family households,2 workers,3-person household,"$15,000 to $24,999",No vehicle available,0.0,0.0520032819156
406,Family households,2 workers,3-person household,"$15,000 to $24,999",1 vehicle available,0.0,0.124886300269
407,Family households,2 workers,3-person household,"$15,000 to $24,999",2 vehicles available,0.0,0.162947241424
408,Family households,2 workers,3-person household,"$15,000 to $24,999",3 vehicles available,0.0,0.123415612265
409,Family households,2 workers,3-person household,"$15,000 to $24,999",4 or more vehicles available,0.0,0.112210560672
410,Family households,2 workers,3-person household,"$150,000 or more",No vehicle available,0.0,0.0479015084172
411,Family households,2 workers,3-person household,"$150,000 or more",1 vehicle available,1.0,115.035858184
412,Family households,2 workers,3-person household,"$150,000 or more",2 vehicles available,7.0,1050.66312324
413,Family households,2 workers,3-person household,"$150,000 or more",3 vehicles available,9.0,1023.13053999
414,Family households,2 workers,3-person household,"$150,000 or more",4 or more vehicles available,0.0,0.103359921115
415,Family households,2 workers,3-person household,"$25,000 to $34,999",No vehicle available,0.0,0.0613647939412
416,Family households,2 workers,3-person household,"$25,000 to $34,999",1 vehicle available,2.0,294.736093562
417,Family households,2 workers,3-person household,"$25,000 to $34,999",2 vehicles available,0.0,0.192280631624
418,Family households,2 workers,3-person household,"$25,000 to $34,999",3 vehicles available,0.0,0.145632608881
419,Family households,2 workers,3-person household,"$25,000 to $34,999",4 or more vehicles available,0.0,0.132410449495
420,Family households,2 workers,3-person household,"$35,000 to $44,999",No vehicle available,0.0,0.0482602529946
421,Family households,2 workers,3-person household,"$35,000 to $44,999",1 vehicle available,0.0,0.115897386175
422,Family households,2 workers,3-person household,"$35,000 to $44,999",2 vehicles available,4.0,604.875292958
423,Family households,2 workers,3-person household,"$35,000 to $44,999",3 vehicles available,1.0,114.532553561
424,Family households,2 workers,3-person household,"$35,000 to $44,999",4 or more vehicles available,0.0,0.104134005532
425,Family households,2 workers,3-person household,"$45,000 to $59,999",No vehicle available,0.0,0.0585389452105
426,Family households,2 workers,3-person household,"$45,000 to $59,999",1 vehicle available,1.0,140.581748299
427,Family households,2 workers,3-person household,"$45,000 to $59,999",2 vehicles available,2.0,366.852217265
428,Family households,2 workers,3-person household,"$45,000 to $59,999",3 vehicles available,1.0,138.926227314
429,Family households,2 workers,3-person household,"$45,000 to $59,999",4 or more vehicles available,0.0,0.126312948361
430,Family households,2 workers,3-person household,"$60,000 to $99,999",No vehicle available,1.0,58.8724105882
431,Family households,2 workers,3-person household,"$60,000 to $99,999",1 vehicle available,1.0,141.382568089
432,Family households,2 workers,3-person household,"$60,000 to $99,999",2 vehicles available,4.0,737.883960237
433,Family households,2 workers,3-person household,"$60,000 to $99,999",3 vehicles available,5.0,698.588082385
434,Family households,2 workers,3-person household,"$60,000 to $99,999",4 or more vehicles available,1.0,127.032486352
435,Family households,2 workers,3-person household,"Less than $15,000",No vehicle available,1.0,65.9357564389
436,Family households,2 workers,3-person household,"Less than $15,000",1 vehicle available,0.0,0.158345250026
437,Family households,2 workers,3-person household,"Less than $15,000",2 vehicles available,0.0,0.206603299391
438,Family households,2 workers,3-person household,"Less than $15,000",3 vehicles available,0.0,0.156480542214
439,Family households,2 workers,3-person household,"Less than $15,000",4 or more vehicles available,0.0,0.142273485938
440,Family households,2 workers,4-or-more-person household,"$100,000 to $149,999",No vehicle available,0.0,0.0409651943399
441,Family households,2 workers,4-or-more-person household,"$100,000 to $149,999",1 vehicle available,0.0,0.0983782440734
442,Family households,2 workers,4-or-more-person household,"$100,000 to $149,999",2 vehicles available,19.0,2438.84882179
443,Family households,2 workers,4-or-more-person household,"$100,000 to $149,999",3 vehicles available,5.0,486.098603276
444,Family households,2 workers,4-or-more-person household,"$100,000 to $149,999",4 or more vehicles available,4.0,353.572102036
445,Family households,2 workers,4-or-more-person household,"$15,000 to $24,999",No vehicle available,1.0,39.5868686988
446,Family households,2 workers,4-or-more-person household,"$15,000 to $24,999",1 vehicle available,1.0,95.0681839476
447,Family households,2 workers,4-or-more-person household,"$15,000 to $24,999",2 vehicles available,2.0,248.083229114
448,Family households,2 workers,4-or-more-person household,"$15,000 to $24,999",3 vehicles available,0.0,0.0939486405113
449,Family households,2 workers,4-or-more-person household,"$15,000 to $24,999",4 or more vehicles available,0.0,0.0854189306581
450,Family households,2 workers,4-or-more-person household,"$150,000 or more",No vehicle available,0.0,0.0364644432877
451,Family households,2 workers,4-or-more-person household,"$150,000 or more",1 vehicle available,0.0,0.08756965418
452,Family households,2 workers,4-or-more-person household,"$150,000 or more",2 vehicles available,11.0,1256.83577024
453,Family households,2 workers,4-or-more-person household,"$150,000 or more",3 vehicles available,7.0,605.768905331
454,Family households,2 workers,4-or-more-person household,"$150,000 or more",4 or more vehicles available,5.0,393.407442298
455,Family households,2 workers,4-or-more-person household,"$25,000 to $34,999",No vehicle available,0.0,0.0467132063784
456,Family households,2 workers,4-or-more-person household,"$25,000 to $34,999",1 vehicle available,2.0,224.364282538
457,Family households,2 workers,4-or-more-person household,"$25,000 to $34,999",2 vehicles available,2.0,292.742605352
458,Family households,2 workers,4-or-more-person household,"$25,000 to $34,999",3 vehicles available,2.0,221.722120361
459,Family households,2 workers,4-or-more-person household,"$25,000 to $34,999",4 or more vehicles available,0.0,0.100795851443
460,Family households,2 workers,4-or-more-person household,"$35,000 to $44,999",No vehicle available,0.0,0.0367375332535
461,Family households,2 workers,4-or-more-person household,"$35,000 to $44,999",1 vehicle available,0.0,0.0882254819319
462,Family households,2 workers,4-or-more-person household,"$35,000 to $44,999",2 vehicles available,2.0,230.226996445
463,Family households,2 workers,4-or-more-person household,"$35,000 to $44,999",3 vehicles available,2.0,174.37303926
464,Family households,2 workers,4-or-more-person household,"$35,000 to $44,999",4 or more vehicles available,0.0,0.0792707508494
465,Family households,2 workers,4-or-more-person household,"$45,000 to $59,999",No vehicle available,0.0,0.0445620632477
466,Family households,2 workers,4-or-more-person household,"$45,000 to $59,999",1 vehicle available,3.0,321.048461157
467,Family households,2 workers,4-or-more-person household,"$45,000 to $59,999",2 vehicles available,9.0,1256.67813834
468,Family households,2 workers,4-or-more-person household,"$45,000 to $59,999",3 vehicles available,0.0,0.105755908414
469,Family households,2 workers,4-or-more-person household,"$45,000 to $59,999",4 or more vehicles available,1.0,96.1542025337
470,Family households,2 workers,4-or-more-person household,"$60,000 to $99,999",No vehicle available,0.0,0.0448159097288
471,Family households,2 workers,4-or-more-person household,"$60,000 to $99,999",1 vehicle available,5.0,538.128840437
472,Family households,2 workers,4-or-more-person household,"$60,000 to $99,999",2 vehicles available,7.0,982.984153161
473,Family households,2 workers,4-or-more-person household,"$60,000 to $99,999",3 vehicles available,9.0,957.225094489
474,Family households,2 workers,4-or-more-person household,"$60,000 to $99,999",4 or more vehicles available,3.0,290.105826351
475,Family households,2 workers,4-or-more-person household,"Less than $15,000",No vehicle available,0.0,0.0501927962342
476,Family households,2 workers,4-or-more-person household,"Less than $15,000",1 vehicle available,1.0,120.538404327
477,Family households,2 workers,4-or-more-person household,"Less than $15,000",2 vehicles available,1.0,157.274260093
478,Family households,2 workers,4-or-more-person household,"Less than $15,000",3 vehicles available,0.0,0.119118918082
479,Family households,2 workers,4-or-more-person household,"Less than $15,000",4 or more vehicles available,0.0,0.108303968513
480,Family households,3 or more workers,1-person household,"$100,000 to $149,999",No vehicle available,0.0,0.0
481,Family households,3 or more workers,1-person household,"$100,000 to $149,999",1 vehicle available,0.0,0.0
482,Family households,3 or more workers,1-person household,"$100,000 to $149,999",2 vehicles available,0.0,0.0
483,Family households,3 or more workers,1-person household,"$100,000 to $149,999",3 vehicles available,0.0,0.0
484,Family households,3 or more workers,1-person household,"$100,000 to $149,999",4 or more vehicles available,0.0,0.0
485,Family households,3 or more workers,1-person household,"$15,000 to $24,999",No vehicle available,0.0,0.0
486,Family households,3 or more workers,1-person household,"$15,000 to $24,999",1 vehicle available,0.0,0.0
487,Family households,3 or more workers,1-person household,"$15,000 to $24,999",2 vehicles available,0.0,0.0
488,Family households,3 or more workers,1-person household,"$15,000 to $24,999",3 vehicles available,0.0,0.0
489,Family households,3 or more workers,1-person household,"$15,000 to $24,999",4 or more vehicles available,0.0,0.0
490,Family households,3 or more workers,1-person household,"$150,000 or more",No vehicle available,0.0,0.0
491,Family households,3 or more workers,1-person household,"$150,000 or more",1 vehicle available,0.0,0.0
492,Family households,3 or more workers,1-person household,"$150,000 or more",2 vehicles available,0.0,0.0
493,Family households,3 or more workers,1-person household,"$150,000 or more",3 vehicles available,0.0,0.0
494,Family households,3 or more workers,1-person household,"$150,000 or more",4 or more vehicles available,0.0,0.0
495,Family households,3 or more workers,1-person household,"$25,000 to $34,999",No vehicle available,0.0,0.0
496,Family households,3 or more workers,1-person household,"$25,000 to $34,999",1 vehicle available,0.0,0.0
497,Family households,3 or more workers,1-person household,"$25,000 to $34,999",2 vehicles available,0.0,0.0
498,Family households,3 or more workers,1-person household,"$25,000 to $34,999",3 vehicles available,0.0,0.0
499,Family households,3 or more workers,1-person household,"$25,000 to $34,999",4 or more vehicles available,0.0,0.0
500,Family households,3 or more workers,1-person household,"$35,000 to $44,999",No vehicle available,0.0,0.0
501,Family households,3 or more workers,1-person household,"$35,000 to $44,999",1 vehicle available,0.0,0.0
502,Family households,3 or more workers,1-person household,"$35,000 to $44,999",2 vehicles available,0.0,0.0
503,Family households,3 or more workers,1-person household,"$35,000 to $44,999",3 vehicles available,0.0,0.0
504,Family households,3 or more workers,1-person household,"$35,000 to $44,999",4 or more vehicles available,0.0,0.0
505,Family households,3 or more workers,1-person household,"$45,000 to $59,999",No vehicle available,0.0,0.0
506,Family households,3 or more workers,1-person household,"$45,000 to $59,999",1 vehicle available,0.0,0.0
507,Family households,3 or more workers,1-person household,"$45,000 to $59,999",2 vehicles available,0.0,0.0
508,Family households,3 or more workers,1-person household,"$45,000 to $59,999",3 vehicles available,0.0,0.0
509,Family households,3 or more workers,1-person household,"$45,000 to $59,999",4 or more vehicles available,0.0,0.0
510,Family households,3 or more workers,1-person household,"$60,000 to $99,999",No vehicle available,0.0,0.0
511,Family households,3 or more workers,1-person household,"$60,000 to $99,999",1 vehicle available,0.0,0.0
512,Family households,3 or more workers,1-person household,"$60,000 to $99,999",2 vehicles available,0.0,0.0
513,Family households,3 or more workers,1-person household,"$60,000 to $99,999",3 vehicles available,0.0,0.0
514,Family households,3 or more workers,1-person household,"$60,000 to $99,999",4 or more vehicles available,0.0,0.0
515,Family households,3 or more workers,1-person household,"Less than $15,000",No vehicle available,0.0,0.0
516,Family households,3 or more workers,1-person household,"Less than $15,000",1 vehicle available,0.0,0.0
517,Family households,3 or more workers,1-person household,"Less than $15,000",2 vehicles available,0.0,0.0
518,Family households,3 or more workers,1-person household,"Less than $15,000",3 vehicles available,0.0,0.0
519,Family households,3 or more workers,1-person household,"Less than $15,000",4 or more vehicles available,0.0,0.0
520,Family households,3 or more workers,2-person household,"$100,000 to $149,999",No vehicle available,0.0,0.0
521,Family households,3 or more workers,2-person household,"$100,000 to $149,999",1 vehicle available,0.0,0.0
522,Family households,3 or more workers,2-person household,"$100,000 to $149,999",2 vehicles available,0.0,0.0
523,Family households,3 or more workers,2-person household,"$100,000 to $149,999",3 vehicles available,0.0,0.0
524,Family households,3 or more workers,2-person household,"$100,000 to $149,999",4 or more vehicles available,0.0,0.0
525,Family households,3 or more workers,2-person household,"$15,000 to $24,999",No vehicle available,0.0,0.0
526,Family households,3 or more workers,2-person household,"$15,000 to $24,999",1 vehicle available,0.0,0.0
527,Family households,3 or more workers,2-person household,"$15,000 to $24,999",2 vehicles available,0.0,0.0
528,Family households,3 or more workers,2-person household,"$15,000 to $24,999",3 vehicles available,0.0,0.0
529,Family households,3 or more workers,2-person household,"$15,000 to $24,999",4 or more vehicles available,0.0,0.0
530,Family households,3 or more workers,2-person household,"$150,000 or more",No vehicle available,0.0,0.0
531,Family households,3 or more workers,2-person household,"$150,000 or more",1 vehicle available,0.0,0.0
532,Family households,3 or more workers,2-person household,"$150,000 or more",2 vehicles available,0.0,0.0
533,Family households,3 or more workers,2-person household,"$150,000 or more",3 vehicles available,0.0,0.0
534,Family households,3 or more workers,2-person household,"$150,000 or more",4 or more vehicles available,0.0,0.0
535,Family households,3 or more workers,2-person household,"$25,000 to $34,999",No vehicle available,0.0,0.0
536,Family households,3 or more workers,2-person household,"$25,000 to $34,999",1 vehicle available,0.0,0.0
537,Family households,3 or more workers,2-person household,"$25,000 to $34,999",2 vehicles available,0.0,0.0
538,Family households,3 or more workers,2-person household,"$25,000 to $34,999",3 vehicles available,0.0,0.0
539,Family households,3 or more workers,2-person household,"$25,000 to $34,999",4 or more vehicles available,0.0,0.0
540,Family households,3 or more workers,2-person household,"$35,000 to $44,999",No vehicle available,0.0,0.0
541,Family households,3 or more workers,2-person household,"$35,000 to $44,999",1 vehicle available,0.0,0.0
542,Family households,3 or more workers,2-person household,"$35,000 to $44,999",2 vehicles available,0.0,0.0
543,Family households,3 or more workers,2-person household,"$35,000 to $44,999",3 vehicles available,0.0,0.0
544,Family households,3 or more workers,2-person household,"$35,000 to $44,999",4 or more vehicles available,0.0,0.0
545,Family households,3 or more workers,2-person household,"$45,000 to $59,999",No vehicle available,0.0,0.0
546,Family households,3 or more workers,2-person household,"$45,000 to $59,999",1 vehicle available,0.0,0.0
547,Family households,3 or more workers,2-person household,"$45,000 to $59,999",2 vehicles available,0.0,0.0
548,Family households,3 or more workers,2-person household,"$45,000 to $59,999",3 vehicles available,0.0,0.0
549,Family households,3 or more workers,2-person household,"$45,000 to $59,999",4 or more vehicles available,0.0,0.0
550,Family households,3 or more workers,2-person household,"$60,000 to $99,999",No vehicle available,0.0,0.0
551,Family households,3 or more workers,2-person household,"$60,000 to $99,999",1 vehicle available,0.0,0.0
552,Family households,3 or more workers,2-person household,"$60,000 to $99,999",2 vehicles available,0.0,0.0
553,Family households,3 or more workers,2-person household,"$60,000 to $99,999",3 vehicles available,0.0,0.0
554,Family households,3 or more workers,2-person household,"$60,000 to $99,999",4 or more vehicles available,0.0,0.0
555,Family households,3 or more workers,2-person household,"Less than $15,000",No vehicle available,0.0,0.0
556,Family households,3 or more workers,2-person household,"Less than $15,000",1 vehicle available,0.0,0.0
557,Family households,3 or more workers,2-person household,"Less than $15,000",2 vehicles available,0.0,0.0
558,Family households,3 or more workers,2-person household,"Less than $15,000",3 vehicles available,0.0,0.0
559,Family households,3 or more workers,2-person household,"Less than $15,000",4 or more vehicles available,0.0,0.0
560,Family households,3 or more workers,3-person household,"$100,000 to $149,999",No vehicle available,0.0,0.267458477103
561,Family households,3 or more workers,3-person household,"$100,000 to $149,999",1 vehicle available,0.0,0.468570665312
562,Family households,3 or more workers,3-person household,"$100,000 to $149,999",2 vehicles available,1.0,118.337374735
563,Family households,3 or more workers,3-person household,"$100,000 to $149,999",3 vehicles available,7.0,474.489364614
564,Family households,3 or more workers,3-person household,"$100,000 to $149,999",4 or more vehicles available,1.0,62.8611787444
565,Family households,3 or more workers,3-person household,"$15,000 to $24,999",No vehicle available,0.0,0.258459499242
566,Family households,3 or more workers,3-person household,"$15,000 to $24,999",1 vehicle available,0.0,0.452805014176
567,Family households,3 or more workers,3-person household,"$15,000 to $24,999",2 vehicles available,0.0,0.11435576448
568,Family households,3 or more workers,3-person household,"$15,000 to $24,999",3 vehicles available,1.0,65.5035101962
569,Family households,3 or more workers,3-person household,"$15,000 to $24,999",4 or more vehicles available,0.0,0.0607461350863
570,Family households,3 or more workers,3-person household,"$150,000 or more",No vehicle available,0.0,0.238073433491
571,Family households,3 or more workers,3-person household,"$150,000 or more",1 vehicle available,0.0,0.417089891232
572,Family households,3 or more workers,3-person household,"$150,000 or more",2 vehicles available,0.0,0.105335921369
573,Family households,3 or more workers,3-person household,"$150,000 or more",3 vehicles available,6.0,362.021414354
574,Family households,3 or more workers,3-person household,"$150,000 or more",4 or more vehicles available,3.0,167.86429975
575,Family households,3 or more workers,3-person household,"$25,000 to $34,999",No vehicle available,0.0,0.304986787928
576,Family households,3 or more workers,3-person household,"$25,000 to $34,999",1 vehicle available,0.0,0.53431793854
577,Family households,3 or more workers,3-person household,"$25,000 to $34,999",2 vehicles available,0.0,0.134941827992
578,Family households,3 or more workers,3-person household,"$25,000 to $34,999",3 vehicles available,0.0,0.07729530248
579,Family households,3 or more workers,3-person household,"$25,000 to $34,999",4 or more vehicles available,0.0,0.0716815155694
580,Family households,3 or more workers,3-person household,"$35,000 to $44,999",No vehicle available,0.0,0.239856416034
581,Family households,3 or more workers,3-person household,"$35,000 to $44,999",1 vehicle available,0.0,0.420213566075
582,Family households,3 or more workers,3-person household,"$35,000 to $44,999",2 vehicles available,0.0,0.106124804472
583,Family households,3 or more workers,3-person household,"$35,000 to $44,999",3 vehicles available,0.0,0.0607887782781
584,Family households,3 or more workers,3-person household,"$35,000 to $44,999",4 or more vehicles available,0.0,0.0563738237226
585,Family households,3 or more workers,3-person household,"$45,000 to $59,999",No vehicle available,0.0,0.290942146494
586,Family households,3 or more workers,3-person household,"$45,000 to $59,999",1 vehicle available,0.0,0.509712597734
587,Family households,3 or more workers,3-person household,"$45,000 to $59,999",2 vehicles available,0.0,0.12872775688
588,Family households,3 or more workers,3-person household,"$45,000 to $59,999",3 vehicles available,0.0,0.0737358538389
589,Family households,3 or more workers,3-person household,"$45,000 to $59,999",4 or more vehicles available,1.0,68.3805818128
590,Family households,3 or more workers,3-person household,"$60,000 to $99,999",No vehicle available,0.0,0.292599489864
591,Family households,3 or more workers,3-person household,"$60,000 to $99,999",1 vehicle available,0.0,0.512616160538
592,Family households,3 or more workers,3-person household,"$60,000 to $99,999",2 vehicles available,1.0,129.461050756
593,Family households,3 or more workers,3-person household,"$60,000 to $99,999",3 vehicles available,6.0,444.935327754
594,Family households,3 or more workers,3-person household,"$60,000 to $99,999",4 or more vehicles available,1.0,68.7701097836
595,Family households,3 or more workers,3-person household,"Less than $15,000",No vehicle available,0.0,0.327704751769
596,Family households,3 or more workers,3-person household,"Less than $15,000",1 vehicle available,0.0,0.574118402325
597,Family households,3 or more workers,3-person household,"Less than $15,000",2 vehicles available,0.0,0.144993422653
598,Family households,3 or more workers,3-person household,"Less than $15,000",3 vehicles available,0.0,0.083052902338
599,Family households,3 or more workers,3-person household,"Less than $15,000",4 or more vehicles available,0.0,0.0770209536805
600,Family households,3 or more workers,4-or-more-person household,"$100,000 to $149,999",No vehicle available,0.0,0.362748472197
