,hh_inc,hh_size,hh_type,vehicle,workers,sample,total
282,"$15,000 to $24,999",4-or-more-person household,Family households,No vehicle available,2 workers,0.0,0.0551981059748
283,"$15,000 to $24,999",4-or-more-person household,Family households,No vehicle available,3 or more workers,0.0,0.125591009224
284,"$15,000 to $24,999",4-or-more-person household,Family households,1 vehicle available,No workers,0.0,0.178279000558
285,"$15,000 to $24,999",4-or-more-person household,Family households,1 vehicle available,1 worker,1.0,155.511373064
286,"$15,000 to $24,999",4-or-more-person household,Family households,1 vehicle available,2 workers,1.0,138.372522643
287,"$15,000 to $24,999",4-or-more-person household,Family households,1 vehicle available,3 or more workers,0.0,0.0872229594064
288,"$15,000 to $24,999",4-or-more-person household,Family households,2 vehicles available,No workers,1.0,109.515110701
289,"$15,000 to $24,999",4-or-more-person household,Family households,2 vehicles available,1 worker,1.0,227.810146807
290,"$15,000 to $24,999",4-or-more-person household,Family households,2 vehicles available,2 workers,0.0,0.114073001662
291,"$15,000 to $24,999",4-or-more-person household,Family households,2 vehicles available,3 or more workers,0.0,0.0382835949354
292,"$15,000 to $24,999",4-or-more-person household,Family households,3 vehicles available,No workers,1.0,64.6947011603
293,"$15,000 to $24,999",4-or-more-person household,Family households,3 vehicles available,1 worker,0.0,0.15076950572
294,"$15,000 to $24,999",4-or-more-person household,Family households,3 vehicles available,2 workers,0.0,0.120306189624
295,"$15,000 to $24,999",4-or-more-person household,Family households,3 vehicles available,3 or more workers,0.0,0.078051603285
296,"$15,000 to $24,999",4-or-more-person household,Family households,4 or more vehicles available,No workers,0.0,0.0162742912986
297,"$15,000 to $24,999",4-or-more-person household,Family households,4 or more vehicles available,1 worker,0.0,0.118048784283
298,"$15,000 to $24,999",4-or-more-person household,Family households,4 or more vehicles available,2 workers,0.0,0.0867455581208
299,"$15,000 to $24,999",4-or-more-person household,Family households,4 or more vehicles available,3 or more workers,1.0,86.0249355532
300,"$15,000 to $24,999",4-or-more-person household,Nonfamily households,No vehicle available,No workers,0.0,0.716365342409
301,"$15,000 to $24,999",4-or-more-person household,Nonfamily households,No vehicle available,1 worker,0.0,0.363701613099
302,"$15,000 to $24,999",4-or-more-person household,Nonfamily households,No vehicle available,2 workers,0.0,0.355002993915
303,"$15,000 to $24,999",4-or-more-person household,Nonfamily households,No vehicle available,3 or more workers,0.0,0.807730328716
304,"$15,000 to $24,999",4-or-more-person household,Nonfamily households,1 vehicle available,No workers,0.0,1.14658968515
305,"$15,000 to $24,999",4-or-more-person household,Nonfamily households,1 vehicle available,1 worker,0.0,1.00016118399
306,"$15,000 to $24,999",4-or-more-person household,Nonfamily households,1 vehicle available,2 workers,0.0,0.889933792949
307,"$15,000 to $24,999",4-or-more-person household,Nonfamily households,1 vehicle available,3 or more workers,0.0,0.560968735803
308,"$15,000 to $24,999",4-or-more-person household,Nonfamily households,2 vehicles available,No workers,0.0,0.704339243012
309,"$15,000 to $24,999",4-or-more-person household,Nonfamily households,2 vehicles available,1 worker,0.0,1.46514599971
310,"$15,000 to $24,999",4-or-more-person household,Nonfamily households,2 vehicles available,2 workers,0.0,0.733653019424
311,"$15,000 to $24,999",4-or-more-person household,Nonfamily households,2 vehicles available,3 or more workers,0.0,0.24621842688
312,"$15,000 to $24,999",4-or-more-person household,Nonfamily households,3 vehicles available,No workers,0.0,0.416079722244
313,"$15,000 to $24,999",4-or-more-person household,Nonfamily households,3 vehicles available,1 worker,0.0,0.969664175545
314,"$15,000 to $24,999",4-or-more-person household,Nonfamily households,3 vehicles available,2 workers,0.0,0.773741358492
315,"$15,000 to $24,999",4-or-more-person household,Nonfamily households,3 vehicles available,3 or more workers,0.0,0.501983761159
316,"$15,000 to $24,999",4-or-more-person household,Nonfamily households,4 or more vehicles available,No workers,0.0,0.104667035813
317,"$15,000 to $24,999",4-or-more-person household,Nonfamily households,4 or more vehicles available,1 worker,0.0,0.759223004278
318,"$15,000 to $24,999",4-or-more-person household,Nonfamily households,4 or more vehicles available,2 workers,0.0,0.557898360784
319,"$15,000 to $24,999",4-or-more-person household,Nonfamily households,4 or more vehicles available,3 or more workers,0.0,0.553263724061
320,"$150,000 or more",1-person household,Family households,No vehicle available,No workers,0.0,0.0
321,"$150,000 or more",1-person household,Family households,No vehicle available,1 worker,0.0,0.0
322,"$150,000 or more",1-person household,Family households,No vehicle available,2 workers,0.0,0.0
323,"$150,000 or more",1-person household,Family households,No vehicle available,3 or more workers,0.0,0.0
324,"$150,000 or more",1-person household,Family households,1 vehicle available,No workers,0.0,0.0
325,"$150,000 or more",1-person household,Family households,1 vehicle available,1 worker,0.0,0.0
326,"$150,000 or more",1-person household,Family households,1 vehicle available,2 workers,0.0,0.0
327,"$150,000 or more",1-person household,Family households,1 vehicle available,3 or more workers,0.0,0.0
328,"$150,000 or more",1-person household,Family households,2 vehicles available,No workers,0.0,0.0
329,"$150,000 or more",1-person household,Family households,2 vehicles available,1 worker,0.0,0.0
330,"$150,000 or more",1-person household,Family households,2 vehicles available,2 workers,0.0,0.0
331,"$150,000 or more",1-person household,Family households,2 vehicles available,3 or more workers,0.0,0.0
332,"$150,000 or more",1-person household,Family households,3 vehicles available,No workers,0.0,0.0
333,"$150,000 or more",1-person household,Family households,3 vehicles available,1 worker,0.0,0.0
334,"$150,000 or more",1-person household,Family households,3 vehicles available,2 workers,0.0,0.0
335,"$150,000 or more",1-person household,Family households,3 vehicles available,3 or more workers,0.0,0.0
336,"$150,000 or more",1-person household,Family households,4 or more vehicles available,No workers,0.0,0.0
337,"$150,000 or more",1-person household,Family households,4 or more vehicles available,1 worker,0.0,0.0
338,"$150,000 or more",1-person household,Family households,4 or more vehicles available,2 workers,0.0,0.0
339,"$150,000 or more",1-person household,Family households,4 or more vehicles available,3 or more workers,0.0,0.0
340,"$150,000 or more",1-person household,Nonfamily households,No vehicle available,No workers,0.0,58.6788497521
341,"$150,000 or more",1-person household,Nonfamily households,No vehicle available,1 worker,0.0,0.00588461500208
342,"$150,000 or more",1-person household,Nonfamily households,No vehicle available,2 workers,0.0,0.0
343,"$150,000 or more",1-person household,Nonfamily households,No vehicle available,3 or more workers,0.0,0.0
344,"$150,000 or more",1-person household,Nonfamily households,1 vehicle available,No workers,0.0,93.9193451707
345,"$150,000 or more",1-person household,Nonfamily households,1 vehicle available,1 worker,0.0,0.0161823959417
346,"$150,000 or more",1-person household,Nonfamily households,1 vehicle available,2 workers,0.0,0.0
347,"$150,000 or more",1-person household,Nonfamily households,1 vehicle available,3 or more workers,0.0,0.0
348,"$150,000 or more",1-person household,Nonfamily households,2 vehicles available,No workers,0.0,57.6937690428
349,"$150,000 or more",1-person household,Nonfamily households,2 vehicles available,1 worker,0.0,0.0237057516922
350,"$150,000 or more",1-person household,Nonfamily households,2 vehicles available,2 workers,0.0,0.0
351,"$150,000 or more",1-person household,Nonfamily households,2 vehicles available,3 or more workers,0.0,0.0
352,"$150,000 or more",1-person household,Nonfamily households,3 vehicles available,No workers,0.0,34.0818826108
353,"$150,000 or more",1-person household,Nonfamily households,3 vehicles available,1 worker,0.0,0.0156889608099
354,"$150,000 or more",1-person household,Nonfamily households,3 vehicles available,2 workers,0.0,0.0
355,"$150,000 or more",1-person household,Nonfamily households,3 vehicles available,3 or more workers,0.0,0.0
356,"$150,000 or more",1-person household,Nonfamily households,4 or more vehicles available,No workers,0.0,8.5734762765
357,"$150,000 or more",1-person household,Nonfamily households,4 or more vehicles available,1 worker,1.0,12.2840672683
358,"$150,000 or more",1-person household,Nonfamily households,4 or more vehicles available,2 workers,0.0,0.0
359,"$150,000 or more",1-person household,Nonfamily households,4 or more vehicles available,3 or more workers,0.0,0.0
360,"$150,000 or more",2-person household,Family households,No vehicle available,No workers,0.0,0.0259327069678
361,"$150,000 or more",2-person household,Family households,No vehicle available,1 worker,0.0,0.0147955334206
362,"$150,000 or more",2-person household,Family households,No vehicle available,2 workers,0.0,0.0218728606726
363,"$150,000 or more",2-person household,Family households,No vehicle available,3 or more workers,0.0,0.0
364,"$150,000 or more",2-person household,Family households,1 vehicle available,No workers,0.0,0.0415069972776
365,"$150,000 or more",2-person household,Family households,1 vehicle available,1 worker,0.0,0.0406869744061
366,"$150,000 or more",2-person household,Family households,1 vehicle available,2 workers,0.0,0.0548316442245
367,"$150,000 or more",2-person household,Family households,1 vehicle available,3 or more workers,0.0,0.0
368,"$150,000 or more",2-person household,Family households,2 vehicles available,No workers,0.0,0.0254973574427
369,"$150,000 or more",2-person household,Family households,2 vehicles available,1 worker,0.0,0.0596027507827
370,"$150,000 or more",2-person household,Family households,2 vehicles available,2 workers,4.0,180.810759919
371,"$150,000 or more",2-person household,Family households,2 vehicles available,3 or more workers,0.0,0.0
372,"$150,000 or more",2-person household,Family households,3 vehicles available,No workers,0.0,0.0150622494883
373,"$150,000 or more",2-person household,Family households,3 vehicles available,1 worker,2.0,78.8926867481
374,"$150,000 or more",2-person household,Family households,3 vehicles available,2 workers,3.0,143.01797918
375,"$150,000 or more",2-person household,Family households,3 vehicles available,3 or more workers,0.0,0.0
376,"$150,000 or more",2-person household,Family households,4 or more vehicles available,No workers,0.0,0.00378898783655
377,"$150,000 or more",2-person household,Family households,4 or more vehicles available,1 worker,0.0,0.0308855086942
378,"$150,000 or more",2-person household,Family households,4 or more vehicles available,2 workers,1.0,34.373887894
379,"$150,000 or more",2-person household,Family households,4 or more vehicles available,3 or more workers,0.0,0.0
380,"$150,000 or more",2-person household,Nonfamily households,No vehicle available,No workers,0.0,3.50188921797
381,"$150,000 or more",2-person household,Nonfamily households,No vehicle available,1 worker,0.0,1.99795258644
382,"$150,000 or more",2-person household,Nonfamily households,No vehicle available,2 workers,0.0,2.95365752024
383,"$150,000 or more",2-person household,Nonfamily households,No vehicle available,3 or more workers,0.0,0.0
384,"$150,000 or more",2-person household,Nonfamily households,1 vehicle available,No workers,0.0,5.60500322691
385,"$150,000 or more",2-person household,Nonfamily households,1 vehicle available,1 worker,0.0,5.49426934727
386,"$150,000 or more",2-person household,Nonfamily households,1 vehicle available,2 workers,0.0,7.40433090737
387,"$150,000 or more",2-person household,Nonfamily households,1 vehicle available,3 or more workers,0.0,0.0
388,"$150,000 or more",2-person household,Nonfamily households,2 vehicles available,No workers,0.0,3.44310068464
389,"$150,000 or more",2-person household,Nonfamily households,2 vehicles available,1 worker,0.0,8.04860944855
390,"$150,000 or more",2-person household,Nonfamily households,2 vehicles available,2 workers,0.0,6.10406051557
391,"$150,000 or more",2-person household,Nonfamily households,2 vehicles available,3 or more workers,0.0,0.0
392,"$150,000 or more",2-person household,Nonfamily households,3 vehicles available,No workers,0.0,2.03396927082
393,"$150,000 or more",2-person household,Nonfamily households,3 vehicles available,1 worker,0.0,5.32673757204
394,"$150,000 or more",2-person household,Nonfamily households,3 vehicles available,2 workers,0.0,6.43759917916
395,"$150,000 or more",2-person household,Nonfamily households,3 vehicles available,3 or more workers,0.0,0.0
396,"$150,000 or more",2-person household,Nonfamily households,4 or more vehicles available,No workers,0.0,0.511655635038
397,"$150,000 or more",2-person household,Nonfamily households,4 or more vehicles available,1 worker,0.0,4.17070342954
398,"$150,000 or more",2-person household,Nonfamily households,4 or more vehicles available,2 workers,0.0,4.64176561072
399,"$150,000 or more",2-person household,Nonfamily households,4 or more vehicles available,3 or more workers,0.0,0.0
400,"$150,000 or more",3-person household,Family households,No vehicle available,No workers,0.0,0.0180240092577
401,"$150,000 or more",3-person household,Family households,No vehicle available,1 worker,0.0,0.014776480854
402,"$150,000 or more",3-person household,Family households,No vehicle available,2 workers,0.0,0.0224050506606
403,"$150,000 or more",3-person household,Family households,No vehicle available,3 or more workers,0.0,0.0502597853406
404,"$150,000 or more",3-person household,Family households,1 vehicle available,No workers,0.0,0.0288486082121
405,"$150,000 or more",3-person household,Family households,1 vehicle available,1 worker,0.0,0.0406345808043
406,"$150,000 or more",3-person household,Family households,1 vehicle available,2 workers,0.0,0.0561657565073
407,"$150,000 or more",3-person household,Family households,1 vehicle available,3 or more workers,0.0,0.0349054223197
408,"$150,000 or more",3-person household,Family households,2 vehicles available,No workers,0.0,0.0177214282784
409,"$150,000 or more",3-person household,Family households,2 vehicles available,1 worker,2.0,119.051997755
410,"$150,000 or more",3-person household,Family households,2 vehicles available,2 workers,0.0,0.046302519554
411,"$150,000 or more",3-person household,Family households,2 vehicles available,3 or more workers,0.0,0.0153205653446
412,"$150,000 or more",3-person household,Family households,3 vehicles available,No workers,0.0,0.0104687152235
413,"$150,000 or more",3-person household,Family households,3 vehicles available,1 worker,0.0,0.0393955473628
414,"$150,000 or more",3-person household,Family households,3 vehicles available,2 workers,1.0,48.8325862946
415,"$150,000 or more",3-person household,Family households,3 vehicles available,3 or more workers,1.0,31.2351724126
416,"$150,000 or more",3-person household,Family households,4 or more vehicles available,No workers,0.0,0.00263346020638
417,"$150,000 or more",3-person household,Family households,4 or more vehicles available,1 worker,0.0,0.030845736677
418,"$150,000 or more",3-person household,Family households,4 or more vehicles available,2 workers,0.0,0.0352102411841
419,"$150,000 or more",3-person household,Family households,4 or more vehicles available,3 or more workers,0.0,0.0344259897388
420,"$150,000 or more",3-person household,Nonfamily households,No vehicle available,No workers,0.0,0.204947182027
421,"$150,000 or more",3-person household,Nonfamily households,No vehicle available,1 worker,0.0,0.168020226133
422,"$150,000 or more",3-person household,Nonfamily households,No vehicle available,2 workers,0.0,0.254763073542
423,"$150,000 or more",3-person household,Nonfamily households,No vehicle available,3 or more workers,0.0,0.571493346876
424,"$150,000 or more",3-person household,Nonfamily households,1 vehicle available,No workers,0.0,0.328031398227
425,"$150,000 or more",3-person household,Nonfamily households,1 vehicle available,1 worker,0.0,0.462047189922
426,"$150,000 or more",3-person household,Nonfamily households,1 vehicle available,2 workers,0.0,0.638648890929
427,"$150,000 or more",3-person household,Nonfamily households,1 vehicle available,3 or more workers,0.0,0.396902145332
428,"$150,000 or more",3-person household,Nonfamily households,2 vehicles available,No workers,0.0,0.201506597961
429,"$150,000 or more",3-person household,Nonfamily households,2 vehicles available,1 worker,0.0,0.676857493405
430,"$150,000 or more",3-person household,Nonfamily households,2 vehicles available,2 workers,0.0,0.526496117907
431,"$150,000 or more",3-person household,Nonfamily households,2 vehicles available,3 or more workers,0.0,0.174206895344
432,"$150,000 or more",3-person household,Nonfamily households,3 vehicles available,No workers,0.0,0.119037537865
433,"$150,000 or more",3-person household,Nonfamily households,3 vehicles available,1 worker,0.0,0.447958403757
434,"$150,000 or more",3-person household,Nonfamily households,3 vehicles available,2 workers,0.0,0.555264969576
435,"$150,000 or more",3-person household,Nonfamily households,3 vehicles available,3 or more workers,0.0,0.355168512984
436,"$150,000 or more",3-person household,Nonfamily households,4 or more vehicles available,No workers,0.0,0.0299445168142
437,"$150,000 or more",3-person household,Nonfamily households,4 or more vehicles available,1 worker,0.0,0.350740321928
438,"$150,000 or more",3-person household,Nonfamily households,4 or more vehicles available,2 workers,0.0,0.400368175913
439,"$150,000 or more",3-person household,Nonfamily households,4 or more vehicles available,3 or more workers,0.0,0.391450619257
440,"$150,000 or more",4-or-more-person household,Family households,No vehicle available,No workers,0.0,0.0507272001854
441,"$150,000 or more",4-or-more-person household,Family households,No vehicle available,1 worker,0.0,0.0257544069251
442,"$150,000 or more",4-or-more-person household,Family households,No vehicle available,2 workers,0.0,0.0251384410617
443,"$150,000 or more",4-or-more-person household,Family households,No vehicle available,3 or more workers,0.0,0.0571969296321
444,"$150,000 or more",4-or-more-person household,Family households,1 vehicle available,No workers,0.0,0.0811922088433
445,"$150,000 or more",4-or-more-person household,Family households,1 vehicle available,1 worker,0.0,0.0708233265825
446,"$150,000 or more",4-or-more-person household,Family households,1 vehicle available,2 workers,0.0,0.0630179141762
447,"$150,000 or more",4-or-more-person household,Family households,1 vehicle available,3 or more workers,0.0,0.0397232692235
448,"$150,000 or more",4-or-more-person household,Family households,2 vehicles available,No workers,0.0,0.0498756090832
449,"$150,000 or more",4-or-more-person household,Family households,2 vehicles available,1 worker,0.0,0.103749790824
450,"$150,000 or more",4-or-more-person household,Family households,2 vehicles available,2 workers,1.0,51.9513736634
451,"$150,000 or more",4-or-more-person household,Family households,2 vehicles available,3 or more workers,1.0,17.4351977829
452,"$150,000 or more",4-or-more-person household,Family households,3 vehicles available,No workers,0.0,0.0294634010244
453,"$150,000 or more",4-or-more-person household,Family households,3 vehicles available,1 worker,1.0,68.6637750789
454,"$150,000 or more",4-or-more-person household,Family households,3 vehicles available,2 workers,1.0,54.7901056352
455,"$150,000 or more",4-or-more-person household,Family households,3 vehicles available,3 or more workers,1.0,35.5464303403
456,"$150,000 or more",4-or-more-person household,Family households,4 or more vehicles available,No workers,0.0,0.00741167301677
457,"$150,000 or more",4-or-more-person household,Family households,4 or more vehicles available,1 worker,0.0,0.0537620332021
458,"$150,000 or more",4-or-more-person household,Family households,4 or more vehicles available,2 workers,2.0,79.0117001905
459,"$150,000 or more",4-or-more-person household,Family households,4 or more vehicles available,3 or more workers,7.0,274.243638225
460,"$150,000 or more",4-or-more-person household,Nonfamily households,No vehicle available,No workers,0.0,0.32624865692
461,"$150,000 or more",4-or-more-person household,Nonfamily households,No vehicle available,1 worker,0.0,0.165637776939
462,"$150,000 or more",4-or-more-person household,Nonfamily households,No vehicle available,2 workers,0.0,0.161676232937
463,"$150,000 or more",4-or-more-person household,Nonfamily households,No vehicle available,3 or more workers,0.0,0.367858297012
464,"$150,000 or more",4-or-more-person household,Nonfamily households,1 vehicle available,No workers,0.0,0.522182359575
465,"$150,000 or more",4-or-more-person household,Nonfamily households,1 vehicle available,1 worker,0.0,0.455495574201
466,"$150,000 or more",4-or-more-person household,Nonfamily households,1 vehicle available,2 workers,0.0,0.405295576864
467,"$150,000 or more",4-or-more-person household,Nonfamily households,1 vehicle available,3 or more workers,0.0,0.255477597526
468,"$150,000 or more",4-or-more-person household,Nonfamily households,2 vehicles available,No workers,0.0,0.320771704666
469,"$150,000 or more",4-or-more-person household,Nonfamily households,2 vehicles available,1 worker,0.0,0.667259966808
470,"$150,000 or more",4-or-more-person household,Nonfamily households,2 vehicles available,2 workers,0.0,0.334121848256
471,"$150,000 or more",4-or-more-person household,Nonfamily households,2 vehicles available,3 or more workers,0.0,0.112133329634
472,"$150,000 or more",4-or-more-person household,Nonfamily households,3 vehicles available,No workers,0.0,0.189491928932
473,"$150,000 or more",4-or-more-person household,Nonfamily households,3 vehicles available,1 worker,0.0,0.441606560516
474,"$150,000 or more",4-or-more-person household,Nonfamily households,3 vehicles available,2 workers,0.0,0.352378966523
475,"$150,000 or more",4-or-more-person household,Nonfamily households,3 vehicles available,3 or more workers,0.0,0.228614532527
476,"$150,000 or more",4-or-more-person household,Nonfamily households,4 or more vehicles available,No workers,0.0,0.0476676883094
477,"$150,000 or more",4-or-more-person household,Nonfamily households,4 or more vehicles available,1 worker,0.0,0.34576698618
478,"$150,000 or more",4-or-more-person household,Nonfamily households,4 or more vehicles available,2 workers,0.0,0.25407928068
479,"$150,000 or more",4-or-more-person household,Nonfamily households,4 or more vehicles available,3 or more workers,0.0,0.251968564379
480,"$25,000 to $34,999",1-person household,Family households,No vehicle available,No workers,0.0,0.0
481,"$25,000 to $34,999",1-person household,Family households,No vehicle available,1 worker,0.0,0.0
482,"$25,000 to $34,999",1-person household,Family households,No vehicle available,2 workers,0.0,0.0
483,"$25,000 to $34,999",1-person household,Family households,No vehicle available,3 or more workers,0.0,0.0
484,"$25,000 to $34,999",1-person household,Family households,1 vehicle available,No workers,0.0,0.0
485,"$25,000 to $34,999",1-person household,Family households,1 vehicle available,1 worker,0.0,0.0
486,"$25,000 to $34,999",1-person household,Family households,1 vehicle available,2 workers,0.0,0.0
487,"$25,000 to $34,999",1-person household,Family households,1 vehicle available,3 or more workers,0.0,0.0
488,"$25,000 to $34,999",1-person household,Family households,2 vehicles available,No workers,0.0,0.0
489,"$25,000 to $34,999",1-person household,Family households,2 vehicles available,1 worker,0.0,0.0
490,"$25,000 to $34,999",1-person household,Family households,2 vehicles available,2 workers,0.0,0.0
491,"$25,000 to $34,999",1-person household,Family households,2 vehicles available,3 or more workers,0.0,0.0
492,"$25,000 to $34,999",1-person household,Family households,3 vehicles available,No workers,0.0,0.0
493,"$25,000 to $34,999",1-person household,Family households,3 vehicles available,1 worker,0.0,0.0
494,"$25,000 to $34,999",1-person household,Family households,3 vehicles available,2 workers,0.0,0.0
495,"$25,000 to $34,999",1-person household,Family households,3 vehicles available,3 or more workers,0.0,0.0
496,"$25,000 to $34,999",1-person household,Family households,4 or more vehicles available,No workers,0.0,0.0
497,"$25,000 to $34,999",1-person household,Family households,4 or more vehicles available,1 worker,0.0,0.0
498,"$25,000 to $34,999",1-person household,Family households,4 or more vehicles available,2 workers,0.0,0.0
499,"$25,000 to $34,999",1-person household,Family households,4 or more vehicles available,3 or more workers,0.0,0.0
500,"$25,000 to $34,999",1-person household,Nonfamily households,No vehicle available,No workers,0.0,122.205108319
501,"$25,000 to $34,999",1-person household,Nonfamily households,No vehicle available,1 worker,1.0,12.2553529387
502,"$25,000 to $34,999",1-person household,Nonfamily households,No vehicle available,2 workers,0.0,0.0
503,"$25,000 to $34,999",1-person household,Nonfamily households,No vehicle available,3 or more workers,0.0,0.0
504,"$25,000 to $34,999",1-person household,Nonfamily households,1 vehicle available,No workers,0.0,195.597285876
505,"$25,000 to $34,999",1-person household,Nonfamily households,1 vehicle available,1 worker,6.0,202.209633345
506,"$25,000 to $34,999",1-person household,Nonfamily households,1 vehicle available,2 workers,0.0,0.0
507,"$25,000 to $34,999",1-person household,Nonfamily households,1 vehicle available,3 or more workers,0.0,0.0
508,"$25,000 to $34,999",1-person household,Nonfamily households,2 vehicles available,No workers,0.0,120.153570239
509,"$25,000 to $34,999",1-person household,Nonfamily households,2 vehicles available,1 worker,0.0,0.049369814943
510,"$25,000 to $34,999",1-person household,Nonfamily households,2 vehicles available,2 workers,0.0,0.0
511,"$25,000 to $34,999",1-person household,Nonfamily households,2 vehicles available,3 or more workers,0.0,0.0
512,"$25,000 to $34,999",1-person household,Nonfamily households,3 vehicles available,No workers,0.0,70.9792399437
513,"$25,000 to $34,999",1-person household,Nonfamily households,3 vehicles available,1 worker,0.0,0.0326739730463
514,"$25,000 to $34,999",1-person household,Nonfamily households,3 vehicles available,2 workers,0.0,0.0
515,"$25,000 to $34,999",1-person household,Nonfamily households,3 vehicles available,3 or more workers,0.0,0.0
516,"$25,000 to $34,999",1-person household,Nonfamily households,4 or more vehicles available,No workers,0.0,17.8551999821
517,"$25,000 to $34,999",1-person household,Nonfamily households,4 or more vehicles available,1 worker,0.0,0.0255829106649
518,"$25,000 to $34,999",1-person household,Nonfamily households,4 or more vehicles available,2 workers,0.0,0.0
519,"$25,000 to $34,999",1-person household,Nonfamily households,4 or more vehicles available,3 or more workers,0.0,0.0
520,"$25,000 to $34,999",2-person household,Family households,No vehicle available,No workers,1.0,54.0076923353
521,"$25,000 to $34,999",2-person household,Family households,No vehicle available,1 worker,0.0,0.0308133130069
522,"$25,000 to $34,999",2-person household,Family households,No vehicle available,2 workers,0.0,0.0455526193685
523,"$25,000 to $34,999",2-person household,Family households,No vehicle available,3 or more workers,0.0,0.0
524,"$25,000 to $34,999",2-person household,Family households,1 vehicle available,No workers,4.0,345.771406205
525,"$25,000 to $34,999",2-person household,Family households,1 vehicle available,1 worker,0.0,0.084735064431
526,"$25,000 to $34,999",2-person household,Family households,1 vehicle available,2 workers,0.0,0.114192882957
527,"$25,000 to $34,999",2-person household,Family households,1 vehicle available,3 or more workers,0.0,0.0
528,"$25,000 to $34,999",2-person household,Family households,2 vehicles available,No workers,3.0,159.303088317
529,"$25,000 to $34,999",2-person household,Family households,2 vehicles available,1 worker,2.0,248.258466084
530,"$25,000 to $34,999",2-person household,Family households,2 vehicles available,2 workers,0.0,0.09413953492
531,"$25,000 to $34,999",2-person household,Family households,2 vehicles available,3 or more workers,0.0,0.0
532,"$25,000 to $34,999",2-person household,Family households,3 vehicles available,No workers,0.0,0.0313687783252
533,"$25,000 to $34,999",2-person household,Family households,3 vehicles available,1 worker,1.0,82.1513149147
534,"$25,000 to $34,999",2-person household,Family households,3 vehicles available,2 workers,0.0,0.0992835164693
535,"$25,000 to $34,999",2-person household,Family households,3 vehicles available,3 or more workers,0.0,0.0
536,"$25,000 to $34,999",2-person household,Family households,4 or more vehicles available,No workers,0.0,0.00789098066751
537,"$25,000 to $34,999",2-person household,Family households,4 or more vehicles available,1 worker,0.0,0.0643224424373
538,"$25,000 to $34,999",2-person household,Family households,4 or more vehicles available,2 workers,0.0,0.0715873728129
539,"$25,000 to $34,999",2-person household,Family households,4 or more vehicles available,3 or more workers,0.0,0.0
540,"$25,000 to $34,999",2-person household,Nonfamily households,No vehicle available,No workers,0.0,7.29306646282
541,"$25,000 to $34,999",2-person household,Nonfamily households,No vehicle available,1 worker,0.0,4.1609543008
542,"$25,000 to $34,999",2-person household,Nonfamily households,No vehicle available,2 workers,0.0,6.15131412294
543,"$25,000 to $34,999",2-person household,Nonfamily households,No vehicle available,3 or more workers,0.0,0.0
544,"$25,000 to $34,999",2-person household,Nonfamily households,1 vehicle available,No workers,0.0,11.6730309024
545,"$25,000 to $34,999",2-person household,Nonfamily households,1 vehicle available,1 worker,0.0,11.4424155135
546,"$25,000 to $34,999",2-person household,Nonfamily households,1 vehicle available,2 workers,0.0,15.4203271603
547,"$25,000 to $34,999",2-person household,Nonfamily households,1 vehicle available,3 or more workers,0.0,0.0
548,"$25,000 to $34,999",2-person household,Nonfamily households,2 vehicles available,No workers,0.0,7.17063292647
549,"$25,000 to $34,999",2-person household,Nonfamily households,2 vehicles available,1 worker,0.0,16.7621075334
550,"$25,000 to $34,999",2-person household,Nonfamily households,2 vehicles available,2 workers,0.0,12.7123721689
551,"$25,000 to $34,999",2-person household,Nonfamily households,2 vehicles available,3 or more workers,0.0,0.0
552,"$25,000 to $34,999",2-person household,Nonfamily households,3 vehicles available,No workers,0.0,4.23596297659
553,"$25,000 to $34,999",2-person household,Nonfamily households,3 vehicles available,1 worker,0.0,11.0935123086
554,"$25,000 to $34,999",2-person household,Nonfamily households,3 vehicles available,2 workers,0.0,13.4070028354
555,"$25,000 to $34,999",2-person household,Nonfamily households,3 vehicles available,3 or more workers,0.0,0.0
556,"$25,000 to $34,999",2-person household,Nonfamily households,4 or more vehicles available,No workers,0.0,1.06557869771
557,"$25,000 to $34,999",2-person household,Nonfamily households,4 or more vehicles available,1 worker,0.0,8.68594504711
558,"$25,000 to $34,999",2-person household,Nonfamily households,4 or more vehicles available,2 workers,0.0,9.66698344712
559,"$25,000 to $34,999",2-person household,Nonfamily households,4 or more vehicles available,3 or more workers,0.0,0.0
560,"$25,000 to $34,999",3-person household,Family households,No vehicle available,No workers,0.0,0.0375369662663
561,"$25,000 to $34,999",3-person household,Family households,No vehicle available,1 worker,0.0,0.0307736339579
562,"$25,000 to $34,999",3-person household,Family households,No vehicle available,2 workers,0.0,0.0466609630973
563,"$25,000 to $34,999",3-person household,Family households,No vehicle available,3 or more workers,0.0,0.104671487897
564,"$25,000 to $34,999",3-person household,Family households,1 vehicle available,No workers,1.0,60.0803748934
565,"$25,000 to $34,999",3-person household,Family households,1 vehicle available,1 worker,0.0,0.0846259490373
566,"$25,000 to $34,999",3-person household,Family households,1 vehicle available,2 workers,0.0,0.116971317379
567,"$25,000 to $34,999",3-person household,Family households,1 vehicle available,3 or more workers,0.0,0.0726943512617
568,"$25,000 to $34,999",3-person household,Family households,2 vehicles available,No workers,1.0,36.9068083557
569,"$25,000 to $34,999",3-person household,Family households,2 vehicles available,1 worker,0.0,0.123969388824
570,"$25,000 to $34,999",3-person household,Family households,2 vehicles available,2 workers,1.0,96.4300500342
571,"$25,000 to $34,999",3-person household,Family households,2 vehicles available,3 or more workers,0.0,0.0319067492863
