,hh_type,workers,hh_size,hh_inc,vehicle,sample,total
303,Family households,1 worker,4-or-more-person household,"$35,000 to $44,999",3 vehicles available,1.0,173.829654323
304,Family households,1 worker,4-or-more-person household,"$35,000 to $44,999",4 or more vehicles available,0.0,0.144489324572
305,Family households,1 worker,4-or-more-person household,"$45,000 to $59,999",No vehicle available,0.0,0.114124808213
306,Family households,1 worker,4-or-more-person household,"$45,000 to $59,999",1 vehicle available,4.0,656.960797218
307,Family households,1 worker,4-or-more-person household,"$45,000 to $59,999",2 vehicles available,11.0,1941.67357845
308,Family households,1 worker,4-or-more-person household,"$45,000 to $59,999",3 vehicles available,2.0,346.409615394
309,Family households,1 worker,4-or-more-person household,"$45,000 to $59,999",4 or more vehicles available,0.0,0.14396994445
310,Family households,1 worker,4-or-more-person household,"$60,000 to $99,999",No vehicle available,0.0,0.137921476782
311,Family households,1 worker,4-or-more-person household,"$60,000 to $99,999",1 vehicle available,5.0,992.43324873
312,Family households,1 worker,4-or-more-person household,"$60,000 to $99,999",2 vehicles available,11.0,2346.54052491
313,Family households,1 worker,4-or-more-person household,"$60,000 to $99,999",3 vehicles available,3.0,627.961524863
314,Family households,1 worker,4-or-more-person household,"$60,000 to $99,999",4 or more vehicles available,2.0,347.979508781
315,Family households,1 worker,4-or-more-person household,"Less than $15,000",No vehicle available,1.0,106.798713091
316,Family households,1 worker,4-or-more-person household,"Less than $15,000",1 vehicle available,6.0,922.182067061
317,Family households,1 worker,4-or-more-person household,"Less than $15,000",2 vehicles available,2.0,330.369153286
318,Family households,1 worker,4-or-more-person household,"Less than $15,000",3 vehicles available,1.0,162.086148076
319,Family households,1 worker,4-or-more-person household,"Less than $15,000",4 or more vehicles available,0.0,0.134727979234
320,Family households,2 workers,1-person household,"$100,000 to $149,999",No vehicle available,0.0,0.0
321,Family households,2 workers,1-person household,"$100,000 to $149,999",1 vehicle available,0.0,0.0
322,Family households,2 workers,1-person household,"$100,000 to $149,999",2 vehicles available,0.0,0.0
323,Family households,2 workers,1-person household,"$100,000 to $149,999",3 vehicles available,0.0,0.0
324,Family households,2 workers,1-person household,"$100,000 to $149,999",4 or more vehicles available,0.0,0.0
325,Family households,2 workers,1-person household,"$15,000 to $24,999",No vehicle available,0.0,0.0
326,Family households,2 workers,1-person household,"$15,000 to $24,999",1 vehicle available,0.0,0.0
327,Family households,2 workers,1-person household,"$15,000 to $24,999",2 vehicles available,0.0,0.0
328,Family households,2 workers,1-person household,"$15,000 to $24,999",3 vehicles available,0.0,0.0
329,Family households,2 workers,1-person household,"$15,000 to $24,999",4 or more vehicles available,0.0,0.0
330,Family households,2 workers,1-person household,"$150,000 or more",No vehicle available,0.0,0.0
331,Family households,2 workers,1-person household,"$150,000 or more",1 vehicle available,0.0,0.0
332,Family households,2 workers,1-person household,"$150,000 or more",2 vehicles available,0.0,0.0
333,Family households,2 workers,1-person household,"$150,000 or more",3 vehicles available,0.0,0.0
334,Family households,2 workers,1-person household,"$150,000 or more",4 or more vehicles available,0.0,0.0
335,Family households,2 workers,1-person household,"$25,000 to $34,999",No vehicle available,0.0,0.0
336,Family households,2 workers,1-person household,"$25,000 to $34,999",1 vehicle available,0.0,0.0
337,Family households,2 workers,1-person household,"$25,000 to $34,999",2 vehicles available,0.0,0.0
338,Family households,2 workers,1-person household,"$25,000 to $34,999",3 vehicles available,0.0,0.0
339,Family households,2 workers,1-person household,"$25,000 to $34,999",4 or more vehicles available,0.0,0.0
340,Family households,2 workers,1-person household,"$35,000 to $44,999",No vehicle available,0.0,0.0
341,Family households,2 workers,1-person household,"$35,000 to $44,999",1 vehicle available,0.0,0.0
342,Family households,2 workers,1-person household,"$35,000 to $44,999",2 vehicles available,0.0,0.0
343,Family households,2 workers,1-person household,"$35,000 to $44,999",3 vehicles available,0.0,0.0
344,Family households,2 workers,1-person household,"$35,000 to $44,999",4 or more vehicles available,0.0,0.0
345,Family households,2 workers,1-person household,"$45,000 to $59,999",No vehicle available,0.0,0.0
346,Family households,2 workers,1-person household,"$45,000 to $59,999",1 vehicle available,0.0,0.0
347,Family households,2 workers,1-person household,"$45,000 to $59,999",2 vehicles available,0.0,0.0
348,Family households,2 workers,1-person household,"$45,000 to $59,999",3 vehicles available,0.0,0.0
349,Family households,2 workers,1-person household,"$45,000 to $59,999",4 or more vehicles available,0.0,0.0
350,Family households,2 workers,1-person household,"$60,000 to $99,999",No vehicle available,0.0,0.0
351,Family households,2 workers,1-person household,"$60,000 to $99,999",1 vehicle available,0.0,0.0
352,Family households,2 workers,1-person household,"$60,000 to $99,999",2 vehicles available,0.0,0.0
353,Family households,2 workers,1-person household,"$60,000 to $99,999",3 vehicles available,0.0,0.0
354,Family households,2 workers,1-person household,"$60,000 to $99,999",4 or more vehicles available,0.0,0.0
355,Family households,2 workers,1-person household,"Less than $15,000",No vehicle available,0.0,0.0
356,Family households,2 workers,1-person household,"Less than $15,000",1 vehicle available,0.0,0.0
357,Family households,2 workers,1-person household,"Less than $15,000",2 vehicles available,0.0,0.0
358,Family households,2 workers,1-person household,"Less than $15,000",3 vehicles available,0.0,0.0
359,Family households,2 workers,1-person household,"Less than $15,000",4 or more vehicles available,0.0,0.0
360,Family households,2 workers,2-person household,"$100,000 to $149,999",No vehicle available,1.0,73.5036664785
361,Family households,2 workers,2-person household,"$100,000 to $149,999",1 vehicle available,2.0,193.853051568
362,Family households,2 workers,2-person household,"$100,000 to $149,999",2 vehicles available,43.0,4959.79603537
363,Family households,2 workers,2-person household,"$100,000 to $149,999",3 vehicles available,10.0,998.974949564
364,Family households,2 workers,2-person household,"$100,000 to $149,999",4 or more vehicles available,2.0,200.153715514
365,Family households,2 workers,2-person household,"$15,000 to $24,999",No vehicle available,0.0,0.074962351986
366,Family households,2 workers,2-person household,"$15,000 to $24,999",1 vehicle available,1.0,98.8500396064
367,Family households,2 workers,2-person household,"$15,000 to $24,999",2 vehicles available,0.0,0.117633105621
368,Family households,2 workers,2-person household,"$15,000 to $24,999",3 vehicles available,1.0,101.879967874
369,Family households,2 workers,2-person household,"$15,000 to $24,999",4 or more vehicles available,0.0,0.102062890142
370,Family households,2 workers,2-person household,"$150,000 or more",No vehicle available,2.0,119.984339741
371,Family households,2 workers,2-person household,"$150,000 or more",1 vehicle available,0.0,0.0791094224054
372,Family households,2 workers,2-person household,"$150,000 or more",2 vehicles available,57.0,5366.06321528
373,Family households,2 workers,2-person household,"$150,000 or more",3 vehicles available,16.0,1304.54825435
374,Family households,2 workers,2-person household,"$150,000 or more",4 or more vehicles available,5.0,408.403290495
375,Family households,2 workers,2-person household,"$25,000 to $34,999",No vehicle available,0.0,0.0671455477006
376,Family households,2 workers,2-person household,"$25,000 to $34,999",1 vehicle available,2.0,177.084626449
377,Family households,2 workers,2-person household,"$25,000 to $34,999",2 vehicles available,2.0,210.733497426
378,Family households,2 workers,2-person household,"$25,000 to $34,999",3 vehicles available,2.0,182.512582953
379,Family households,2 workers,2-person household,"$25,000 to $34,999",4 or more vehicles available,1.0,91.420139269
380,Family households,2 workers,2-person household,"$35,000 to $44,999",No vehicle available,0.0,0.0712704833457
381,Family households,2 workers,2-person household,"$35,000 to $44,999",1 vehicle available,1.0,93.9817110168
382,Family households,2 workers,2-person household,"$35,000 to $44,999",2 vehicles available,6.0,671.038307065
383,Family households,2 workers,2-person household,"$35,000 to $44,999",3 vehicles available,0.0,0.0968624164163
384,Family households,2 workers,2-person household,"$35,000 to $44,999",4 or more vehicles available,0.0,0.0970363298291
385,Family households,2 workers,2-person household,"$45,000 to $59,999",No vehicle available,0.0,0.0710142950604
386,Family households,2 workers,2-person household,"$45,000 to $59,999",1 vehicle available,5.0,468.219425709
387,Family households,2 workers,2-person household,"$45,000 to $59,999",2 vehicles available,10.0,1114.37699727
388,Family households,2 workers,2-person household,"$45,000 to $59,999",3 vehicles available,4.0,386.056942327
389,Family households,2 workers,2-person household,"$45,000 to $59,999",4 or more vehicles available,1.0,96.6875238468
390,Family households,2 workers,2-person household,"$60,000 to $99,999",No vehicle available,1.0,85.8217998413
391,Family households,2 workers,2-person household,"$60,000 to $99,999",1 vehicle available,3.0,339.509957545
392,Family households,2 workers,2-person household,"$60,000 to $99,999",2 vehicles available,31.0,4174.89609001
393,Family households,2 workers,2-person household,"$60,000 to $99,999",3 vehicles available,7.0,816.471920284
394,Family households,2 workers,2-person household,"$60,000 to $99,999",4 or more vehicles available,1.0,116.848267123
395,Family households,2 workers,2-person household,"Less than $15,000",No vehicle available,0.0,0.0664556238231
396,Family households,2 workers,2-person household,"Less than $15,000",1 vehicle available,0.0,0.0876325365059
397,Family households,2 workers,2-person household,"Less than $15,000",2 vehicles available,2.0,208.568200148
398,Family households,2 workers,2-person household,"Less than $15,000",3 vehicles available,0.0,0.090318628495
399,Family households,2 workers,2-person household,"Less than $15,000",4 or more vehicles available,0.0,0.0904807927431
400,Family households,2 workers,3-person household,"$100,000 to $149,999",No vehicle available,1.0,95.3997122906
401,Family households,2 workers,3-person household,"$100,000 to $149,999",1 vehicle available,1.0,125.800019457
402,Family households,2 workers,3-person household,"$100,000 to $149,999",2 vehicles available,22.0,3293.48814391
403,Family households,2 workers,3-person household,"$100,000 to $149,999",3 vehicles available,10.0,1296.56012196
404,Family households,2 workers,3-person household,"$100,000 to $149,999",4 or more vehicles available,2.0,259.777610951
405,Family households,2 workers,3-person household,"$15,000 to $24,999",No vehicle available,0.0,0.09729292639
406,Family households,2 workers,3-person household,"$15,000 to $24,999",1 vehicle available,0.0,0.128296529822
407,Family households,2 workers,3-person household,"$15,000 to $24,999",2 vehicles available,1.0,152.674893236
408,Family households,2 workers,3-person household,"$15,000 to $24,999",3 vehicles available,1.0,132.229045012
409,Family households,2 workers,3-person household,"$15,000 to $24,999",4 or more vehicles available,0.0,0.132466458091
410,Family households,2 workers,3-person household,"$150,000 or more",No vehicle available,0.0,0.0778632688615
411,Family households,2 workers,3-person household,"$150,000 or more",1 vehicle available,0.0,0.102675369795
412,Family households,2 workers,3-person household,"$150,000 or more",2 vehicles available,28.0,3421.18864796
413,Family households,2 workers,3-person household,"$150,000 or more",3 vehicles available,22.0,2328.09612612
414,Family households,2 workers,3-person household,"$150,000 or more",4 or more vehicles available,5.0,530.062761197
415,Family households,2 workers,3-person household,"$25,000 to $34,999",No vehicle available,0.0,0.0871475701706
416,Family households,2 workers,3-person household,"$25,000 to $34,999",1 vehicle available,0.0,0.114918229414
417,Family households,2 workers,3-person household,"$25,000 to $34,999",2 vehicles available,5.0,683.772524132
418,Family households,2 workers,3-person household,"$25,000 to $34,999",3 vehicles available,2.0,236.881352147
419,Family households,2 workers,3-person household,"$25,000 to $34,999",4 or more vehicles available,0.0,0.118653332571
420,Family households,2 workers,3-person household,"$35,000 to $44,999",No vehicle available,0.0,0.0925012850614
421,Family households,2 workers,3-person household,"$35,000 to $44,999",1 vehicle available,0.0,0.121977972272
422,Family households,2 workers,3-person household,"$35,000 to $44,999",2 vehicles available,2.0,290.311420264
423,Family households,2 workers,3-person household,"$35,000 to $44,999",3 vehicles available,3.0,377.150437547
424,Family households,2 workers,3-person household,"$35,000 to $44,999",4 or more vehicles available,1.0,125.942533086
425,Family households,2 workers,3-person household,"$45,000 to $59,999",No vehicle available,0.0,0.0921687807132
426,Family households,2 workers,3-person household,"$45,000 to $59,999",1 vehicle available,2.0,243.079022539
427,Family households,2 workers,3-person household,"$45,000 to $59,999",2 vehicles available,8.0,1157.07147701
428,Family households,2 workers,3-person household,"$45,000 to $59,999",3 vehicles available,1.0,125.264911909
429,Family households,2 workers,3-person household,"$45,000 to $59,999",4 or more vehicles available,0.0,0.125489821107
430,Family households,2 workers,3-person household,"$60,000 to $99,999",No vehicle available,1.0,111.38730087
431,Family households,2 workers,3-person household,"$60,000 to $99,999",1 vehicle available,0.0,0.14688225237
432,Family households,2 workers,3-person household,"$60,000 to $99,999",2 vehicles available,21.0,3670.636118
433,Family households,2 workers,3-person household,"$60,000 to $99,999",3 vehicles available,9.0,1362.46007499
434,Family households,2 workers,3-person household,"$60,000 to $99,999",4 or more vehicles available,0.0,0.151656258785
435,Family households,2 workers,3-person household,"Less than $15,000",No vehicle available,0.0,0.0862521245069
436,Family households,2 workers,3-person household,"Less than $15,000",1 vehicle available,1.0,113.737438831
437,Family households,2 workers,3-person household,"Less than $15,000",2 vehicles available,0.0,0.135349345416
438,Family households,2 workers,3-person household,"Less than $15,000",3 vehicles available,0.0,0.117223692174
439,Family households,2 workers,3-person household,"Less than $15,000",4 or more vehicles available,0.0,0.117434163615
440,Family households,2 workers,4-or-more-person household,"$100,000 to $149,999",No vehicle available,0.0,0.106841038411
441,Family households,2 workers,4-or-more-person household,"$100,000 to $149,999",1 vehicle available,1.0,140.887266724
442,Family households,2 workers,4-or-more-person household,"$100,000 to $149,999",2 vehicles available,40.0,6706.3227463
443,Family households,2 workers,4-or-more-person household,"$100,000 to $149,999",3 vehicles available,14.0,2032.87994327
444,Family households,2 workers,4-or-more-person household,"$100,000 to $149,999",4 or more vehicles available,5.0,727.332112526
445,Family households,2 workers,4-or-more-person household,"$15,000 to $24,999",No vehicle available,0.0,0.108961306444
446,Family households,2 workers,4-or-more-person household,"$15,000 to $24,999",1 vehicle available,0.0,0.143683184587
447,Family households,2 workers,4-or-more-person household,"$15,000 to $24,999",2 vehicles available,1.0,170.985254996
448,Family households,2 workers,4-or-more-person household,"$15,000 to $24,999",3 vehicles available,2.0,296.174655834
449,Family households,2 workers,4-or-more-person household,"$15,000 to $24,999",4 or more vehicles available,1.0,148.353214042
450,Family households,2 workers,4-or-more-person household,"$150,000 or more",No vehicle available,0.0,0.0872014422211
451,Family households,2 workers,4-or-more-person household,"$150,000 or more",1 vehicle available,3.0,344.967805395
452,Family households,2 workers,4-or-more-person household,"$150,000 or more",2 vehicles available,47.0,6431.43499359
453,Family households,2 workers,4-or-more-person household,"$150,000 or more",3 vehicles available,35.0,4147.98624087
454,Family households,2 workers,4-or-more-person household,"$150,000 or more",4 or more vehicles available,6.0,712.36008331
455,Family households,2 workers,4-or-more-person household,"$25,000 to $34,999",No vehicle available,0.0,0.0975992135452
456,Family households,2 workers,4-or-more-person household,"$25,000 to $34,999",1 vehicle available,3.0,386.101257587
457,Family households,2 workers,4-or-more-person household,"$25,000 to $34,999",2 vehicles available,3.0,459.466583877
458,Family households,2 workers,4-or-more-person household,"$25,000 to $34,999",3 vehicles available,0.0,0.132645314309
459,Family households,2 workers,4-or-more-person household,"$25,000 to $34,999",4 or more vehicles available,1.0,132.883474786
460,Family households,2 workers,4-or-more-person household,"$35,000 to $44,999",No vehicle available,0.0,0.10359500163
461,Family households,2 workers,4-or-more-person household,"$35,000 to $44,999",1 vehicle available,0.0,0.136606839872
462,Family households,2 workers,4-or-more-person household,"$35,000 to $44,999",2 vehicles available,6.0,975.38575931
463,Family households,2 workers,4-or-more-person household,"$35,000 to $44,999",3 vehicles available,1.0,140.79408074
464,Family households,2 workers,4-or-more-person household,"$35,000 to $44,999",4 or more vehicles available,2.0,282.093744141
465,Family households,2 workers,4-or-more-person household,"$45,000 to $59,999",No vehicle available,0.0,0.103222619901
466,Family households,2 workers,4-or-more-person household,"$45,000 to $59,999",1 vehicle available,6.0,816.694764387
467,Family households,2 workers,4-or-more-person household,"$45,000 to $59,999",2 vehicles available,6.0,971.87964579
468,Family households,2 workers,4-or-more-person household,"$45,000 to $59,999",3 vehicles available,4.0,561.151934046
469,Family households,2 workers,4-or-more-person household,"$45,000 to $59,999",4 or more vehicles available,1.0,140.53986616
470,Family households,2 workers,4-or-more-person household,"$60,000 to $99,999",No vehicle available,0.0,0.124746024962
471,Family households,2 workers,4-or-more-person household,"$60,000 to $99,999",1 vehicle available,2.0,328.995800733
472,Family households,2 workers,4-or-more-person household,"$60,000 to $99,999",2 vehicles available,18.0,3523.59170896
473,Family households,2 workers,4-or-more-person household,"$60,000 to $99,999",3 vehicles available,14.0,2373.56072086
474,Family households,2 workers,4-or-more-person household,"$60,000 to $99,999",4 or more vehicles available,2.0,339.688910607
475,Family households,2 workers,4-or-more-person household,"Less than $15,000",No vehicle available,0.0,0.0965963767204
476,Family households,2 workers,4-or-more-person household,"Less than $15,000",1 vehicle available,0.0,0.12737801592
477,Family households,2 workers,4-or-more-person household,"Less than $15,000",2 vehicles available,1.0,151.581847211
478,Family households,2 workers,4-or-more-person household,"Less than $15,000",3 vehicles available,0.0,0.131282377037
479,Family households,2 workers,4-or-more-person household,"Less than $15,000",4 or more vehicles available,0.0,0.131518090403
480,Family households,3 or more workers,1-person household,"$100,000 to $149,999",No vehicle available,0.0,0.0
481,Family households,3 or more workers,1-person household,"$100,000 to $149,999",1 vehicle available,0.0,0.0
482,Family households,3 or more workers,1-person household,"$100,000 to $149,999",2 vehicles available,0.0,0.0
483,Family households,3 or more workers,1-person household,"$100,000 to $149,999",3 vehicles available,0.0,0.0
484,Family households,3 or more workers,1-person household,"$100,000 to $149,999",4 or more vehicles available,0.0,0.0
485,Family households,3 or more workers,1-person household,"$15,000 to $24,999",No vehicle available,0.0,0.0
486,Family households,3 or more workers,1-person household,"$15,000 to $24,999",1 vehicle available,0.0,0.0
487,Family households,3 or more workers,1-person household,"$15,000 to $24,999",2 vehicles available,0.0,0.0
488,Family households,3 or more workers,1-person household,"$15,000 to $24,999",3 vehicles available,0.0,0.0
489,Family households,3 or more workers,1-person household,"$15,000 to $24,999",4 or more vehicles available,0.0,0.0
490,Family households,3 or more workers,1-person household,"$150,000 or more",No vehicle available,0.0,0.0
491,Family households,3 or more workers,1-person household,"$150,000 or more",1 vehicle available,0.0,0.0
492,Family households,3 or more workers,1-person household,"$150,000 or more",2 vehicles available,0.0,0.0
493,Family households,3 or more workers,1-person household,"$150,000 or more",3 vehicles available,0.0,0.0
494,Family households,3 or more workers,1-person household,"$150,000 or more",4 or more vehicles available,0.0,0.0
495,Family households,3 or more workers,1-person household,"$25,000 to $34,999",No vehicle available,0.0,0.0
496,Family households,3 or more workers,1-person household,"$25,000 to $34,999",1 vehicle available,0.0,0.0
497,Family households,3 or more workers,1-person household,"$25,000 to $34,999",2 vehicles available,0.0,0.0
498,Family households,3 or more workers,1-person household,"$25,000 to $34,999",3 vehicles available,0.0,0.0
499,Family households,3 or more workers,1-person household,"$25,000 to $34,999",4 or more vehicles available,0.0,0.0
500,Family households,3 or more workers,1-person household,"$35,000 to $44,999",No vehicle available,0.0,0.0
501,Family households,3 or more workers,1-person household,"$35,000 to $44,999",1 vehicle available,0.0,0.0
502,Family households,3 or more workers,1-person household,"$35,000 to $44,999",2 vehicles available,0.0,0.0
503,Family households,3 or more workers,1-person household,"$35,000 to $44,999",3 vehicles available,0.0,0.0
504,Family households,3 or more workers,1-person household,"$35,000 to $44,999",4 or more vehicles available,0.0,0.0
505,Family households,3 or more workers,1-person household,"$45,000 to $59,999",No vehicle available,0.0,0.0
506,Family households,3 or more workers,1-person household,"$45,000 to $59,999",1 vehicle available,0.0,0.0
507,Family households,3 or more workers,1-person household,"$45,000 to $59,999",2 vehicles available,0.0,0.0
508,Family households,3 or more workers,1-person household,"$45,000 to $59,999",3 vehicles available,0.0,0.0
509,Family households,3 or more workers,1-person household,"$45,000 to $59,999",4 or more vehicles available,0.0,0.0
510,Family households,3 or more workers,1-person household,"$60,000 to $99,999",No vehicle available,0.0,0.0
511,Family households,3 or more workers,1-person household,"$60,000 to $99,999",1 vehicle available,0.0,0.0
512,Family households,3 or more workers,1-person household,"$60,000 to $99,999",2 vehicles available,0.0,0.0
513,Family households,3 or more workers,1-person household,"$60,000 to $99,999",3 vehicles available,0.0,0.0
514,Family households,3 or more workers,1-person household,"$60,000 to $99,999",4 or more vehicles available,0.0,0.0
515,Family households,3 or more workers,1-person household,"Less than $15,000",No vehicle available,0.0,0.0
516,Family households,3 or more workers,1-person household,"Less than $15,000",1 vehicle available,0.0,0.0
517,Family households,3 or more workers,1-person household,"Less than $15,000",2 vehicles available,0.0,0.0
518,Family households,3 or more workers,1-person household,"Less than $15,000",3 vehicles available,0.0,0.0
519,Family households,3 or more workers,1-person household,"Less than $15,000",4 or more vehicles available,0.0,0.0
520,Family households,3 or more workers,2-person household,"$100,000 to $149,999",No vehicle available,0.0,0.0
521,Family households,3 or more workers,2-person household,"$100,000 to $149,999",1 vehicle available,0.0,0.0
522,Family households,3 or more workers,2-person household,"$100,000 to $149,999",2 vehicles available,0.0,0.0
523,Family households,3 or more workers,2-person household,"$100,000 to $149,999",3 vehicles available,0.0,0.0
524,Family households,3 or more workers,2-person household,"$100,000 to $149,999",4 or more vehicles available,0.0,0.0
525,Family households,3 or more workers,2-person household,"$15,000 to $24,999",No vehicle available,0.0,0.0
526,Family households,3 or more workers,2-person household,"$15,000 to $24,999",1 vehicle available,0.0,0.0
527,Family households,3 or more workers,2-person household,"$15,000 to $24,999",2 vehicles available,0.0,0.0
528,Family households,3 or more workers,2-person household,"$15,000 to $24,999",3 vehicles available,0.0,0.0
529,Family households,3 or more workers,2-person household,"$15,000 to $24,999",4 or more vehicles available,0.0,0.0
530,Family households,3 or more workers,2-person household,"$150,000 or more",No vehicle available,0.0,0.0
531,Family households,3 or more workers,2-person household,"$150,000 or more",1 vehicle available,0.0,0.0
532,Family households,3 or more workers,2-person household,"$150,000 or more",2 vehicles available,0.0,0.0
533,Family households,3 or more workers,2-person household,"$150,000 or more",3 vehicles available,0.0,0.0
534,Family households,3 or more workers,2-person household,"$150,000 or more",4 or more vehicles available,0.0,0.0
535,Family households,3 or more workers,2-person household,"$25,000 to $34,999",No vehicle available,0.0,0.0
536,Family households,3 or more workers,2-person household,"$25,000 to $34,999",1 vehicle available,0.0,0.0
537,Family households,3 or more workers,2-person household,"$25,000 to $34,999",2 vehicles available,0.0,0.0
538,Family households,3 or more workers,2-person household,"$25,000 to $34,999",3 vehicles available,0.0,0.0
539,Family households,3 or more workers,2-person household,"$25,000 to $34,999",4 or more vehicles available,0.0,0.0
540,Family households,3 or more workers,2-person household,"$35,000 to $44,999",No vehicle available,0.0,0.0
541,Family households,3 or more workers,2-person household,"$35,000 to $44,999",1 vehicle available,0.0,0.0
542,Family households,3 or more workers,2-person household,"$35,000 to $44,999",2 vehicles available,0.0,0.0
543,Family households,3 or more workers,2-person household,"$35,000 to $44,999",3 vehicles available,0.0,0.0
544,Family households,3 or more workers,2-person household,"$35,000 to $44,999",4 or more vehicles available,0.0,0.0
545,Family households,3 or more workers,2-person household,"$45,000 to $59,999",No vehicle available,0.0,0.0
546,Family households,3 or more workers,2-person household,"$45,000 to $59,999",1 vehicle available,0.0,0.0
547,Family households,3 or more workers,2-person household,"$45,000 to $59,999",2 vehicles available,0.0,0.0
548,Family households,3 or more workers,2-person household,"$45,000 to $59,999",3 vehicles available,0.0,0.0
549,Family households,3 or more workers,2-person household,"$45,000 to $59,999",4 or more vehicles available,0.0,0.0
550,Family households,3 or more workers,2-person household,"$60,000 to $99,999",No vehicle available,0.0,0.0
551,Family households,3 or more workers,2-person household,"$60,000 to $99,999",1 vehicle available,0.0,0.0
552,Family households,3 or more workers,2-person household,"$60,000 to $99,999",2 vehicles available,0.0,0.0
553,Family households,3 or more workers,2-person household,"$60,000 to $99,999",3 vehicles available,0.0,0.0
554,Family households,3 or more workers,2-person household,"$60,000 to $99,999",4 or more vehicles available,0.0,0.0
555,Family households,3 or more workers,2-person household,"Less than $15,000",No vehicle available,0.0,0.0
556,Family households,3 or more workers,2-person household,"Less than $15,000",1 vehicle available,0.0,0.0
557,Family households,3 or more workers,2-person household,"Less than $15,000",2 vehicles available,0.0,0.0
558,Family households,3 or more workers,2-person household,"Less than $15,000",3 vehicles available,0.0,0.0
559,Family households,3 or more workers,2-person household,"Less than $15,000",4 or more vehicles available,0.0,0.0
560,Family households,3 or more workers,3-person household,"$100,000 to $149,999",No vehicle available,0.0,0.118412605523
561,Family households,3 or more workers,3-person household,"$100,000 to $149,999",1 vehicle available,0.0,0.294526672089
562,Family households,3 or more workers,3-person household,"$100,000 to $149,999",2 vehicles available,2.0,182.948992093
563,Family households,3 or more workers,3-person household,"$100,000 to $149,999",3 vehicles available,7.0,738.694742917
564,Family households,3 or more workers,3-person household,"$100,000 to $149,999",4 or more vehicles available,2.0,177.69581889
565,Family households,3 or more workers,3-person household,"$15,000 to $24,999",No vehicle available,0.0,0.120762512131
566,Family households,3 or more workers,3-person household,"$15,000 to $24,999",1 vehicle available,0.0,0.300371574918
567,Family households,3 or more workers,3-person household,"$15,000 to $24,999",2 vehicles available,0.0,0.0932898139494
568,Family households,3 or more workers,3-person household,"$15,000 to $24,999",3 vehicles available,0.0,0.107622027545
569,Family households,3 or more workers,3-person household,"$15,000 to $24,999",4 or more vehicles available,0.0,0.0906111025495
570,Family households,3 or more workers,3-person household,"$150,000 or more",No vehicle available,0.0,0.0966459155806
571,Family households,3 or more workers,3-person household,"$150,000 or more",1 vehicle available,0.0,0.240386568315
572,Family households,3 or more workers,3-person household,"$150,000 or more",2 vehicles available,5.0,373.297943391
573,Family households,3 or more workers,3-person household,"$150,000 or more",3 vehicles available,8.0,689.036967193
574,Family households,3 or more workers,3-person household,"$150,000 or more",4 or more vehicles available,3.0,217.547469321
575,Family households,3 or more workers,3-person household,"$25,000 to $34,999",No vehicle available,0.0,0.108169831975
576,Family households,3 or more workers,3-person household,"$25,000 to $34,999",1 vehicle available,0.0,0.269049908084
577,Family households,3 or more workers,3-person household,"$25,000 to $34,999",2 vehicles available,0.0,0.0835618878886
578,Family households,3 or more workers,3-person household,"$25,000 to $34,999",3 vehicles available,0.0,0.09639958983
579,Family households,3 or more workers,3-person household,"$25,000 to $34,999",4 or more vehicles available,0.0,0.0811625028732
580,Family households,3 or more workers,3-person household,"$35,000 to $44,999",No vehicle available,0.0,0.114815002219
581,Family households,3 or more workers,3-person household,"$35,000 to $44,999",1 vehicle available,0.0,0.285578383823
582,Family households,3 or more workers,3-person household,"$35,000 to $44,999",2 vehicles available,0.0,0.0886953244563
583,Family households,3 or more workers,3-person household,"$35,000 to $44,999",3 vehicles available,2.0,204.643363463
584,Family households,3 or more workers,3-person household,"$35,000 to $44,999",4 or more vehicles available,0.0,0.086148538621
585,Family households,3 or more workers,3-person household,"$45,000 to $59,999",No vehicle available,0.0,0.114402289169
586,Family households,3 or more workers,3-person household,"$45,000 to $59,999",1 vehicle available,0.0,0.284551846145
587,Family households,3 or more workers,3-person household,"$45,000 to $59,999",2 vehicles available,0.0,0.0883765009824
588,Family households,3 or more workers,3-person household,"$45,000 to $59,999",3 vehicles available,1.0,101.953877067
589,Family households,3 or more workers,3-person household,"$45,000 to $59,999",4 or more vehicles available,1.0,85.8388698022
590,Family households,3 or more workers,3-person household,"$60,000 to $99,999",No vehicle available,0.0,0.13825681652
591,Family households,3 or more workers,3-person household,"$60,000 to $99,999",1 vehicle available,0.0,0.343885010244
592,Family households,3 or more workers,3-person household,"$60,000 to $99,999",2 vehicles available,4.0,427.217104474
593,Family households,3 or more workers,3-person household,"$60,000 to $99,999",3 vehicles available,7.0,862.489116634
594,Family households,3 or more workers,3-person household,"$60,000 to $99,999",4 or more vehicles available,2.0,207.475024472
595,Family households,3 or more workers,3-person household,"Less than $15,000",No vehicle available,0.0,0.107058381514
596,Family households,3 or more workers,3-person household,"Less than $15,000",1 vehicle available,0.0,0.266285406755
597,Family households,3 or more workers,3-person household,"Less than $15,000",2 vehicles available,0.0,0.0827032852906
598,Family households,3 or more workers,3-person household,"Less than $15,000",3 vehicles available,1.0,95.4090791993
599,Family households,3 or more workers,3-person household,"Less than $15,000",4 or more vehicles available,0.0,0.0803285540767
600,Family households,3 or more workers,4-or-more-person household,"$100,000 to $149,999",No vehicle available,1.0,113.247502012
601,Family households,3 or more workers,4-or-more-person household,"$100,000 to $149,999",1 vehicle available,0.0,0.281679553816
