shapeid,ID,x,y,seq
204,137067,235122.9373,891088.3421,2
204,137067,235062.1374,891083.3719,3
204,137067,235029.6644,891079.5179,4
204,137067,235010.1958,891073.6749,5
204,137067,234972.7137,891059.0098,6
204,137067,234858.6152,891012.4639,7
204,137067,234833.8337,891003.1541,8
204,137067,234807.7215,890994.9418,9
204,137067,234773.5629,890985.0066,10
204,137067,234718.3671,890969.2949,11
204,137067,234696.4963,890962.9641,12
205,137068,234427.3782,890837.1522,1
205,137068,234392.2965,890817.7807,2
206,137069,234547.0536,890902.6228,1
206,137069,234535.6159,890896.4572,2
206,137069,234450.1689,890849.6824,3
207,137070,234269.1129,890748.2197,1
207,137070,234211.4588,890717.2545,2
208,137071,234369.6584,890804.8736,1
208,137071,234333.2473,890783.4492,2
209,137072,234310.6831,890770.6993,1
209,137072,234291.9862,890760.5626,2
210,66096,234233.7042,891252.3154,1
210,66096,234259.3041,891258.6484,2
211,66097,234543.5783,891290.2251,1
211,66097,234554.5068,891291.0032,2
212,66098,234684.7052,891307.4171,1
212,66098,234710.9565,891313.2562,2
212,66098,234728.5351,891319.3851,3
213,66099,234206.1099,891244.8931,1
213,66099,234218.5083,891248.4523,2
214,66100,234647.7936,891300.3925,1
214,66100,234659.1023,891302.3532,2
215,64538,235235.7363,890199.1027,1
215,64538,235243.4831,890225.6615,2
215,64538,235253.1588,890276.9687,3
215,64538,235257.7767,890310.8284,4
216,66101,234606.4576,891295.9292,1
216,66101,234629.7785,891297.7545,2
217,66102,234351.3931,891280.8403,1
217,66102,234377.3524,891284.6803,2
217,66102,234406.6776,891288.7968,3
217,66102,234426.8308,891288.3581,4
218,64540,235260.9519,890336.692,1
218,64540,235262.6859,890352.5701,2
218,64540,235270.7004,890393.5549,3
218,64540,235283.6188,890444.6111,4
218,64540,235294.1155,890480.0379,5
218,64540,235307.8691,890512.0625,6
218,64540,235321.6463,890535.2373,7
218,64540,235331.91,890549.2013,8
219,66103,234478.6525,891287.7429,1
219,66103,234495.6211,891288.0149,2
219,66103,234517.5427,891288.8203,3
220,142326,235774.5722,892118.494,1
220,142326,235765.503,892075.6183,2
220,142326,235758.0027,892040.7388,3
221,64541,235827.5241,890683.6709,1
221,64541,235831.0536,890679.8573,2
221,64541,235875.8119,890640.7962,3
221,64541,235916.5768,890605.207,4
221,64541,235936.9225,890583.1645,5
221,64541,235949.2523,890570.4579,6
221,64541,235954.8163,890562.3881,7
222,66104,234284.5337,891265.0179,1
222,66104,234326.1759,891275.7427,2
223,138681,235641.8125,891461.3067,1
223,138681,235634.9865,891422.4437,2
223,138681,235633.5689,891408.3204,3
224,64542,235763.9143,890769.3859,1
224,64542,235766.1381,890765.1014,2
224,64542,235769.6332,890759.6539,3
224,64542,235777.4788,890748.6483,4
224,64542,235787.0173,890735.3911,5
224,64542,235804.7847,890709.0662,6
224,64542,235810.0809,890703.0289,7
225,66105,234443.6907,891287.9941,1
225,66105,234461.7097,891287.6159,2
226,142328,235677.5251,891645.1831,1
226,142328,235667.7854,891595.2076,2
227,138682,235648.7568,891498.5209,1
227,138682,235646.5101,891486.9178,2
228,64543,235964.6326,890548.1091,1
228,64543,235976.0379,890531.3728,2
229,66106,234572.6475,891292.475,1
229,66106,234596.4269,891295.0022,2
230,142329,235752.7292,892015.2441,1
230,142329,235746.9802,891986.3092,2
230,142329,235732.4802,891916.6517,3
231,138683,235662.8825,891569.6611,1
231,138683,235657.9892,891543.7641,2
231,138683,235653.8803,891524.0428,3
232,64544,235694.6046,891009.5097,1
232,64544,235713.0559,890938.2363,2
232,64544,235724.5046,890893.1974,3
232,64544,235737.5544,890842.8104,4
232,64544,235746.9177,890809.1853,5
232,64544,235753.1125,890793.2607,6
233,66107,234745.3413,891325.0983,1
233,66107,234762.3628,891330.4863,2
233,66107,234766.6415,891331.2867,3
234,142330,235727.1082,891891.2266,1
234,142330,235717.0996,891844.5481,2
234,142330,235702.6391,891773.8801,3
235,138684,235946.9117,891506.5268,1
235,138684,235945.2976,891505.6876,2
235,138684,235898.274,891482.1427,3
235,138684,235843.4757,891456.5436,4
235,138684,235802.2404,891436.511,5
236,64545,235985.8392,890517.0604,1
236,64545,235988.1881,890513.636,2
236,64545,236010.6235,890486.7446,3
236,64545,236021.6659,890474.8009,4
237,66108,234888.5123,891313.2761,1
237,66108,234896.1403,891312.6543,2
237,66108,234918.5585,891311.536,3
237,66108,234941.134,891312.4875,4
238,142331,235697.6753,891748.3134,1
238,142331,235696.5749,891742.3235,2
238,142331,235682.5164,891670.7026,3
239,138685,235756.5922,891414.598,1
239,138685,235741.8335,891410.8964,2
239,138685,235714.3754,891408.2173,3
239,138685,235690.8722,891405.8684,4
239,138685,235670.6321,891402.3003,5
239,138685,235654.1843,891398.6872,6
239,138685,235648.5149,891398.29,7
240,64546,236188.7152,890326.8623,1
240,64546,236210.7328,890310.3194,2
240,64546,236218.6301,890305.7514,3
241,66109,235161.7946,891288.617,1
241,66109,235173.0313,891293.4161,2
242,138686,235787.1538,891429.1581,1
242,138686,235771.3709,891421.3802,2
243,64547,236375.7039,890248.0068,1
243,64547,236389.5408,890242.2341,2
243,64547,236398.0077,890237.3061,3
244,66110,234834.8688,891323.2675,1
244,66110,234857.2684,891317.2819,2
244,66110,234862.5456,891316.4287,3
245,138687,235631.0637,891397.5177,1
245,138687,235622.5712,891397.7553,2
245,138687,235610.0261,891400.9854,3
246,64548,236039.5776,890455.8836,1
246,64548,236040.1191,890455.3251,2
246,64548,236117.2832,890385.7842,3
246,64548,236160.1001,890349.0794,4
246,64548,236168.0808,890342.7686,5
247,66111,234784.038,891332.6214,1
247,66111,234784.6223,891332.6432,2
247,66111,234801.4826,891331.5265,3
247,66111,234809.7126,891329.5706,4
248,138688,235593.0611,891405.5782,1
248,138688,235554.7333,891417.7381,2
248,138688,235538.001,891423.7403,3
249,64549,236242.5058,890294.7166,1
249,64549,236331.9913,890262.9161,2
249,64549,236358.371,890255.2953,3
249,64549,236358.7567,890255.1327,4
250,66112,234967.037,891312.6139,1
250,66112,234980.698,891312.6252,2
250,66112,235006.1943,891309.2333,3
250,66112,235035.1779,891302.4012,4
250,66112,235046.5252,891299.9403,5
251,138689,235507.8749,892032.3853,1
251,138689,235504.9485,892017.2864,2
252,64550,234101.6258,890651.2752,1
252,64550,234151.8061,890679.1399,2
252,64550,234169.4162,890688.8901,3
252,64550,234190.8132,890700.824,4
253,66113,235072.1468,891294.9897,1
253,66113,235092.9541,891291.4572,2
253,66113,235118.2534,891285.6708,3
253,66113,235135.0661,891284.5102,4
253,66113,235145.8527,891285.0388,5
254,138690,235498.3628,891775.0436,1
254,138690,235478.959,891678.707,2
254,138690,235476.9741,891668.663,3
255,64551,234626.852,890934.9556,1
255,64551,234632.1047,890937.2875,2
255,64551,234655.7799,890945.9121,3
255,64551,234672.8791,890951.1987,4
256,138691,235502.9229,892000.9323,1
256,138691,235501.5275,891987.7645,2
256,138691,235501.0345,891968.4514,3
256,138691,235504.5999,891955.6898,4
257,64552,234697.7475,890958.6415,1
257,64552,234719.6087,890964.9695,2
257,64552,234774.8073,890980.682,3
257,64552,234809.0251,890990.6344,4
257,64552,234835.3011,890998.8983,5
257,64552,234860.2566,891008.2735,6
257,64552,234974.3835,891054.831,7
257,64552,235011.6648,891069.4175,8
257,64552,235030.5832,891075.0953,9
257,64552,235062.586,891078.8935,10
257,64552,235123.3393,891083.8599,11
257,64552,235201.5348,891091.4954,12
258,141296,234719.9597,891545.5016,1
258,141296,234723.0502,891534.9587,2
259,138692,235471.9323,891643.1567,1
259,138692,235459.5053,891580.299,2
259,138692,235460.3936,891572.113,3
260,64553,234394.4717,890813.8413,1
260,64553,234429.5534,890833.2128,2
261,141297,234604.4742,891746.8326,1
261,141297,234601.7318,891725.1259,2
261,141297,234599.3599,891699.3174,3
261,141297,234600.3682,891688.8957,4
261,141297,234604.7676,891678.1483,5
261,141297,234613.3777,891666.1013,6
261,141297,234658.1552,891626.8203,7
261,141297,234677.6292,891610.0992,8
261,141297,234689.9781,891597.1238,9
261,141297,234699.1483,891584.7936,10
261,141297,234709.5884,891568.3729,11
262,138693,235511.4163,891834.7503,1
262,138693,235503.7727,891800.5213,2
263,64554,234452.3297,890845.7352,1
263,64554,234537.7639,890892.503,2
263,64554,234549.1888,890898.6616,3
264,138694,235511.512,891930.6404,1
264,138694,235514.993,891917.866,2
264,138694,235520.4548,891899.5985,3
264,138694,235520.8317,891887.6584,4
264,138694,235518.5504,891872.653,5
264,138694,235516.4148,891860.1407,6
265,64555,234213.588,890713.2901,1
265,64555,234271.2421,890744.2553,2
266,138695,235464.4711,891546.252,1
266,138695,235464.7206,891545.0124,2
266,138695,235471.9639,891521.7161,3
267,64556,234335.5293,890779.5708,1
267,64556,234371.9404,890800.9952,2
268,138696,235480.5977,891497.0409,1
268,138696,235499.9429,891447.4187,2
268,138696,235509.501,891432.4933,3
268,138696,235512.6522,891430.6459,4
269,64557,234294.131,890756.6066,1
269,64557,234312.8279,890766.7433,2
270,138722,234756.5988,891444.1163,1
270,138722,234762.0469,891430.2454,2
270,138722,234765.9714,891409.982,3
271,138723,234768.661,891384.6948,1
271,138723,234768.6996,891347.3818,2
272,138724,234730.3671,891510.0089,1
272,138724,234733.7002,891498.6489,2
272,138724,234744.4618,891471.4251,3
272,138724,234746.2426,891467.7537,4
273,69811,235762.4021,892039.7928,1
273,69811,235769.904,892074.6797,2
273,69811,235778.9748,892117.5628,3
274,141346,235636.186,891382.0514,1
274,141346,235638.9392,891365.5893,2
274,141346,235636.3056,891346.8837,3
274,141346,235629.4654,891324.9365,4
274,141346,235620.8222,891298.6959,5
274,141346,235620.3149,891296.3635,6
274,141346,235619.3276,891291.9401,7
274,141346,235618.0109,891282.2801,8
274,141346,235618.9339,891269.0309,9
274,141346,235620.8195,891262.7251,10
275,66166,235638.0465,891407.871,1
275,66166,235639.4475,891421.8289,2
275,66166,235646.2447,891460.5283,3
276,141347,235628.6727,891237.8697,1
276,141347,235641.0648,891200.6615,2
277,69813,235672.2023,891594.3468,1
277,69813,235681.942,891644.3223,2
278,66167,235650.9281,891486.0624,1
278,66167,235653.1748,891497.6655,2
279,141348,235672.6431,891096.0323,1
279,141348,235688.1554,891034.7099,2
280,69814,235736.8858,891915.7347,1
280,69814,235751.39,891985.4122,2
280,69814,235757.143,892014.3671,3
