hhid,indid,APER,gender,age,educ,vehicles,income,school,employment
133200005,13320000501,1,0,13,8,2,115000,1,1
133220000,13322000002,2,1,10,10,2,46000,1,1
133220001,13322000102,2,1,10,10,2,46000,1,1
133220002,13322000202,2,1,10,10,2,46000,1,1
133220003,13322000302,2,1,10,10,2,46000,1,1
133220004,13322000402,2,1,10,10,2,46000,1,1
133220005,13322000502,2,1,10,10,2,46000,1,1
133220006,13322000602,2,1,10,10,2,46000,1,1
133220007,13322000702,2,1,10,10,2,46000,1,1
133220000,13322000001,2,0,10,10,2,144000,1,1
133220001,13322000101,2,0,10,10,2,144000,1,1
133220002,13322000201,2,0,10,10,2,144000,1,1
133220003,13322000301,2,0,10,10,2,144000,1,1
133220004,13322000401,2,0,10,10,2,144000,1,1
133220005,13322000501,2,0,10,10,2,144000,1,1
133220006,13322000601,2,0,10,10,2,144000,1,1
133220007,13322000701,2,0,10,10,2,144000,1,1
133250000,13325000001,1,1,4,6,0,10000,1,1
133320000,13332000001,1,1,10,11,1,30000,1,1
133320001,13332000101,1,1,10,11,1,30000,1,1
133320002,13332000201,1,1,10,11,1,30000,1,1
133350000,13335000001,1,1,13,7,1,0,1,3
133410000,13341000001,3,1,14,6,3,50000,1,1
133410000,13341000002,3,0,14,6,3,40000,1,1
133410000,13341000003,3,1,3,5,3,0,2,3
133490000,13349000001,2,1,14,11,3,6000,1,1
133490001,13349000101,2,1,14,11,3,6000,1,1
133490000,13349000002,2,0,16,11,3,60000,1,1
133490001,13349000102,2,0,16,11,3,60000,1,1
133530000,13353000001,2,0,18,11,2,0,1,3
133530001,13353000101,2,0,18,11,2,0,1,3
133530000,13353000002,2,1,19,11,2,0,1,3
133530001,13353000102,2,1,19,11,2,0,1,3
133550000,13355000001,2,1,16,6,2,51000,1,1
133550000,13355000002,2,0,16,6,2,7500,1,3
133570000,13357000004,4,0,7,6,2,27000,1,1
133570001,13357000104,4,0,7,6,2,27000,1,1
133570002,13357000204,4,0,7,6,2,27000,1,1
133570003,13357000304,4,0,7,6,2,27000,1,1
133570004,13357000404,4,0,7,6,2,27000,1,1
133570005,13357000504,4,0,7,6,2,27000,1,1
133570006,13357000604,4,0,7,6,2,27000,1,1
133570007,13357000704,4,0,7,6,2,27000,1,1
133570008,13357000804,4,0,7,6,2,27000,1,1
133570009,13357000904,4,0,7,6,2,27000,1,1
133570010,13357001004,4,0,7,6,2,27000,1,1
133570000,13357000003,4,0,12,6,2,0,1,3
133570001,13357000103,4,0,12,6,2,0,1,3
133570002,13357000203,4,0,12,6,2,0,1,3
133570003,13357000303,4,0,12,6,2,0,1,3
133570004,13357000403,4,0,12,6,2,0,1,3
133570005,13357000503,4,0,12,6,2,0,1,3
133570006,13357000603,4,0,12,6,2,0,1,3
133570007,13357000703,4,0,12,6,2,0,1,3
133570008,13357000803,4,0,12,6,2,0,1,3
133570009,13357000903,4,0,12,6,2,0,1,3
133570010,13357001003,4,0,12,6,2,0,1,3
133570000,13357000002,4,1,13,6,2,0,1,3
133570001,13357000102,4,1,13,6,2,0,1,3
133570002,13357000202,4,1,13,6,2,0,1,3
133570003,13357000302,4,1,13,6,2,0,1,3
133570004,13357000402,4,1,13,6,2,0,1,3
133570005,13357000502,4,1,13,6,2,0,1,3
133570006,13357000602,4,1,13,6,2,0,1,3
133570007,13357000702,4,1,13,6,2,0,1,3
133570008,13357000802,4,1,13,6,2,0,1,3
133570009,13357000902,4,1,13,6,2,0,1,3
133570010,13357001002,4,1,13,6,2,0,1,3
133570000,13357000001,4,1,19,6,2,0,1,3
133570001,13357000101,4,1,19,6,2,0,1,3
133570002,13357000201,4,1,19,6,2,0,1,3
133570003,13357000301,4,1,19,6,2,0,1,3
133570004,13357000401,4,1,19,6,2,0,1,3
133570005,13357000501,4,1,19,6,2,0,1,3
133570006,13357000601,4,1,19,6,2,0,1,3
133570007,13357000701,4,1,19,6,2,0,1,3
133570008,13357000801,4,1,19,6,2,0,1,3
133570009,13357000901,4,1,19,6,2,0,1,3
133570010,13357001001,4,1,19,6,2,0,1,3
133690000,13369000003,3,1,3,5,2,0,2,3
133690000,13369000002,3,0,15,6,2,0,1,3
133690000,13369000001,3,1,14,6,2,0,1,3
133740000,13374000001,1,1,16,11,2,0,1,3
133930000,13393000002,2,0,11,6,1,0,1,3
133930000,13393000001,2,1,12,6,1,18000,1,1
133990000,13399000001,1,1,13,6,1,30000,1,1
134060000,13406000001,2,1,22,6,2,0,1,3
134060001,13406000101,2,1,22,6,2,0,1,3
134060000,13406000002,2,1,17,6,2,10000,1,1
134060001,13406000102,2,1,17,6,2,10000,1,1
134080000,13408000001,1,0,9,6,0,0,1,3
134220000,13422000001,1,0,18,8,2,20000,1,1
134220001,13422000101,1,0,18,8,2,20000,1,1
134220002,13422000201,1,0,18,8,2,20000,1,1
134220003,13422000301,1,0,18,8,2,20000,1,1
134220004,13422000401,1,0,18,8,2,20000,1,1
134240000,13424000001,2,1,13,6,2,25000,1,1
134240001,13424000101,2,1,13,6,2,25000,1,1
134240000,13424000002,2,0,8,6,2,0,1,2
134240001,13424000102,2,0,8,6,2,0,1,2
134380000,13438000001,3,0,14,11,3,125000,1,1
134380000,13438000002,3,1,14,11,3,95000,1,1
134380000,13438000003,3,0,8,10,3,55000,1,1
134670000,13467000001,2,1,19,11,3,0,1,3
134670000,13467000002,2,0,16,11,3,117000,1,1
134690000,13469000001,1,1,16,11,1,7900,1,1
134820000,13482000001,1,1,22,4,1,0,1,3
134820001,13482000101,1,1,22,4,1,0,1,3
134820002,13482000201,1,1,22,4,1,0,1,3
134820003,13482000301,1,1,22,4,1,0,1,3
134820004,13482000401,1,1,22,4,1,0,1,3
134820005,13482000501,1,1,22,4,1,0,1,3
134820006,13482000601,1,1,22,4,1,0,1,3
134820007,13482000701,1,1,22,4,1,0,1,3
134820008,13482000801,1,1,22,4,1,0,1,3
134820009,13482000901,1,1,22,4,1,0,1,3
134820010,13482001001,1,1,22,4,1,0,1,3
134820011,13482001101,1,1,22,4,1,0,1,3
134820012,13482001201,1,1,22,4,1,0,1,3
134820013,13482001301,1,1,22,4,1,0,1,3
134830000,13483000001,1,0,19,2,2,32000,1,1
134830001,13483000101,1,0,19,2,2,32000,1,1
134830002,13483000201,1,0,19,2,2,32000,1,1
134830003,13483000301,1,0,19,2,2,32000,1,1
134830004,13483000401,1,0,19,2,2,32000,1,1
134830005,13483000501,1,0,19,2,2,32000,1,1
134830006,13483000601,1,0,19,2,2,32000,1,1
134830007,13483000701,1,0,19,2,2,32000,1,1
134830008,13483000801,1,0,19,2,2,32000,1,1
134830009,13483000901,1,0,19,2,2,32000,1,1
134830010,13483001001,1,0,19,2,2,32000,1,1
134830011,13483001101,1,0,19,2,2,32000,1,1
134830012,13483001201,1,0,19,2,2,32000,1,1
134830013,13483001301,1,0,19,2,2,32000,1,1
134830014,13483001401,1,0,19,2,2,32000,1,1
134840000,13484000002,2,1,14,6,1,0,1,3
134840000,13484000001,2,0,20,10,1,0,1,3
135110000,13511000001,2,0,20,11,2,0,1,3
135110000,13511000002,2,1,20,11,2,0,1,3
135160000,13516000001,1,1,21,3,1,0,1,3
135160001,13516000101,1,1,21,3,1,0,1,3
135160002,13516000201,1,1,21,3,1,0,1,3
135160003,13516000301,1,1,21,3,1,0,1,3
135160004,13516000401,1,1,21,3,1,0,1,3
135210000,13521000001,1,0,9,8,1,20000,1,1
135210001,13521000101,1,0,9,8,1,20000,1,1
135240000,13524000001,2,1,7,10,2,19300,1,1
135240001,13524000101,2,1,7,10,2,19300,1,1
135240002,13524000201,2,1,7,10,2,19300,1,1
135240003,13524000301,2,1,7,10,2,19300,1,1
135240004,13524000401,2,1,7,10,2,19300,1,1
135240005,13524000501,2,1,7,10,2,19300,1,1
135240006,13524000601,2,1,7,10,2,19300,1,1
135240007,13524000701,2,1,7,10,2,19300,1,1
135240008,13524000801,2,1,7,10,2,19300,1,1
135240000,13524000002,2,0,7,10,2,500,2,1
135240001,13524000102,2,0,7,10,2,500,2,1
135240002,13524000202,2,0,7,10,2,500,2,1
135240003,13524000302,2,0,7,10,2,500,2,1
135240004,13524000402,2,0,7,10,2,500,2,1
135240005,13524000502,2,0,7,10,2,500,2,1
135240006,13524000602,2,0,7,10,2,500,2,1
135240007,13524000702,2,0,7,10,2,500,2,1
135240008,13524000802,2,0,7,10,2,500,2,1
135260000,13526000002,2,0,7,6,1,27600,1,1
135260001,13526000102,2,0,7,6,1,27600,1,1
135260000,13526000001,2,0,13,6,1,55000,1,1
135260001,13526000101,2,0,13,6,1,55000,1,1
135280000,13528000001,1,1,18,6,1,0,1,3
135320000,13532000001,2,0,14,6,2,30000,1,3
135320000,13532000002,2,1,15,6,2,26800,1,1
135360000,13536000001,2,0,16,11,2,110000,1,1
135360001,13536000101,2,0,16,11,2,110000,1,1
135360000,13536000002,2,1,16,11,2,25000,1,1
135360001,13536000102,2,1,16,11,2,25000,1,1
135450000,13545000001,2,0,10,11,2,98000,1,1
135450001,13545000101,2,0,10,11,2,98000,1,1
135450002,13545000201,2,0,10,11,2,98000,1,1
135450003,13545000301,2,0,10,11,2,98000,1,1
135450004,13545000401,2,0,10,11,2,98000,1,1
135450005,13545000501,2,0,10,11,2,98000,1,1
135450006,13545000601,2,0,10,11,2,98000,1,1
135450007,13545000701,2,0,10,11,2,98000,1,1
135450008,13545000801,2,0,10,11,2,98000,1,1
135450009,13545000901,2,0,10,11,2,98000,1,1
135450010,13545001001,2,0,10,11,2,98000,1,1
135450011,13545001101,2,0,10,11,2,98000,1,1
135450012,13545001201,2,0,10,11,2,98000,1,1
135450013,13545001301,2,0,10,11,2,98000,1,1
135450000,13545000002,2,1,9,11,2,55000,1,1
135450001,13545000102,2,1,9,11,2,55000,1,1
135450002,13545000202,2,1,9,11,2,55000,1,1
135450003,13545000302,2,1,9,11,2,55000,1,1
135450004,13545000402,2,1,9,11,2,55000,1,1
135450005,13545000502,2,1,9,11,2,55000,1,1
135450006,13545000602,2,1,9,11,2,55000,1,1
135450007,13545000702,2,1,9,11,2,55000,1,1
135450008,13545000802,2,1,9,11,2,55000,1,1
135450009,13545000902,2,1,9,11,2,55000,1,1
135450010,13545001002,2,1,9,11,2,55000,1,1
135450011,13545001102,2,1,9,11,2,55000,1,1
135450012,13545001202,2,1,9,11,2,55000,1,1
135450013,13545001302,2,1,9,11,2,55000,1,1
135510000,13551000002,2,0,8,8,2,0,2,3
135510001,13551000102,2,0,8,8,2,0,2,3
135510002,13551000202,2,0,8,8,2,0,2,3
135510003,13551000302,2,0,8,8,2,0,2,3
135510004,13551000402,2,0,8,8,2,0,2,3
135510005,13551000502,2,0,8,8,2,0,2,3
135510006,13551000602,2,0,8,8,2,0,2,3
135510007,13551000702,2,0,8,8,2,0,2,3
135510008,13551000802,2,0,8,8,2,0,2,3
135510000,13551000001,2,1,14,8,2,0,1,3
135510001,13551000101,2,1,14,8,2,0,1,3
135510002,13551000201,2,1,14,8,2,0,1,3
135510003,13551000301,2,1,14,8,2,0,1,3
135510004,13551000401,2,1,14,8,2,0,1,3
135510005,13551000501,2,1,14,8,2,0,1,3
135510006,13551000601,2,1,14,8,2,0,1,3
135510007,13551000701,2,1,14,8,2,0,1,3
135510008,13551000801,2,1,14,8,2,0,1,3
135530000,13553000001,4,1,12,6,4,25000,1,1
135530001,13553000101,4,1,12,6,4,25000,1,1
135530002,13553000201,4,1,12,6,4,25000,1,1
135530003,13553000301,4,1,12,6,4,25000,1,1
135530004,13553000401,4,1,12,6,4,25000,1,1
135530005,13553000501,4,1,12,6,4,25000,1,1
135530006,13553000601,4,1,12,6,4,25000,1,1
135530007,13553000701,4,1,12,6,4,25000,1,1
135530008,13553000801,4,1,12,6,4,25000,1,1
135530009,13553000901,4,1,12,6,4,25000,1,1
135530010,13553001001,4,1,12,6,4,25000,1,1
135530011,13553001101,4,1,12,6,4,25000,1,1
135530012,13553001201,4,1,12,6,4,25000,1,1
135530013,13553001301,4,1,12,6,4,25000,1,1
135530014,13553001401,4,1,12,6,4,25000,1,1
135530015,13553001501,4,1,12,6,4,25000,1,1
135530016,13553001601,4,1,12,6,4,25000,1,1
135530017,13553001701,4,1,12,6,4,25000,1,1
135530018,13553001801,4,1,12,6,4,25000,1,1
135530019,13553001901,4,1,12,6,4,25000,1,1
135530020,13553002001,4,1,12,6,4,25000,1,1
135530021,13553002101,4,1,12,6,4,25000,1,1
135530022,13553002201,4,1,12,6,4,25000,1,1
135530023,13553002301,4,1,12,6,4,25000,1,1
135530024,13553002401,4,1,12,6,4,25000,1,1
135530025,13553002501,4,1,12,6,4,25000,1,1
135530000,13553000002,4,0,12,6,4,85000,1,1
135530001,13553000102,4,0,12,6,4,85000,1,1
135530002,13553000202,4,0,12,6,4,85000,1,1
135530003,13553000302,4,0,12,6,4,85000,1,1
135530004,13553000402,4,0,12,6,4,85000,1,1
135530005,13553000502,4,0,12,6,4,85000,1,1
135530006,13553000602,4,0,12,6,4,85000,1,1
135530007,13553000702,4,0,12,6,4,85000,1,1
135530008,13553000802,4,0,12,6,4,85000,1,1
135530009,13553000902,4,0,12,6,4,85000,1,1
135530010,13553001002,4,0,12,6,4,85000,1,1
135530011,13553001102,4,0,12,6,4,85000,1,1
135530012,13553001202,4,0,12,6,4,85000,1,1
135530013,13553001302,4,0,12,6,4,85000,1,1
135530014,13553001402,4,0,12,6,4,85000,1,1
135530015,13553001502,4,0,12,6,4,85000,1,1
135530016,13553001602,4,0,12,6,4,85000,1,1
135530017,13553001702,4,0,12,6,4,85000,1,1
135530018,13553001802,4,0,12,6,4,85000,1,1
135530019,13553001902,4,0,12,6,4,85000,1,1
135530020,13553002002,4,0,12,6,4,85000,1,1
135530021,13553002102,4,0,12,6,4,85000,1,1
135530022,13553002202,4,0,12,6,4,85000,1,1
135530023,13553002302,4,0,12,6,4,85000,1,1
135530024,13553002402,4,0,12,6,4,85000,1,1
135530025,13553002502,4,0,12,6,4,85000,1,1
135530000,13553000003,4,1,4,6,4,6000,1,1
135530001,13553000103,4,1,4,6,4,6000,1,1
135530002,13553000203,4,1,4,6,4,6000,1,1
135530003,13553000303,4,1,4,6,4,6000,1,1
135530004,13553000403,4,1,4,6,4,6000,1,1
135530005,13553000503,4,1,4,6,4,6000,1,1
135530006,13553000603,4,1,4,6,4,6000,1,1
135530007,13553000703,4,1,4,6,4,6000,1,1
135530008,13553000803,4,1,4,6,4,6000,1,1
135530009,13553000903,4,1,4,6,4,6000,1,1
135530010,13553001003,4,1,4,6,4,6000,1,1
135530011,13553001103,4,1,4,6,4,6000,1,1
135530012,13553001203,4,1,4,6,4,6000,1,1
135530013,13553001303,4,1,4,6,4,6000,1,1
135530014,13553001403,4,1,4,6,4,6000,1,1
135530015,13553001503,4,1,4,6,4,6000,1,1
135530016,13553001603,4,1,4,6,4,6000,1,1
135530017,13553001703,4,1,4,6,4,6000,1,1
135530018,13553001803,4,1,4,6,4,6000,1,1
135530019,13553001903,4,1,4,6,4,6000,1,1
135530020,13553002003,4,1,4,6,4,6000,1,1
135530021,13553002103,4,1,4,6,4,6000,1,1
135530022,13553002203,4,1,4,6,4,6000,1,1
135530023,13553002303,4,1,4,6,4,6000,1,1
135530024,13553002403,4,1,4,6,4,6000,1,1
135530025,13553002503,4,1,4,6,4,6000,1,1
135530000,13553000004,4,0,8,6,4,35000,1,1
135530001,13553000104,4,0,8,6,4,35000,1,1
135530002,13553000204,4,0,8,6,4,35000,1,1
135530003,13553000304,4,0,8,6,4,35000,1,1
135530004,13553000404,4,0,8,6,4,35000,1,1
135530005,13553000504,4,0,8,6,4,35000,1,1
135530006,13553000604,4,0,8,6,4,35000,1,1
135530007,13553000704,4,0,8,6,4,35000,1,1
135530008,13553000804,4,0,8,6,4,35000,1,1
135530009,13553000904,4,0,8,6,4,35000,1,1
135530010,13553001004,4,0,8,6,4,35000,1,1
135530011,13553001104,4,0,8,6,4,35000,1,1
135530012,13553001204,4,0,8,6,4,35000,1,1
135530013,13553001304,4,0,8,6,4,35000,1,1
135530014,13553001404,4,0,8,6,4,35000,1,1
135530015,13553001504,4,0,8,6,4,35000,1,1
135530016,13553001604,4,0,8,6,4,35000,1,1
135530017,13553001704,4,0,8,6,4,35000,1,1
135530018,13553001804,4,0,8,6,4,35000,1,1
135530019,13553001904,4,0,8,6,4,35000,1,1
135530020,13553002004,4,0,8,6,4,35000,1,1
135530021,13553002104,4,0,8,6,4,35000,1,1
135530022,13553002204,4,0,8,6,4,35000,1,1
135530023,13553002304,4,0,8,6,4,35000,1,1
135530024,13553002404,4,0,8,6,4,35000,1,1
135530025,13553002504,4,0,8,6,4,35000,1,1
135710000,13571000001,1,0,11,7,1,72000,1,1
135710001,13571000101,1,0,11,7,1,72000,1,1
135720000,13572000001,1,0,8,6,0,0,1,3
135750000,13575000001,1,0,8,7,2,46000,2,1
135750001,13575000101,1,0,8,7,2,46000,2,1
135750002,13575000201,1,0,8,7,2,46000,2,1
135750003,13575000301,1,0,8,7,2,46000,2,1
135760000,13576000001,1,0,18,6,0,38000,1,1
135820000,13582000001,1,1,14,4,1,36000,1,1
135820001,13582000101,1,1,14,4,1,36000,1,1
135820002,13582000201,1,1,14,4,1,36000,1,1
135820003,13582000301,1,1,14,4,1,36000,1,1
135820004,13582000401,1,1,14,4,1,36000,1,1
135830000,13583000001,1,1,8,6,1,19400,2,1
135840000,13584000001,2,1,14,11,4,142000,1,1
135840001,13584000101,2,1,14,11,4,142000,1,1
135840002,13584000201,2,1,14,11,4,142000,1,1
135840003,13584000301,2,1,14,11,4,142000,1,1
135840000,13584000002,2,0,16,11,4,386000,1,1
135840001,13584000102,2,0,16,11,4,386000,1,1
135840002,13584000202,2,0,16,11,4,386000,1,1
135840003,13584000302,2,0,16,11,4,386000,1,1
135880000,13588000001,1,1,9,10,1,8000,1,1
135890000,13589000001,1,1,13,11,1,134000,1,1
135900000,13590000001,1,1,4,6,0,2000,2,1
136010000,13601000002,2,0,14,11,3,180000,1,1
136010001,13601000102,2,0,14,11,3,180000,1,1
136010000,13601000001,2,1,13,11,3,115000,1,1
136010001,13601000101,2,1,13,11,3,115000,1,1
136030000,13603000001,2,1,8,10,2,51000,1,1
136030000,13603000002,2,0,0,0,2,0,1,0
136130000,13613000001,1,1,18,8,1,42000,1,1
136240000,13624000001,1,0,19,4,1,0,1,3
136240001,13624000101,1,0,19,4,1,0,1,3
136240002,13624000201,1,0,19,4,1,0,1,3
136280000,13628000001,1,0,10,7,2,181000,1,1
136280001,13628000101,1,0,10,7,2,181000,1,1
136280002,13628000201,1,0,10,7,2,181000,1,1
136280003,13628000301,1,0,10,7,2,181000,1,1
136280004,13628000401,1,0,10,7,2,181000,1,1
136280005,13628000501,1,0,10,7,2,181000,1,1
136280006,13628000601,1,0,10,7,2,181000,1,1
136280007,13628000701,1,0,10,7,2,181000,1,1
136280008,13628000801,1,0,10,7,2,181000,1,1
136280009,13628000901,1,0,10,7,2,181000,1,1
136280010,13628001001,1,0,10,7,2,181000,1,1
136290000,13629000001,2,0,14,10,2,113000,1,1
136290000,13629000002,2,1,13,10,2,114000,1,1
136390000,13639000001,1,0,18,6,1,0,1,3
136440000,13644000001,2,1,12,11,3,76000,1,1
136440000,13644000002,2,0,12,6,3,72000,1,1
136580000,13658000001,1,1,12,11,1,115000,1,1
136610000,13661000001,1,1,21,3,1,0,1,3
136610001,13661000101,1,1,21,3,1,0,1,3
136610002,13661000201,1,1,21,3,1,0,1,3
136610003,13661000301,1,1,21,3,1,0,1,3
136610004,13661000401,1,1,21,3,1,0,1,3
136640000,13664000002,3,0,14,10,4,80000,1,3
136640001,13664000102,3,0,14,10,4,80000,1,3
136640000,13664000003,3,1,7,10,4,42000,1,1
136640001,13664000103,3,1,7,10,4,42000,1,1
136640000,13664000001,3,1,14,10,4,500,1,3
136640001,13664000101,3,1,14,10,4,500,1,3
136670000,13667000002,2,0,18,11,3,140000,1,1
136670001,13667000102,2,0,18,11,3,140000,1,1
136670002,13667000202,2,0,18,11,3,140000,1,1
136670003,13667000302,2,0,18,11,3,140000,1,1
136670004,13667000402,2,0,18,11,3,140000,1,1
136670005,13667000502,2,0,18,11,3,140000,1,1
136670006,13667000602,2,0,18,11,3,140000,1,1
136670000,13667000001,2,1,17,11,3,80000,1,1
136670001,13667000101,2,1,17,11,3,80000,1,1
136670002,13667000201,2,1,17,11,3,80000,1,1
136670003,13667000301,2,1,17,11,3,80000,1,1
136670004,13667000401,2,1,17,11,3,80000,1,1
136670005,13667000501,2,1,17,11,3,80000,1,1
136670006,13667000601,2,1,17,11,3,80000,1,1
136690000,13669000001,2,0,14,10,2,40000,1,1
136690000,13669000002,2,1,13,10,2,27000,1,1
136800000,13680000001,1,0,11,8,2,50000,1,1
136800001,13680000101,1,0,11,8,2,50000,1,1
136800002,13680000201,1,0,11,8,2,50000,1,1
136800003,13680000301,1,0,11,8,2,50000,1,1
136800004,13680000401,1,0,11,8,2,50000,1,1
136800005,13680000501,1,0,11,8,2,50000,1,1
136800006,13680000601,1,0,11,8,2,50000,1,1
136800007,13680000701,1,0,11,8,2,50000,1,1
136800008,13680000801,1,0,11,8,2,50000,1,1
136800009,13680000901,1,0,11,8,2,50000,1,1
136800010,13680001001,1,0,11,8,2,50000,1,1
136800011,13680001101,1,0,11,8,2,50000,1,1
136800012,13680001201,1,0,11,8,2,50000,1,1
136800013,13680001301,1,0,11,8,2,50000,1,1
136800014,13680001401,1,0,11,8,2,50000,1,1
136800015,13680001501,1,0,11,8,2,50000,1,1
136800016,13680001601,1,0,11,8,2,50000,1,1
136800017,13680001701,1,0,11,8,2,50000,1,1
136850000,13685000006,6,0,2,2,4,0,2,0
136850000,13685000004,6,1,5,6,4,8000,2,1
136850000,13685000005,6,1,3,5,4,250,2,1
136850000,13685000002,6,1,12,8,4,60000,1,1
136850000,13685000001,6,0,12,6,4,80000,1,1
136850000,13685000003,6,1,6,6,4,12000,2,1
136930000,13693000001,1,0,11,10,1,296000,1,1
137000000,13700000001,1,0,7,7,1,35000,1,1
137000001,13700000101,1,0,7,7,1,35000,1,1
137170000,13717000002,3,1,7,6,3,24000,1,1
137170001,13717000102,3,1,7,6,3,24000,1,1
137170002,13717000202,3,1,7,6,3,24000,1,1
137170003,13717000302,3,1,7,6,3,24000,1,1
137170004,13717000402,3,1,7,6,3,24000,1,1
137170005,13717000502,3,1,7,6,3,24000,1,1
137170006,13717000602,3,1,7,6,3,24000,1,1
137170007,13717000702,3,1,7,6,3,24000,1,1
137170008,13717000802,3,1,7,6,3,24000,1,1
137170009,13717000902,3,1,7,6,3,24000,1,1
137170010,13717001002,3,1,7,6,3,24000,1,1
137170011,13717001102,3,1,7,6,3,24000,1,1
137170012,13717001202,3,1,7,6,3,24000,1,1
137170013,13717001302,3,1,7,6,3,24000,1,1
137170014,13717001402,3,1,7,6,3,24000,1,1
137170015,13717001502,3,1,7,6,3,24000,1,1
137170016,13717001602,3,1,7,6,3,24000,1,1
137170017,13717001702,3,1,7,6,3,24000,1,1
137170018,13717001802,3,1,7,6,3,24000,1,1
137170019,13717001902,3,1,7,6,3,24000,1,1
137170020,13717002002,3,1,7,6,3,24000,1,1
137170021,13717002102,3,1,7,6,3,24000,1,1
137170022,13717002202,3,1,7,6,3,24000,1,1
137170023,13717002302,3,1,7,6,3,24000,1,1
137170024,13717002402,3,1,7,6,3,24000,1,1
137170025,13717002502,3,1,7,6,3,24000,1,1
137170026,13717002602,3,1,7,6,3,24000,1,1
137170000,13717000003,3,0,4,6,3,0,2,2
137170001,13717000103,3,0,4,6,3,0,2,2
137170002,13717000203,3,0,4,6,3,0,2,2
137170003,13717000303,3,0,4,6,3,0,2,2
137170004,13717000403,3,0,4,6,3,0,2,2
137170005,13717000503,3,0,4,6,3,0,2,2
137170006,13717000603,3,0,4,6,3,0,2,2
137170007,13717000703,3,0,4,6,3,0,2,2
137170008,13717000803,3,0,4,6,3,0,2,2
137170009,13717000903,3,0,4,6,3,0,2,2
137170010,13717001003,3,0,4,6,3,0,2,2
137170011,13717001103,3,0,4,6,3,0,2,2
137170012,13717001203,3,0,4,6,3,0,2,2
137170013,13717001303,3,0,4,6,3,0,2,2
137170014,13717001403,3,0,4,6,3,0,2,2
137170015,13717001503,3,0,4,6,3,0,2,2
137170016,13717001603,3,0,4,6,3,0,2,2
137170017,13717001703,3,0,4,6,3,0,2,2
137170018,13717001803,3,0,4,6,3,0,2,2
137170019,13717001903,3,0,4,6,3,0,2,2
137170020,13717002003,3,0,4,6,3,0,2,2
137170021,13717002103,3,0,4,6,3,0,2,2
137170022,13717002203,3,0,4,6,3,0,2,2
137170023,13717002303,3,0,4,6,3,0,2,2
137170024,13717002403,3,0,4,6,3,0,2,2
137170025,13717002503,3,0,4,6,3,0,2,2
137170026,13717002603,3,0,4,6,3,0,2,2
137170000,13717000001,3,1,12,6,3,37800,1,1
137170001,13717000101,3,1,12,6,3,37800,1,1
137170002,13717000201,3,1,12,6,3,37800,1,1
137170003,13717000301,3,1,12,6,3,37800,1,1
137170004,13717000401,3,1,12,6,3,37800,1,1
137170005,13717000501,3,1,12,6,3,37800,1,1
137170006,13717000601,3,1,12,6,3,37800,1,1
137170007,13717000701,3,1,12,6,3,37800,1,1
137170008,13717000801,3,1,12,6,3,37800,1,1
137170009,13717000901,3,1,12,6,3,37800,1,1
137170010,13717001001,3,1,12,6,3,37800,1,1
137170011,13717001101,3,1,12,6,3,37800,1,1
137170012,13717001201,3,1,12,6,3,37800,1,1
137170013,13717001301,3,1,12,6,3,37800,1,1
137170014,13717001401,3,1,12,6,3,37800,1,1
137170015,13717001501,3,1,12,6,3,37800,1,1
137170016,13717001601,3,1,12,6,3,37800,1,1
137170017,13717001701,3,1,12,6,3,37800,1,1
137170018,13717001801,3,1,12,6,3,37800,1,1
137170019,13717001901,3,1,12,6,3,37800,1,1
137170020,13717002001,3,1,12,6,3,37800,1,1
137170021,13717002101,3,1,12,6,3,37800,1,1
137170022,13717002201,3,1,12,6,3,37800,1,1
137170023,13717002301,3,1,12,6,3,37800,1,1
137170024,13717002401,3,1,12,6,3,37800,1,1
137170025,13717002501,3,1,12,6,3,37800,1,1
137170026,13717002601,3,1,12,6,3,37800,1,1
137200000,13720000001,1,1,12,6,1,39000,1,1
137200001,13720000101,1,1,12,6,1,39000,1,1
137230000,13723000001,1,1,9,11,1,185000,1,1
137240000,13724000001,1,0,16,10,0,0,2,3
137470000,13747000001,1,0,12,11,1,67000,1,1
137500000,13750000001,1,1,19,11,1,0,1,3
137510000,13751000002,2,1,16,4,2,0,1,3
137510001,13751000102,2,1,16,4,2,0,1,3
137510002,13751000202,2,1,16,4,2,0,1,3
137510003,13751000302,2,1,16,4,2,0,1,3
137510004,13751000402,2,1,16,4,2,0,1,3
137510005,13751000502,2,1,16,4,2,0,1,3
137510006,13751000602,2,1,16,4,2,0,1,3
137510007,13751000702,2,1,16,4,2,0,1,3
137510008,13751000802,2,1,16,4,2,0,1,3
137510009,13751000902,2,1,16,4,2,0,1,3
137510010,13751001002,2,1,16,4,2,0,1,3
137510011,13751001102,2,1,16,4,2,0,1,3
137510012,13751001202,2,1,16,4,2,0,1,3
137510013,13751001302,2,1,16,4,2,0,1,3
137510014,13751001402,2,1,16,4,2,0,1,3
137510015,13751001502,2,1,16,4,2,0,1,3
137510016,13751001602,2,1,16,4,2,0,1,3
137510017,13751001702,2,1,16,4,2,0,1,3
137510018,13751001802,2,1,16,4,2,0,1,3
137510019,13751001902,2,1,16,4,2,0,1,3
137510020,13751002002,2,1,16,4,2,0,1,3
137510021,13751002102,2,1,16,4,2,0,1,3
137510022,13751002202,2,1,16,4,2,0,1,3
137510023,13751002302,2,1,16,4,2,0,1,3
137510024,13751002402,2,1,16,4,2,0,1,3
