hhid,indid,APER,gender,age,educ,vehicles,school,employment,income_earn
20150000571972,2015000057197202,4,0,14,6,3,1,3,0
20150000571973,2015000057197302,2,1,0,0,2,0,0,0
20150000571973,2015000057197301,2,1,11,7,2,1,3,69000
20150000571975,2015000057197501,3,0,8,11,3,1,1,65000
20150000571975,2015000057197502,3,1,8,7,3,2,3,0
20150000571975,2015000057197503,3,0,8,10,3,1,1,43000
20150000571976,2015000057197601,1,1,19,6,1,1,1,35000
20150000571977,2015000057197701,2,0,20,11,2,1,1,12000
20150000571977,2015000057197702,2,1,19,7,2,1,3,0
20150000571981,2015000057198101,3,0,13,11,3,1,1,134000
20150000571981,2015000057198102,3,1,13,8,3,1,1,64000
20150000571981,2015000057198103,3,0,5,7,3,2,1,950
20150000571983,2015000057198302,2,0,19,10,2,1,3,0
20150000571983,2015000057198301,2,1,18,10,2,1,3,0
20150000571984,2015000057198401,1,0,21,11,0,1,3,0
20150000571987,2015000057198701,1,0,14,10,1,1,3,0
20150000571988,2015000057198801,1,0,11,7,1,1,1,27000
20150000571989,2015000057198901,4,1,14,11,2,1,3,0
20150000571989,2015000057198902,4,1,9,6,2,2,1,20000
20150000571989,2015000057198903,4,0,0,1,2,2,0,0
20150000571989,2015000057198904,4,1,0,0,2,1,0,0
20150000571991,2015000057199101,1,0,16,10,2,1,3,0
20150000571992,2015000057199204,5,1,0,0,3,2,0,0
20150000571992,2015000057199203,5,0,1,1,3,2,0,0
20150000571992,2015000057199205,5,1,0,0,3,2,0,0
20150000571992,2015000057199201,5,1,12,11,3,1,1,77000
20150000571992,2015000057199202,5,0,12,6,3,1,3,0
20150000571993,2015000057199301,2,1,9,8,2,1,1,60000
20150000571993,2015000057199302,2,1,5,2,2,1,3,0
20150000572004,2015000057200401,3,0,4,6,2,1,1,24000
20150000572004,2015000057200402,3,0,0,0,2,0,0,0
20150000572004,2015000057200403,3,1,5,6,2,1,1,8000
20150000572005,2015000057200501,2,0,10,8,3,1,1,60000
20150000572005,2015000057200502,2,1,2,2,3,2,0,0
20150000572008,2015000057200801,2,1,9,10,2,1,1,300
20150000572008,2015000057200802,2,0,9,10,2,1,1,85000
20150000572009,2015000057200903,3,1,12,10,2,1,3,0
20150000572009,2015000057200902,3,0,13,3,2,1,1,15500
20150000572009,2015000057200901,3,1,19,7,2,1,3,0
20150000572010,2015000057201001,2,1,19,2,1,1,3,5600
20150000572010,2015000057201002,2,0,20,4,1,1,3,0
20150000572011,2015000057201101,2,1,13,7,1,1,3,-900
20150000572011,2015000057201102,2,0,7,8,1,2,2,5000
20150000572013,2015000057201301,4,0,14,10,2,1,1,90000
20150000572013,2015000057201302,4,1,13,10,2,1,1,86000
20150000572013,2015000057201303,4,0,7,10,2,2,2,0
20150000572013,2015000057201304,4,0,3,5,2,2,3,0
20150000572016,2015000057201601,1,0,13,6,1,1,1,105000
20150000572017,2015000057201701,1,0,4,6,0,2,3,0
20150000572020,2015000057202005,6,1,2,1,2,2,0,0
20150000572020,2015000057202004,6,0,3,4,2,2,0,0
20150000572020,2015000057202006,6,1,1,1,2,2,0,0
20150000572020,2015000057202002,6,0,10,6,2,1,1,55000
20150000572020,2015000057202003,6,1,3,4,2,2,3,0
20150000572020,2015000057202001,6,1,10,10,2,1,1,60000
20150000572021,2015000057202101,2,1,19,6,2,1,3,0
20150000572021,2015000057202102,2,0,14,7,2,1,1,60000
20150000572022,2015000057202201,4,1,8,10,3,1,1,20000
20150000572022,2015000057202202,4,0,9,10,3,2,1,4600
20150000572022,2015000057202203,4,0,9,11,3,2,1,5000
20150000572022,2015000057202204,4,1,9,7,3,1,1,30500
20150000572023,2015000057202301,2,0,9,11,1,1,1,43000
20150000572023,2015000057202302,2,0,9,0,1,1,1,25000
20150000572025,2015000057202502,2,1,9,10,1,1,1,75000
20150000572025,2015000057202501,2,0,9,10,1,1,1,90000
20150000572026,2015000057202604,4,1,0,0,2,0,0,0
20150000572026,2015000057202603,4,0,0,0,2,1,0,0
20150000572026,2015000057202601,4,0,9,11,2,1,1,100000
20150000572026,2015000057202602,4,1,9,11,2,1,1,125000
20150000572028,2015000057202801,1,0,19,10,1,1,3,0
20150000572029,2015000057202906,6,1,12,0,4,1,1,3200
20150000572029,2015000057202901,6,1,15,6,4,1,3,0
20150000572029,2015000057202902,6,0,18,6,4,1,3,0
20150000572029,2015000057202903,6,0,11,0,4,1,2,0
20150000572029,2015000057202904,6,0,4,6,4,2,3,0
20150000572029,2015000057202905,6,0,2,2,4,2,0,0
20150000572032,2015000057203204,4,1,14,6,2,1,2,0
20150000572032,2015000057203203,4,0,2,3,2,2,0,0
20150000572032,2015000057203201,4,1,20,4,2,1,1,29500
20150000572032,2015000057203202,4,0,12,6,2,1,2,0
20150000572034,2015000057203401,1,0,4,7,0,2,3,0
20150000572036,2015000057203601,1,1,9,10,1,1,1,109000
20150000572037,2015000057203701,3,1,9,5,1,1,1,13000
20150000572037,2015000057203702,3,1,2,2,1,2,0,0
20150000572037,2015000057203703,3,0,0,0,1,0,0,0
20150000572038,2015000057203801,2,0,14,11,2,1,1,56000
20150000572038,2015000057203802,2,1,16,10,2,1,1,7400
20150000572043,2015000057204301,2,0,21,3,2,1,3,0
20150000572043,2015000057204302,2,1,21,6,2,1,3,0
20150000572046,2015000057204601,2,1,13,6,3,1,1,44000
20150000572046,2015000057204602,2,0,12,11,3,1,1,45000
20150000572047,2015000057204703,3,1,4,6,3,2,3,0
20150000572047,2015000057204701,3,1,12,7,3,1,1,49000
20150000572047,2015000057204702,3,0,12,6,3,1,1,45000
20150000572054,2015000057205401,2,0,20,6,1,1,3,0
20150000572054,2015000057205402,2,0,11,6,1,1,1,71000
20150000572055,2015000057205501,2,0,19,10,2,1,3,0
20150000572055,2015000057205502,2,1,19,6,2,1,3,0
20150000572059,2015000057205901,1,1,20,10,0,1,3,0
20150000572060,2015000057206001,2,0,19,6,1,1,3,0
20150000572060,2015000057206002,2,1,18,7,1,1,3,0
20150000572062,2015000057206201,2,1,8,11,2,1,1,52000
20150000572062,2015000057206202,2,1,9,11,2,2,1,56000
20150000572063,2015000057206304,4,0,0,0,2,0,0,0
20150000572063,2015000057206303,4,0,0,0,2,0,0,0
20150000572063,2015000057206301,4,1,9,11,2,1,3,0
20150000572063,2015000057206302,4,0,10,6,2,1,1,70000
20150000572064,2015000057206401,2,1,20,6,3,1,3,0
20150000572064,2015000057206402,2,0,20,7,3,1,3,0
20150000572065,2015000057206501,1,0,3,2,0,2,3,0
20150000572070,2015000057207001,3,1,7,7,1,1,1,33000
20150000572070,2015000057207002,3,0,8,6,1,1,1,40000
20150000572070,2015000057207003,3,1,1,1,1,2,0,0
20150000572075,2015000057207501,3,0,14,11,4,1,1,100000
20150000572075,2015000057207502,3,1,14,10,4,1,3,0
20150000572075,2015000057207503,3,0,6,10,4,1,1,5000
20150000572076,2015000057207601,1,0,4,7,0,2,3,1500
20150000572079,2015000057207901,1,1,15,6,0,1,1,45000
20150000572081,2015000057208101,1,0,18,7,0,1,3,0
20150000572083,2015000057208301,2,1,5,6,2,1,1,11000
20150000572083,2015000057208302,2,0,6,6,2,1,1,7500
20150000572089,2015000057208901,1,1,8,8,1,2,1,12000
20150000572090,2015000057209001,2,1,21,6,1,1,3,0
20150000572090,2015000057209002,2,1,13,6,1,1,2,32800
20150000572092,2015000057209201,4,1,10,6,1,1,3,0
20150000572092,2015000057209202,4,0,11,8,1,2,1,65000
20150000572092,2015000057209203,4,1,2,2,1,2,0,0
20150000572092,2015000057209204,4,0,2,2,1,2,0,0
20150000572094,2015000057209405,5,0,10,6,3,1,1,22000
20150000572094,2015000057209404,5,1,1,1,3,2,0,0
20150000572094,2015000057209403,5,0,1,1,3,2,0,0
20150000572094,2015000057209402,5,1,2,2,3,2,0,0
20150000572094,2015000057209401,5,1,11,7,3,1,1,20000
20150000572099,2015000057209901,1,0,20,6,0,1,3,0
20150000572100,2015000057210001,2,0,11,3,0,1,2,5200
20150000572100,2015000057210002,2,0,4,3,0,1,2,2600
20150000572101,2015000057210101,2,1,8,11,2,1,1,42000
20150000572101,2015000057210102,2,1,8,10,2,1,1,65000
20150000572103,2015000057210301,3,0,11,6,2,1,1,36000
20150000572103,2015000057210302,3,1,7,6,2,1,1,20000
20150000572103,2015000057210303,3,0,5,2,2,1,1,18200
20150000572104,2015000057210402,2,1,13,10,2,1,1,94000
20150000572104,2015000057210401,2,0,13,10,2,1,1,92000
20150000572105,2015000057210501,1,0,20,7,0,1,3,0
20150000572109,2015000057210901,1,1,18,8,1,1,1,51000
20150000572110,2015000057211001,2,0,12,10,1,1,1,59000
20150000572110,2015000057211002,2,1,11,10,1,1,1,65000
20150000572112,2015000057211201,2,0,16,0,1,1,1,20000
20150000572112,2015000057211202,2,1,14,11,1,1,2,80000
20150000572114,2015000057211401,2,0,21,11,2,1,3,0
20150000572114,2015000057211402,2,1,21,10,2,1,3,0
20150000572118,2015000057211802,3,1,14,11,2,1,1,100000
20150000572118,2015000057211801,3,0,14,10,2,1,1,100000
20150000572118,2015000057211803,3,1,3,3,2,2,0,0
20150000572119,2015000057211901,1,1,7,7,0,2,3,0
20150000572122,2015000057212204,4,1,4,7,4,2,3,2500
20150000572122,2015000057212203,4,1,7,10,4,1,1,12000
20150000572122,2015000057212202,4,1,14,6,4,1,1,24000
20150000572122,2015000057212201,4,0,15,7,4,1,1,110000
20150000572125,2015000057212501,1,0,3,2,0,2,0,0
20150000572126,2015000057212601,2,1,19,6,2,1,3,0
20150000572126,2015000057212602,2,0,21,2,2,1,3,0
20150000572129,2015000057212901,1,1,20,6,0,1,3,65000
20150000572130,2015000057213007,7,0,8,4,4,1,1,6900
20150000572130,2015000057213006,7,0,0,0,4,1,0,0
20150000572130,2015000057213004,7,1,7,6,4,1,1,12800
20150000572130,2015000057213005,7,1,1,1,4,2,0,0
20150000572130,2015000057213002,7,0,12,6,4,1,1,88000
20150000572130,2015000057213001,7,1,12,6,4,1,1,15300
20150000572130,2015000057213003,7,1,8,6,4,1,1,4900
20150000572132,2015000057213201,4,0,12,8,4,1,1,50000
20150000572132,2015000057213202,4,1,2,2,4,2,0,0
20150000572132,2015000057213203,4,1,11,6,4,2,3,10000
20150000572132,2015000057213204,4,0,3,3,4,2,0,0
20150000572133,2015000057213301,2,0,8,7,2,1,1,40000
20150000572133,2015000057213302,2,1,8,10,2,1,1,38000
20150000572135,2015000057213501,1,0,12,6,1,1,1,27000
20150000572136,2015000057213605,6,1,0,0,0,0,0,0
20150000572136,2015000057213604,6,1,3,5,0,2,3,0
20150000572136,2015000057213606,6,0,0,0,0,0,0,0
20150000572136,2015000057213602,6,1,12,8,0,1,3,0
20150000572136,2015000057213601,6,1,16,8,0,1,3,0
20150000572136,2015000057213603,6,0,7,6,0,1,1,5500
20150000572137,2015000057213701,3,1,7,6,0,2,1,21300
20150000572137,2015000057213702,3,1,4,6,0,1,3,0
20150000572137,2015000057213703,3,0,3,6,0,1,3,0
20150000572140,2015000057214001,2,0,16,6,1,1,3,0
20150000572140,2015000057214002,2,1,14,6,1,1,3,0
20150000572141,2015000057214101,1,1,13,4,0,1,3,0
20150000572143,2015000057214301,3,0,19,6,3,1,3,0
20150000572143,2015000057214302,3,1,19,6,3,1,3,0
20150000572143,2015000057214303,3,0,11,6,3,1,1,20000
20150000572146,2015000057214601,1,1,16,11,1,1,1,91000
20150000572147,2015000057214701,1,0,13,6,0,1,3,0
20150000572148,2015000057214801,3,0,15,11,2,1,1,13000
20150000572148,2015000057214802,3,1,13,6,2,1,1,16700
20150000572148,2015000057214803,3,1,2,2,2,1,0,0
20150000572151,2015000057215101,4,0,13,10,2,1,1,26000
20150000572151,2015000057215102,4,1,12,10,2,1,1,35000
20150000572151,2015000057215103,4,1,4,7,2,2,3,0
20150000572151,2015000057215104,4,0,3,3,2,2,0,0
20150000572158,2015000057215801,1,1,13,6,1,1,1,21000
20150000572160,2015000057216001,1,1,15,6,0,1,3,0
20150000572161,2015000057216101,2,0,20,6,4,1,1,37900
20150000572161,2015000057216102,2,1,19,11,4,1,3,0
20150000572162,2015000057216201,1,1,5,7,0,2,3,2200
20150000572164,2015000057216404,4,1,3,4,4,2,1,12800
20150000572164,2015000057216403,4,1,4,6,4,2,1,6000
20150000572164,2015000057216402,4,1,12,6,4,1,3,0
20150000572164,2015000057216401,4,0,13,6,4,1,1,111000
20150000572166,2015000057216601,1,0,12,4,1,1,1,67000
20150000572167,2015000057216701,4,1,10,11,2,1,1,50000
20150000572167,2015000057216702,4,0,9,10,2,1,1,90000
20150000572167,2015000057216703,4,1,0,1,2,2,0,0
20150000572167,2015000057216704,4,0,0,0,2,0,0,0
20150000572169,2015000057216901,4,0,12,6,2,1,1,55000
20150000572169,2015000057216902,4,1,12,6,2,1,1,8000
20150000572169,2015000057216903,4,1,2,3,2,2,0,0
20150000572169,2015000057216904,4,1,2,2,2,2,0,0
20150000572174,2015000057217402,2,1,8,11,1,2,1,48000
20150000572174,2015000057217401,2,0,16,6,1,1,1,27000
20150000572175,2015000057217501,1,1,20,10,1,1,1,49000
20150000572176,2015000057217601,2,0,13,6,4,1,1,45000
20150000572176,2015000057217602,2,1,13,6,4,1,1,84000
20150000572182,2015000057218201,3,1,9,11,2,1,1,83000
20150000572182,2015000057218202,3,0,10,11,2,1,1,67000
20150000572182,2015000057218203,3,0,0,0,2,0,0,0
20150000572183,2015000057218301,1,1,4,6,0,2,3,0
20150000572188,2015000057218801,1,1,20,11,1,1,3,0
20150000572189,2015000057218903,4,1,9,6,2,1,1,27000
20150000572189,2015000057218901,4,0,9,6,2,1,1,46000
20150000572189,2015000057218902,4,1,0,0,2,0,0,0
20150000572189,2015000057218904,4,0,2,2,2,2,0,0
20150000572190,2015000057219001,1,1,16,10,1,1,1,100000
20150000572191,2015000057219101,3,0,13,11,2,2,1,40000
20150000572191,2015000057219102,3,1,10,6,2,1,1,68000
20150000572191,2015000057219103,3,1,0,0,2,2,0,0
20150000572192,2015000057219201,2,0,16,6,2,1,1,70000
20150000572192,2015000057219202,2,1,14,6,2,1,1,45500
20150000572199,2015000057219901,1,1,10,6,0,1,3,0
20150000572200,2015000057220001,3,1,12,6,2,1,3,0
20150000572200,2015000057220002,3,0,14,6,2,1,1,80000
20150000572200,2015000057220003,3,0,6,6,2,1,1,20000
20150000572202,2015000057220201,2,0,13,6,1,1,1,120000
20150000572202,2015000057220202,2,1,15,6,1,1,3,0
20150000572203,2015000057220306,6,0,0,0,2,2,0,0
20150000572203,2015000057220305,6,1,1,1,2,2,0,0
20150000572203,2015000057220304,6,1,1,1,2,2,0,0
20150000572203,2015000057220302,6,1,10,10,2,1,3,0
20150000572203,2015000057220301,6,0,10,6,2,1,1,56000
20150000572203,2015000057220303,6,0,2,2,2,2,0,0
20150000572204,2015000057220401,4,1,8,6,0,1,1,91000
20150000572204,2015000057220402,4,0,18,4,0,1,3,0
20150000572204,2015000057220403,4,0,13,6,0,1,3,0
20150000572204,2015000057220404,4,0,8,6,0,1,1,30000
20150000572205,2015000057220501,2,1,9,6,1,1,1,12000
20150000572205,2015000057220502,2,0,2,2,1,2,0,0
20150000572207,2015000057220704,4,0,3,4,3,2,0,0
20150000572207,2015000057220703,4,1,7,10,3,2,1,4000
20150000572207,2015000057220702,4,1,13,11,3,1,1,24800
20150000572207,2015000057220701,4,0,13,11,3,1,1,123000
20150000572208,2015000057220801,7,1,10,10,3,1,1,16500
20150000572208,2015000057220802,7,0,11,11,3,1,1,110000
20150000572208,2015000057220803,7,0,1,1,3,2,0,0
20150000572208,2015000057220804,7,0,3,5,3,2,2,0
20150000572208,2015000057220805,7,1,2,2,3,2,0,0
20150000572208,2015000057220806,7,0,2,2,3,2,0,0
20150000572208,2015000057220807,7,1,18,6,3,1,3,0
20150000572209,2015000057220901,2,0,20,6,1,1,3,0
20150000572209,2015000057220902,2,1,20,6,1,1,3,0
20150000572210,2015000057221002,2,0,19,10,2,1,1,120000
20150000572210,2015000057221001,2,1,17,6,2,1,1,2300
20150000572212,2015000057221201,1,0,20,6,0,1,3,0
20150000572216,2015000057221601,1,1,15,11,1,1,1,62000
20150000572219,2015000057221901,3,0,11,8,2,1,1,205000
20150000572219,2015000057221902,3,1,10,11,2,1,1,90000
20150000572219,2015000057221903,3,0,0,0,2,0,0,0
20150000572220,2015000057222001,3,0,15,11,2,1,1,70000
20150000572220,2015000057222002,3,1,15,11,2,1,1,80000
20150000572220,2015000057222003,3,0,8,6,2,1,1,13000
20150000572221,2015000057222101,1,0,13,7,1,1,2,0
20150000572222,2015000057222203,4,1,22,10,3,1,3,0
20150000572222,2015000057222204,4,0,22,10,3,1,3,0
20150000572222,2015000057222201,4,0,14,11,3,1,1,482000
20150000572222,2015000057222202,4,0,13,11,3,1,1,189000
20150000572223,2015000057222301,1,1,22,6,0,1,3,0
20150000572225,2015000057222501,2,1,19,6,1,1,3,0
20150000572225,2015000057222502,2,0,20,6,1,1,3,0
20150000572226,2015000057222601,1,0,8,2,0,1,3,0
20150000572229,2015000057222901,6,1,12,10,3,1,1,4000
20150000572229,2015000057222902,6,0,12,10,3,2,1,100000
20150000572229,2015000057222903,6,0,2,2,3,2,0,0
20150000572229,2015000057222904,6,1,1,1,3,2,0,0
20150000572229,2015000057222905,6,0,1,0,3,2,0,0
20150000572229,2015000057222906,6,0,19,6,3,1,3,0
20150000572230,2015000057223004,4,1,9,10,3,1,1,65000
20150000572230,2015000057223003,4,0,0,0,3,0,0,0
20150000572230,2015000057223002,4,1,9,11,3,1,1,75000
20150000572230,2015000057223001,4,0,10,11,3,1,1,99000
20150000572232,2015000057223201,1,0,18,11,2,1,1,120000
20150000572238,2015000057223801,4,1,11,6,2,1,3,40000
20150000572238,2015000057223802,4,0,11,6,2,1,1,20000
20150000572238,2015000057223803,4,0,0,0,2,1,0,0
20150000572238,2015000057223804,4,1,7,6,2,2,3,0
20150000572243,2015000057224301,1,0,17,7,0,1,3,0
20150000572246,2015000057224601,2,0,19,6,1,1,3,0
20150000572246,2015000057224602,2,1,18,6,1,1,1,1000
20150000572252,2015000057225202,2,1,9,11,2,2,3,36000
20150000572252,2015000057225201,2,0,9,11,2,1,1,265000
20150000572253,2015000057225303,3,1,21,10,2,1,3,0
20150000572253,2015000057225302,3,0,16,11,2,1,3,0
20150000572253,2015000057225301,3,1,14,8,2,1,1,130000
20150000572254,2015000057225401,1,0,9,6,1,1,1,20000
20150000572255,2015000057225501,1,0,15,6,2,1,1,70000
20150000572258,2015000057225801,3,1,17,7,4,1,1,52000
20150000572258,2015000057225802,3,1,7,6,4,1,1,22000
20150000572258,2015000057225803,3,0,7,8,4,1,1,19000
20150000572261,2015000057226101,2,0,19,2,3,1,3,0
20150000572261,2015000057226102,2,1,8,6,3,1,1,15000
20150000572262,2015000057226201,2,0,9,11,2,2,3,21000
20150000572262,2015000057226202,2,1,8,10,2,1,1,56000
20150000572263,2015000057226301,2,0,16,8,2,1,3,4000
20150000572263,2015000057226302,2,1,6,7,2,2,1,9400
20150000572264,2015000057226402,2,1,2,2,1,2,0,0
20150000572264,2015000057226401,2,0,12,8,1,1,1,70000
20150000572272,2015000057227201,3,1,8,6,0,1,1,24000
20150000572272,2015000057227202,3,1,1,1,0,2,0,0
20150000572272,2015000057227203,3,1,10,7,0,1,3,0
20150000572273,2015000057227301,4,1,9,8,1,1,3,0
20150000572273,2015000057227302,4,1,1,1,1,2,0,0
20150000572273,2015000057227303,4,1,1,1,1,2,0,0
20150000572273,2015000057227304,4,1,1,1,1,2,0,0
20150000572275,2015000057227501,1,1,14,6,1,1,1,58000
20150000572277,2015000057227701,2,1,11,8,1,1,1,50000
20150000572277,2015000057227702,2,0,11,6,1,1,1,40000
20150000572280,2015000057228003,3,0,0,0,3,0,0,0
20150000572280,2015000057228001,3,0,10,6,3,1,1,49900
20150000572280,2015000057228002,3,1,9,11,3,1,1,67200
20150000572283,2015000057228301,2,0,8,11,2,1,1,41500
20150000572283,2015000057228302,2,1,8,10,2,2,1,86000
20150000572284,2015000057228401,2,1,13,11,2,1,1,82000
20150000572284,2015000057228402,2,0,7,6,2,1,1,30000
20150000572285,2015000057228501,4,0,12,10,3,1,1,174000
20150000572285,2015000057228502,4,1,12,10,3,1,1,75000
20150000572285,2015000057228503,4,1,2,2,3,2,0,0
20150000572285,2015000057228504,4,1,2,1,3,2,0,0
20150000572286,2015000057228603,3,1,1,1,3,2,0,0
20150000572286,2015000057228602,3,0,13,6,3,1,1,76000
20150000572286,2015000057228601,3,1,12,10,3,1,1,96000
20150000572287,2015000057228701,3,1,12,6,2,1,2,0
20150000572287,2015000057228702,3,0,7,7,2,2,3,0
20150000572287,2015000057228703,3,0,12,7,2,1,1,36000
20150000572288,2015000057228801,1,1,22,6,0,1,3,0
20150000572291,2015000057229101,1,0,16,7,1,1,3,0
20150000572292,2015000057229201,2,1,16,11,2,1,1,100000
20150000572292,2015000057229202,2,0,16,11,2,1,1,175000
20150000572293,2015000057229301,2,0,9,10,1,1,1,75000
20150000572293,2015000057229302,2,1,9,10,1,1,1,52000
20150000572296,2015000057229602,3,1,8,10,3,1,1,32000
20150000572296,2015000057229601,3,1,12,6,3,1,3,0
20150000572296,2015000057229603,3,0,5,6,3,1,3,0
20150000572299,2015000057229904,4,0,0,0,2,1,0,0
20150000572299,2015000057229903,4,1,1,1,2,2,0,0
20150000572299,2015000057229901,4,0,10,10,2,1,1,403500
20150000572299,2015000057229902,4,1,9,6,2,1,3,0
20150000572305,2015000057230501,3,0,7,6,1,2,3,0
20150000572305,2015000057230502,3,1,0,0,1,0,0,0
20150000572305,2015000057230503,3,1,7,7,1,1,3,0
20150000572306,2015000057230601,3,0,17,6,2,1,3,0
20150000572306,2015000057230602,3,0,9,6,2,1,3,0
20150000572306,2015000057230603,3,1,8,0,2,1,3,0
20150000572312,2015000057231201,3,0,18,6,0,1,3,0
20150000572312,2015000057231202,3,1,21,6,0,1,3,0
20150000572312,2015000057231203,3,0,11,5,0,1,3,0
20150000572313,2015000057231302,3,0,8,7,2,1,1,35000
20150000572313,2015000057231303,3,0,2,2,2,2,0,0
20150000572313,2015000057231301,3,1,12,8,2,1,3,10000
20150000572316,2015000057231601,2,0,13,7,4,1,1,80000
20150000572316,2015000057231602,2,1,4,6,4,2,1,1000
20150000572320,2015000057232001,2,1,13,7,2,2,1,19200
20150000572320,2015000057232002,2,0,13,10,2,1,1,125000
20150000572321,2015000057232101,2,0,18,11,2,1,3,0
20150000572321,2015000057232102,2,1,17,6,2,1,3,0
20150000572322,2015000057232201,5,0,11,10,2,1,1,106000
20150000572322,2015000057232202,5,1,11,10,2,1,3,0
20150000572322,2015000057232203,5,0,2,2,2,2,0,0
20150000572322,2015000057232204,5,0,1,1,2,2,0,0
20150000572322,2015000057232205,5,0,0,0,2,0,0,0
20150000572323,2015000057232304,4,1,0,0,1,0,0,0
20150000572323,2015000057232303,4,1,1,1,1,2,0,0
20150000572323,2015000057232302,4,1,8,6,1,1,3,0
20150000572323,2015000057232301,4,0,9,6,1,1,1,35000
20150000572324,2015000057232401,2,0,15,10,2,1,1,10000
20150000572324,2015000057232402,2,1,16,7,2,1,2,1000
20150000572327,2015000057232701,1,0,15,6,0,1,3,0
20150000572331,2015000057233101,4,1,12,11,2,1,1,140000
20150000572331,2015000057233102,4,0,1,1,2,2,0,0
20150000572331,2015000057233103,4,1,1,1,2,2,0,0
20150000572331,2015000057233104,4,1,12,11,2,1,1,80000
20150000572333,2015000057233305,5,1,5,7,4,2,1,12000
20150000572333,2015000057233303,5,1,7,10,4,1,1,8700
20150000572333,2015000057233304,5,1,6,7,4,2,1,12000
20150000572333,2015000057233301,5,1,6,7,4,2,1,22000
20150000572333,2015000057233302,5,1,8,10,4,2,1,54000
20150000572339,2015000057233901,3,1,14,7,1,1,1,3000
20150000572339,2015000057233902,3,0,12,4,1,1,3,0
20150000572339,2015000057233903,3,1,5,6,1,1,2,1200
20150000572340,2015000057234001,1,1,17,7,1,1,3,0
20150000572341,2015000057234101,1,0,11,10,1,1,1,108000
20150000572344,2015000057234401,2,1,9,10,2,1,1,95000
20150000572344,2015000057234402,2,0,9,11,2,1,1,130000
20150000572346,2015000057234603,3,1,2,2,2,2,0,0
20150000572346,2015000057234601,3,1,13,10,2,1,1,40000
20150000572346,2015000057234602,3,0,13,6,2,1,1,29000
20150000572352,2015000057235202,2,1,9,7,1,2,1,45000
20150000572352,2015000057235201,2,0,10,10,1,1,1,115000
20150000572353,2015000057235301,1,0,9,11,3,1,1,100000
20150000572357,2015000057235701,2,0,13,6,2,1,1,56000
20150000572357,2015000057235702,2,1,13,8,2,1,1,38000
20150000572359,2015000057235901,3,1,13,10,2,1,1,6100
20150000572359,2015000057235902,3,1,3,6,2,2,3,0
20150000572359,2015000057235903,3,0,2,3,2,2,0,0
20150000572361,2015000057236101,2,0,19,6,2,1,1,12000
20150000572361,2015000057236102,2,1,19,6,2,1,3,0
20150000572367,2015000057236701,4,0,12,7,2,1,1,47000
20150000572367,2015000057236702,4,1,11,11,2,1,1,70000
20150000572367,2015000057236703,4,0,2,2,2,2,0,0
20150000572367,2015000057236704,4,1,2,2,2,2,0,0
20150000572369,2015000057236904,4,0,3,4,2,2,3,0
20150000572369,2015000057236903,4,1,4,6,2,2,1,8000
20150000572369,2015000057236901,4,0,12,8,2,2,1,116000
20150000572369,2015000057236902,4,1,12,10,2,2,1,33000
20150000572370,2015000057237001,2,1,20,5,1,1,3,0
20150000572370,2015000057237002,2,1,13,6,1,1,3,0
20150000572371,2015000057237101,4,1,14,7,2,2,1,62000
20150000572371,2015000057237102,4,1,9,2,2,1,3,0
20150000572371,2015000057237103,4,1,20,0,2,1,3,0
20150000572371,2015000057237104,4,0,2,2,2,2,0,0
20150000572373,2015000057237302,2,0,20,6,3,1,1,29800
20150000572373,2015000057237301,2,1,21,6,3,1,3,0
20150000572378,2015000057237802,2,1,15,10,2,1,1,55000
20150000572378,2015000057237801,2,0,15,6,2,1,1,90000
20150000572381,2015000057238101,2,1,11,7,0,1,3,0
20150000572381,2015000057238102,2,1,13,6,0,1,2,102000
20150000572384,2015000057238401,5,0,18,7,0,1,3,0
20150000572384,2015000057238402,5,1,12,7,0,1,3,0
20150000572384,2015000057238403,5,0,8,6,0,2,2,1100
20150000572384,2015000057238404,5,0,6,6,0,2,1,8000
20150000572384,2015000057238405,5,1,3,3,0,2,3,0
20150000572388,2015000057238801,2,1,16,6,2,1,1,15000
20150000572388,2015000057238802,2,1,16,10,2,1,1,4000
20150000572390,2015000057239005,5,0,6,6,4,2,1,9100
20150000572390,2015000057239004,5,0,7,6,4,2,1,5200
20150000572390,2015000057239003,5,1,8,0,4,1,3,0
20150000572390,2015000057239002,5,1,14,6,4,1,3,0
20150000572390,2015000057239001,5,0,14,10,4,1,1,130000
20150000572393,2015000057239301,1,0,20,7,0,1,3,0
20150000572394,2015000057239401,2,0,15,6,2,1,1,80000
20150000572394,2015000057239402,2,1,16,6,2,1,1,30000
20150000572406,2015000057240601,1,1,19,6,0,1,3,0
20150000572409,2015000057240901,2,1,15,10,3,1,1,75000
20150000572409,2015000057240902,2,0,17,8,3,1,1,15000
20150000572412,2015000057241201,1,1,17,8,1,1,3,2000
20150000572413,2015000057241304,4,0,5,5,4,2,2,0
20150000572413,2015000057241303,4,1,7,6,4,2,3,0
20150000572413,2015000057241301,4,0,13,11,4,1,1,190300
20150000572413,2015000057241302,4,1,13,11,4,1,1,890
20150000572415,2015000057241501,4,0,9,10,2,1,1,50000
20150000572415,2015000057241502,4,1,9,10,2,1,3,0
20150000572415,2015000057241503,4,1,0,1,2,2,0,0
20150000572415,2015000057241504,4,1,0,0,2,0,0,0
20150000572416,2015000057241601,4,0,11,7,2,1,1,72000
20150000572416,2015000057241602,4,1,10,11,2,1,3,0
