sla_address_id,resident_workers,residential_students,total_population
48186,9,14,15
49099,12,16,17
48556,7,9,10
47374,81,84,109
41055,5,10,14
37057,15,14,20
38924,72,78,108
39509,74,81,111
39500,61,75,100
49563,71,89,108
46699,66,71,103
48716,66,85,101
46001,14,14,19
37529,62,86,102
37211,10,14,16
35427,60,76,103
36839,11,10,15
44114,62,79,94
40465,67,69,112
38166,63,75,101
37785,14,15,19
45056,15,10,21
48846,11,16,19
36836,73,70,102
44819,70,75,103
34009,10,10,18
49651,76,78,110
39853,9,5,12
48555,10,5,11
48880,10,13,18
44593,15,19,20
45535,76,80,104
40135,63,82,97
48962,78,79,107
37241,73,86,104
49577,17,14,20
42616,10,12,16
45646,13,14,17
43164,72,85,110
48557,14,17,17
45897,16,12,17
48479,7,6,8
48989,11,8,11
39198,85,90,108
43630,8,11,16
35441,12,12,18
44816,69,78,102
44619,81,83,110
45753,66,65,96
42362,8,7,11
37784,14,17,17
46789,9,12,14
48730,14,10,18
42999,8,13,16
48565,13,13,17
41414,7,6,10
38103,8,11,11
36678,15,17,18
49474,11,15,18
48234,14,15,17
38152,67,86,104
49335,8,8,14
49772,16,14,19
48741,12,13,15
46894,63,78,104
35972,11,14,15
34705,82,75,110
44707,14,12,17
40138,70,77,98
47474,65,76,97
38867,74,83,109
49143,11,14,15
48563,9,11,16
38130,73,79,101
40836,62,78,99
41000,12,14,16
48138,11,15,16
49176,14,12,22
36516,74,71,103
47140,10,12,16
44827,71,77,100
48714,64,83,105
46409,59,68,99
41185,8,10,10
47893,10,15,17
41753,72,82,110
43950,64,75,99
44950,70,87,112
39957,58,65,97
43254,14,9,19
48402,13,13,17
38742,90,82,119
47644,69,73,109
47148,75,83,102
41799,60,85,102
42364,13,17,21
46916,79,99,111
49633,76,83,111
38708,10,16,16
47628,60,79,100
42475,13,16,21
45749,61,77,97
36327,13,15,19
48905,9,11,11
36157,12,15,15
49226,5,10,14
49314,9,14,16
49146,11,11,14
36315,68,80,96
47240,12,11,19
49600,11,8,17
44237,58,75,105
49480,18,19,19
46535,8,9,13
35415,14,14,18
40855,11,10,19
41527,54,75,95
49202,11,16,20
46164,12,16,18
48799,15,18,20
48544,8,10,12
48745,8,9,9
41168,75,85,103
49048,12,15,17
45093,16,17,20
35425,76,83,106
37806,70,86,109
45177,60,70,108
48980,9,11,13
49360,9,13,15
49059,10,15,19
39387,73,74,101
49642,11,12,15
37365,8,12,18
48521,6,10,14
48440,6,15,16
49623,5,6,7
42037,62,80,99
47357,9,9,15
40539,8,9,15
41910,9,12,16
41790,9,10,15
47226,10,13,15
39643,14,16,21
44074,11,13,16
49211,11,15,16
40837,12,15,17
48738,71,70,97
36502,12,14,17
47910,10,12,13
49183,8,11,14
42378,10,14,15
43025,78,81,107
39486,15,15,17
49273,15,16,18
49486,67,71,92
42750,8,10,10
48848,16,8,19
39254,69,78,102
39861,12,13,15
48365,5,7,11
49243,13,15,18
40438,14,14,15
48024,10,13,16
48779,77,82,106
42352,75,75,101
49283,8,9,10
43951,68,74,93
42402,65,81,105
49341,7,10,12
37360,79,88,109
46528,11,16,16
49468,12,12,16
49489,8,6,8
48916,7,12,14
39672,11,9,16
48840,11,13,16
43504,59,72,93
43000,13,19,20
40685,12,13,16
41891,5,8,8
37370,9,14,14
48068,13,16,17
46166,75,65,112
43854,9,14,15
44373,11,17,17
38106,73,84,111
36671,17,19,21
48926,13,13,17
35235,9,11,12
48653,11,12,16
38498,17,14,22
47823,9,9,11
40624,11,11,16
43978,70,81,107
43133,12,17,18
45868,16,20,23
45196,80,87,106
48183,12,16,18
36322,13,12,18
43508,5,6,8
47334,15,14,16
49572,63,70,87
49533,13,14,16
48793,10,9,14
42873,10,12,14
40434,8,7,11
47128,16,17,19
47848,7,8,9
42630,66,78,104
38863,13,16,21
39269,74,87,106
46775,9,12,17
37372,12,17,18
47236,69,86,105
35430,64,79,98
34353,60,87,107
47017,67,78,106
49415,20,16,25
35245,86,87,122
49174,15,17,22
49585,10,15,15
49771,7,9,9
46428,10,10,13
41120,72,78,103
39965,67,80,94
49388,13,11,19
47248,18,16,21
40897,66,79,114
37985,67,73,103
49741,11,11,16
49298,10,9,13
43256,58,75,87
45185,9,13,15
48681,6,4,12
49080,9,15,15
37987,65,75,102
41559,12,14,18
35966,11,15,18
38723,71,87,107
44456,8,8,14
45903,61,64,89
49466,12,9,16
49557,19,17,22
36862,16,14,19
44110,69,75,108
49608,14,14,18
37803,51,69,86
43868,75,85,116
42789,80,88,103
48372,10,14,16
41429,13,10,15
37644,71,77,105
47127,7,10,17
36679,14,15,16
41553,73,69,99
42377,9,14,15
49579,14,13,18
34898,15,13,18
44469,67,82,107
49403,9,15,15
47478,67,71,98
44828,66,79,102
48591,17,15,20
34006,12,13,16
46163,13,11,17
42891,71,83,99
39099,59,77,104
48445,8,13,15
39259,81,84,106
46273,14,16,18
39659,9,13,17
40599,65,80,100
39265,74,82,99
40838,13,10,19
47006,9,12,16
49195,6,4,9
49527,66,83,98
47446,9,17,19
48492,61,74,95
41197,81,80,107
41184,6,11,11
48726,10,12,17
48691,14,11,21
40609,65,81,99
49255,11,13,16
49411,10,10,14
48093,68,82,110
39972,12,13,18
45062,6,7,9
47001,13,17,19
41267,9,12,18
46905,16,15,22
48287,64,80,106
41538,10,9,19
48852,67,78,91
35977,21,25,25
39816,13,15,21
41904,76,80,103
41528,78,77,115
45873,15,9,19
47134,64,77,100
49625,14,17,19
42498,7,8,9
47536,12,15,16
42257,71,77,104
43247,8,10,10
37047,11,15,15
44490,11,13,17
44257,6,8,8
48937,64,85,103
36695,68,71,102
37939,8,14,16
49320,14,16,20
48584,7,6,8
49280,17,15,25
49721,9,11,21
48753,16,19,21
42246,7,7,9
43288,65,70,102
37054,8,13,17
49001,8,8,17
41019,61,68,108
48439,10,16,17
46533,74,90,106
45518,12,16,17
48617,17,14,22
49475,11,15,16
49352,15,17,18
38148,63,84,103
49077,8,10,13
49488,13,16,18
35442,15,18,22
49380,11,12,17
48689,16,14,22
41139,12,17,22
42735,13,15,21
39383,9,6,11
49732,11,12,17
40462,13,14,16
49597,12,12,16
38286,63,75,102
39357,12,16,20
39709,8,12,13
45536,10,5,11
46148,9,10,12
37051,8,13,15
44498,13,14,16
42874,14,15,21
43993,3,6,8
43725,6,9,9
40437,72,85,107
49223,12,16,17
40139,79,71,104
39706,11,14,17
45862,15,15,18
48614,12,10,16
49025,17,16,19
49467,10,15,16
49321,5,11,12
37824,63,75,91
39064,12,14,19
44240,63,75,101
40286,64,75,99
49756,11,9,13
49601,8,7,8
48586,16,15,19
46141,7,8,12
47345,9,9,12
36504,13,11,18
41029,56,73,96
43375,68,85,97
42250,7,9,11
37369,13,13,15
42146,67,81,98
40273,68,75,101
36495,8,16,17
34013,10,12,15
39871,80,81,114
42507,68,74,102
40621,68,72,101
48674,5,8,8
47958,13,19,19
43285,11,10,15
49185,8,15,16
44587,19,9,25
48078,9,15,16
48030,5,8,11
48659,6,8,9
49521,8,11,15
44622,10,13,16
36877,61,65,101
36840,9,14,15
37387,77,89,115
46431,9,11,13
45307,12,15,19
35605,15,15,18
47895,12,11,19
40127,5,8,9
49524,13,14,16
41917,62,70,94
42137,78,67,112
41420,12,16,19
46275,5,7,9
49389,8,10,16
48872,13,11,15
48489,12,15,20
39978,69,72,103
41014,10,11,12
49373,12,16,17
39240,15,15,18
41656,14,11,20
40297,12,13,18
44260,73,80,111
49072,10,6,16
43516,5,4,13
46695,14,11,21
48037,13,11,20
42613,12,12,19
44231,85,90,116
48181,5,10,15
49011,8,10,15
39042,7,7,10
49297,11,13,16
48128,13,13,18
40302,54,74,91
36154,11,12,18
49687,13,8,17
37782,10,12,14
41389,11,15,19
40125,6,12,17
43629,73,80,104
39858,11,9,16
49347,9,8,15
35995,13,14,17
46541,11,14,16
45059,68,88,111
44471,8,12,15
37508,11,10,17
48196,13,11,17
49516,12,10,18
47004,15,10,20
49148,5,7,9
49569,70,85,101
41777,76,62,110
46688,9,11,17
34885,9,11,15
48924,4,4,8
49672,6,8,10
45424,12,11,16
39873,4,6,8
43250,12,8,22
46174,13,11,18
36858,12,10,19
40412,14,14,17
46899,67,79,107
37652,12,10,17
47772,14,10,18
49179,7,6,10
39690,4,7,10
48996,8,8,10
39532,6,5,10
49140,8,11,14
49356,12,8,17
45422,8,13,15
48945,9,11,12
44728,68,85,102
48908,16,9,18
46776,10,9,16
39528,9,13,15
38682,64,81,97
48684,7,9,15
47453,71,77,106
37393,72,80,104
38671,4,8,9
39370,73,77,102
48566,12,16,18
48290,6,8,15
48835,9,8,14
38679,59,75,100
48414,9,12,18
39497,5,2,10
37392,7,12,14
38165,11,14,15
46527,5,10,14
43140,7,5,9
39405,6,7,9
42622,8,12,15
48551,4,6,9
49530,13,15,20
46294,9,12,15
49338,10,15,17
49570,10,15,22
34517,63,80,100
49668,4,7,8
45526,11,12,18
40247,13,15,17
42757,72,82,99
36854,10,8,18
49662,9,13,16
48791,75,80,112
45173,72,84,107
47544,18,15,24
39836,63,80,101
49543,76,77,111
43753,9,11,16
49215,13,13,18
40275,5,8,9
49160,10,13,20
49212,12,10,18
48090,6,5,11
40760,9,10,12
46880,8,13,15
47231,58,76,98
48242,9,13,14
49371,17,11,20
38851,10,15,17
48920,10,12,17
48772,11,13,19
46540,14,14,18
43853,9,10,13
42744,7,8,12
49673,5,8,9
40002,61,81,105
40140,8,6,10
39559,6,5,13
49751,9,14,15
48833,11,11,17
40389,8,10,12
42119,5,9,15
43749,3,6,7
40533,9,12,15
48860,9,13,15
48687,12,13,17
42238,58,70,95
46661,12,13,16
45627,4,5,7
40894,61,65,92
41296,68,79,110
39675,11,12,18
48070,10,12,14
48454,9,11,18
36500,10,16,18
49267,7,11,14
48847,11,12,17
40426,3,5,7
49251,6,9,16
47227,8,12,18
36321,11,14,18
44620,4,6,7
48798,9,11,14
48883,14,18,22
48764,14,14,18
49546,6,8,8
46032,5,6,12
48377,4,8,9
49201,8,15,16
42245,57,82,105
49609,4,7,9
38517,66,86,99
39487,14,12,25
49109,10,13,16
48256,66,81,95
46656,12,11,18
48490,9,14,14
44842,12,11,18
42788,67,79,106
47951,13,6,18
40724,70,63,110
45324,11,14,16
38503,12,13,16
45865,13,14,16
40874,60,76,99
49419,16,11,19
48011,15,13,20
35970,12,13,16
48291,16,16,17
37355,6,6,11
47541,7,11,15
48116,17,15,20
48832,8,10,16
48758,15,16,19
42614,16,17,18
49394,7,13,14
44496,11,13,13
45428,5,11,12
48447,10,12,14
49247,10,7,12
43863,5,9,9
43989,7,8,10
44592,7,10,12
41311,5,8,9
44689,8,5,11
41011,9,9,10
48839,4,10,10
39090,73,77,95
45560,13,12,15
45186,6,13,14
48991,12,16,18
48295,13,12,16
49664,16,17,20
42865,12,15,17
42484,8,10,14
43948,12,12,15
42243,12,14,16
48130,12,12,19
48237,11,14,15
44481,10,10,11
47036,75,80,106
37038,14,19,23
45773,65,84,101
49378,14,10,18
48545,12,16,18
43497,9,8,11
47026,11,13,14
42741,11,13,16
42367,10,14,17
48073,15,18,18
48399,10,15,17
49037,7,11,14
49717,11,7,15
47452,9,10,16
48829,8,9,17
43952,79,90,111
49698,12,13,18
48670,10,10,17
40592,65,72,102
36869,17,15,21
38486,67,82,99
48915,18,14,25
49010,6,11,16
47690,10,15,19
47274,6,9,9
48362,9,9,13
48618,14,12,17
35807,9,13,15
47558,9,11,14
49705,5,8,10
41009,4,7,8
35061,12,9,17
49420,10,14,19
47238,11,14,16
49596,10,10,18
48195,12,9,17
47352,8,9,15
46144,8,12,14
48658,13,15,20
45429,7,9,15
42508,9,11,16
42643,9,5,12
34896,10,11,16
48987,10,13,16
46896,9,11,16
49591,12,10,16
41653,76,82,105
49231,5,14,17
39349,12,18,20
39057,15,13,20
45287,7,11,14
49510,5,11,15
48923,14,13,18
49478,9,12,14
42008,8,11,15
40391,7,10,13
42260,11,13,19
49319,4,4,6
46690,58,79,104
37367,8,10,17
41388,6,11,17
49418,8,9,12
49302,7,8,14
49782,67,87,102
49760,8,11,14
48480,7,10,14
47476,3,6,11
49390,10,10,15
35976,10,11,18
45517,14,17,19
43643,77,82,110
39252,10,14,17
49181,14,16,17
48449,6,10,12
48412,70,87,108
34895,6,10,13
40862,5,7,10
48710,3,6,9
45195,11,9,16
49775,3,8,10
35429,15,15,20
43255,10,12,15
48697,9,13,15
44708,5,8,15
42240,63,77,105
48712,12,10,19
46902,12,15,18
48873,10,13,16
45770,72,96,104
46668,7,6,13
45631,5,4,13
48988,4,6,11
48831,10,12,15
49699,70,73,104
49358,11,12,18
43136,64,68,101
48407,14,18,19
48715,6,7,8
46893,7,8,9
38488,5,8,8
46000,12,16,19
44371,9,13,16
48975,5,6,9
45191,12,12,16
48636,9,7,14
49336,3,5,7
49337,10,16,18
46397,12,13,16
40686,10,8,15
37045,11,9,19
37665,6,9,16
42901,4,7,10
42746,5,4,8
48077,13,15,17
40006,5,8,10
49439,8,11,17
49556,8,9,11
46771,11,15,18
40872,76,83,112
43128,9,6,11
49248,8,12,14
43491,12,13,19
48809,12,10,15
48727,11,12,15
48688,5,9,12
47003,12,10,16
49649,7,11,14
47121,8,10,13
36866,10,12,14
41150,10,7,11
48129,10,12,15
49400,11,10,18
45427,7,10,15
43295,6,12,13
48849,6,7,8
49748,16,11,21
48662,19,10,24
48682,6,9,11
48919,5,6,9
40159,79,77,111
46301,12,13,16
42005,14,12,17
49598,11,11,17
48797,7,8,9
49729,12,13,17
46898,5,6,7
47451,15,15,20
49363,10,15,18
41791,9,11,16
49242,9,10,13
47132,15,17,22
49391,9,13,13
48690,8,13,16
43982,5,6,9
48441,10,10,20
44743,13,12,17
45164,67,71,98
44865,7,6,9
42353,10,12,16
49550,70,87,100
39017,14,13,20
35624,10,11,17
49228,11,9,15
49399,8,13,15
35967,8,6,10
39100,10,11,15
49342,13,15,19
49437,10,11,14
45401,13,16,18
39708,11,9,17
37049,11,12,15
48867,13,15,17
49763,15,13,21
48777,13,18,19
48481,11,17,17
43955,10,10,20
45060,10,11,12
47129,13,14,21
36508,79,87,107
36158,9,17,17
47703,11,12,18
48084,15,12,17
49269,10,13,15
43485,15,15,18
47008,7,13,17
47443,10,9,17
47009,9,13,17
36837,16,19,22
46136,11,12,14
48612,9,17,17
43495,7,10,10
41671,11,10,17
49020,11,13,16
46669,8,7,9
43260,13,13,18
47010,13,8,20
49707,7,8,12
45400,9,13,18
41526,10,5,13
41438,8,6,9
49340,12,14,16
47832,15,16,22
49387,9,9,15
48910,11,9,15
36150,10,14,17
48421,81,78,108
35060,12,13,13
39353,14,15,19
49409,16,12,17
41271,7,12,14
37040,17,20,22
49745,7,9,17
49734,11,11,16
41892,6,8,9
49187,10,6,14
48698,11,12,14
49012,12,10,19
39081,8,8,13
49167,13,14,18
46398,4,7,7
45300,17,17,21
49133,9,12,14
39558,8,7,9
42239,11,13,18
49430,13,17,18
39855,11,15,16
45754,7,7,8
35789,10,13,16
39378,62,85,97
48826,13,13,16
41443,8,6,11
49500,12,8,15
48906,14,16,17
43964,9,12,14
45559,11,12,17
49652,8,8,8
48675,7,9,9
37032,12,17,21
48337,6,7,8
37044,9,12,14
48807,16,15,19
36851,11,15,15
36497,9,11,12
47911,10,8,13
36855,11,13,17
48718,10,12,16
47776,8,11,16
42361,9,14,14
41401,12,11,14
47457,9,12,13
41013,6,8,8
42253,9,14,16
46406,13,11,17
48900,6,5,9
49210,10,12,17
49349,8,13,14
48406,11,12,17
45744,10,10,12
43396,6,10,10
48625,10,14,14
41301,10,10,15
40270,9,13,14
49091,18,15,22
36681,13,16,18
37213,12,9,15
40131,8,8,9
49451,13,16,16
48121,12,14,17
48616,12,14,16
48757,3,9,11
47954,9,13,16
34899,10,10,14
37645,12,13,13
49240,14,15,16
43842,14,14,18
48810,13,11,15
39393,8,13,13
49517,8,12,17
48893,13,14,21
36518,11,10,14
49170,8,12,14
44597,9,6,11
45746,17,14,20
48021,10,13,16
49196,11,12,15
45543,11,13,16
48749,11,13,17
44864,6,7,11
42487,12,11,15
49205,13,15,16
49070,13,12,19
47561,7,6,9
42638,67,89,105
45628,6,8,9
48029,9,7,12
46266,11,10,13
48371,12,14,15
48148,5,6,8
49105,8,8,9
48026,10,11,12
41012,6,8,9
46142,9,15,15
46652,14,20,20
49252,10,13,13
42615,14,10,18
48333,13,13,14
43129,13,13,19
48622,8,12,14
44598,77,90,101
49428,5,6,6
44126,15,11,18
46660,10,13,17
49192,16,15,19
37661,12,9,16
37037,11,10,18
48089,8,10,13
48656,8,10,12
47343,12,16,19
48736,5,9,9
49372,11,11,15
39674,12,14,15
48983,13,8,17
38711,12,13,17
48444,12,12,14
47447,12,13,18
38850,13,19,19
49759,13,12,20
35080,14,14,18
44334,13,14,18
38740,4,8,9
48115,11,11,16
42256,14,11,18
48958,8,11,13
47959,8,13,15
49178,10,15,17
49536,11,9,18
47972,9,12,13
48596,9,12,20
48456,7,12,14
48173,6,7,13
49656,11,11,17
49050,11,15,16
48927,13,14,19
44213,11,12,14
43871,22,16,24
39526,7,7,9
47375,8,7,15
35609,11,5,15
48578,13,10,18
46295,10,12,13
49313,18,14,20
44219,15,16,18
44130,11,13,15
49686,6,5,10
48755,67,83,99
43881,9,12,14
49770,13,11,15
41306,6,6,10
43646,5,4,13
49435,15,12,19
42490,8,12,15
42370,12,10,14
48696,14,12,17
46269,13,17,19
43021,12,15,17
49646,67,75,107
47012,16,11,18
49762,10,15,16
49045,11,12,15
48552,8,7,13
36676,15,11,22
49578,15,9,17
49104,11,9,14
45549,15,10,18
48763,15,13,19
47365,10,7,11
49743,8,13,15
49288,10,14,15
46300,4,5,7
47007,6,10,10
49353,11,17,21
36496,8,9,16
40720,3,7,7
41522,11,8,17
39391,13,13,17
43008,6,8,9
49241,14,11,18
42881,7,9,9
49548,15,17,18
40689,8,13,15
43265,9,7,15
44714,8,13,13
40711,12,9,17
40574,8,12,14
49377,11,12,17
45777,7,10,11
45555,13,16,16
49629,14,14,19
48825,8,13,14
49496,12,14,17
49049,11,15,16
43944,16,17,21
44372,9,11,14
48123,15,15,20
36861,15,11,19
49350,15,12,24
43736,7,9,9
42736,17,18,20
37518,13,13,21
40458,8,8,12
46140,12,11,12
35969,13,16,19
47630,18,20,20
42128,7,11,11
48664,3,8,9
47955,17,12,21
43847,11,12,16
44832,5,5,9
49639,12,15,17
36859,12,13,18
49678,8,12,13
37778,11,17,18
39390,13,10,18
46693,12,13,16
43762,8,9,9
38549,15,12,17
46139,11,12,17
48436,11,12,14
44262,9,6,14
40009,5,10,14
47956,7,9,9
39542,9,10,16
48516,6,8,10
48135,13,16,18
49318,9,8,10
41391,11,12,17
38672,6,7,10
39220,12,14,16
45444,10,13,15
48364,8,10,10
37222,17,19,20
41308,4,5,8
39545,12,16,19
37684,5,8,8
46542,17,16,19
49222,12,13,13
48588,11,16,17
49747,11,10,19
47553,66,76,94
44741,9,14,15
36341,12,13,18
47844,10,14,14
46778,3,6,7
49102,8,14,16
47449,6,8,10
49073,13,12,17
47915,11,15,15
48182,9,14,15
49679,9,5,14
48724,16,21,23
46657,12,10,18
49325,5,8,10
43610,15,18,18
49405,15,19,20
49443,8,11,15
41765,7,7,9
45879,65,86,97
48137,13,16,16
39065,12,18,21
47346,13,15,15
44972,11,13,15
37039,10,12,17
36506,11,12,15
37941,10,13,15
49555,12,16,16
47367,7,9,11
42255,5,8,8
38122,4,6,10
49416,9,15,16
48453,8,11,12
45083,13,11,16
45524,11,13,16
49159,13,15,17
39845,9,9,16
47235,14,13,17
49098,1,9,10
38890,12,16,19
45538,10,13,17
49173,12,13,16
48018,10,14,17
48700,11,10,16
43947,6,7,14
36669,12,14,18
48619,17,18,22
48413,17,14,22
46658,14,16,22
36176,13,13,17
49264,11,13,17
40563,9,13,21
36492,11,10,14
44744,13,12,18
48821,7,8,14
44712,10,12,21
43143,8,7,10
48896,10,13,14
48892,13,16,23
39350,16,16,20
49145,4,9,13
41547,6,11,14
41395,13,16,19
44343,11,13,15
47464,9,13,16
48754,11,12,17
37060,8,14,16
43857,14,12,19
34350,8,13,19
48452,10,10,17
47845,8,8,15
45170,9,9,13
37659,14,15,18
49171,8,10,15
39663,8,10,11
49603,10,14,15
38469,5,3,14
48147,9,5,15
48956,14,12,17
45175,18,21,22
43294,11,10,16
49512,3,7,8
44123,6,4,10
49057,9,13,15
49614,7,11,13
44370,11,14,19
40740,8,10,14
48542,10,14,17
39799,8,9,11
48334,11,15,17
42371,11,12,17
49164,14,19,19
48127,10,12,16
48911,12,13,16
47623,8,10,14
43862,7,9,10
48870,9,15,16
43845,4,15,16
38515,13,15,18
36505,12,17,17
45869,13,14,18
36174,8,8,15
43515,6,6,9
37043,6,14,15
49395,13,12,18
39998,6,9,9
45405,11,15,15
49442,15,10,18
47259,14,15,24
49270,14,12,19
45520,14,13,16
41558,8,9,9
47625,10,14,16
48118,7,11,19
49064,9,14,17
48523,13,13,19
45061,6,6,9
37371,9,11,15
40123,13,14,17
37377,12,11,22
49665,12,11,17
49165,15,14,19
37046,12,12,19
49638,15,16,20
49345,15,14,19
47130,16,10,19
48794,13,12,20
45870,14,15,21
48917,6,11,14
45430,11,15,19
48982,10,12,16
48657,12,13,17
48410,8,13,15
39688,10,15,15
46777,13,16,20
49607,9,16,16
46543,17,14,20
47966,11,8,13
49561,17,12,21
37520,12,11,17
48131,8,9,9
48483,11,17,17
41154,7,5,12
49354,15,12,19
40468,13,11,24
48374,9,15,16
41411,7,10,10
49250,9,12,18
40456,9,10,10
47252,6,9,9
48146,10,8,13
49026,11,12,15
44205,17,14,19
35604,9,14,15
48930,17,14,19
48787,10,13,15
48773,6,8,9
49621,11,13,16
49131,18,15,19
42499,7,11,13
48079,10,12,16
43735,5,8,9
42125,4,7,8
38485,5,5,10
49483,10,11,15
46006,14,14,18
49376,9,13,14
37940,9,14,15
47131,13,9,18
49738,16,15,18
47849,12,11,15
42127,16,16,21
46768,14,14,17
48177,6,9,10
48450,6,6,8
49279,7,11,15
48255,10,6,11
36691,13,16,17
45778,8,16,16
49562,6,7,9
48585,13,13,19
45395,10,16,19
46002,6,7,9
49567,7,10,17
38853,9,13,19
39189,12,16,17
49282,14,14,18
39718,10,5,15
49462,10,10,19
42765,5,8,8
42747,5,5,9
44848,12,16,19
40575,14,17,17
41651,2,7,7
40999,10,12,15
47249,13,14,22
44609,8,8,11
36680,14,17,18
48709,9,10,10
49485,13,14,16
48244,6,7,8
36177,7,10,17
48593,7,11,13
48771,12,10,16
48191,7,10,13
48564,13,13,19
45747,9,10,15
35806,21,12,21
49509,13,13,16
46887,14,15,18
49531,16,13,19
49412,13,13,16
42486,15,16,21
48803,11,14,17
38706,6,11,14
35993,16,15,20
46667,11,11,14
44333,13,13,19
49017,14,15,22
47974,12,8,18
49502,13,12,18
38683,11,11,15
38354,18,20,25
48284,11,7,13
49392,16,13,23
47469,11,18,22
46305,13,16,22
45558,12,16,17
40895,65,73,104
43498,8,11,15
49191,8,11,15
46530,13,14,19
48936,3,7,8
45174,13,17,18
49636,13,13,17
45304,16,18,24
48396,14,13,20
48673,8,11,12
48888,12,16,17
49733,15,13,20
48201,7,6,9
39866,5,7,10
42875,15,6,17
42621,16,8,19
42518,18,11,20
47970,13,15,19
49274,13,15,17
49456,11,5,17
43843,12,9,13
48369,13,15,19
49611,16,10,18
44378,15,14,23
40322,8,10,12
49147,9,11,16
38328,15,11,21
48891,15,13,19
39551,5,5,8
39066,15,13,21
48762,15,11,17
42885,18,15,22
49186,9,11,14
43848,14,16,19
48792,16,13,17
43943,7,6,8
46404,10,11,15
44690,7,7,10
49655,10,9,12
40475,6,8,9
45630,8,13,13
43737,14,12,19
48032,9,15,16
46302,12,15,17
46175,8,13,15
38888,12,12,14
44090,15,18,21
48193,13,16,17
49742,16,17,18
43005,17,17,20
49299,10,11,14
45189,12,14,17
49506,13,12,19
49465,12,13,15
38891,12,16,16
42375,8,9,12
46885,14,19,21
39654,13,7,16
47965,7,11,19
49777,11,12,21
48184,14,12,20
37938,13,19,23
49244,9,6,12
46889,8,7,15
47691,10,15,17
47689,9,15,20
36848,14,13,23
46172,9,10,14
39869,6,9,12
49519,10,9,21
48027,11,14,15
46666,9,12,15
47964,16,12,19
46684,10,9,12
42997,15,9,17
46402,10,10,14
44742,6,10,10
48133,8,5,11
48984,9,15,18
49445,15,14,18
49089,15,17,18
48671,16,15,21
49544,9,12,12
49287,9,11,16
49477,15,16,21
49118,13,18,18
39832,10,13,16
40538,8,13,14
45187,12,11,18
48638,11,13,16
47629,11,12,22
44866,13,12,19
39811,14,14,20
42355,4,10,17
49576,7,12,15
47014,7,8,8
48254,2,6,8
49735,9,8,10
49013,12,16,18
49718,8,12,13
37041,12,13,17
49752,7,12,12
46403,15,17,18
40534,9,13,15
44089,6,6,8
49069,7,7,10
49725,14,16,18
48180,9,11,11
49568,10,13,18
37507,9,16,21
43880,8,6,14
48332,19,15,23
38887,16,14,17
48126,7,9,10
42618,9,15,15
46145,15,13,17
37064,12,11,18
45286,14,15,21
47773,9,9,16
49108,11,13,16
42635,9,9,10
49266,13,20,25
48654,9,13,16
43994,6,6,10
44588,11,14,16
47445,6,12,15
39019,16,15,21
46886,12,13,15
48494,5,7,9
49031,13,15,16
44245,6,8,8
49316,8,13,14
49393,12,15,15
38123,9,10,11
36853,9,12,14
49689,8,7,9
37511,9,12,15
45306,10,13,15
48558,16,11,20
49129,13,17,17
38546,8,11,12
49230,11,16,17
45190,12,13,16
39192,13,18,18
49203,7,9,10
48918,8,14,16
48949,17,16,22
49414,13,15,18
40598,13,7,16
41655,5,10,10
48595,14,14,16
37368,14,11,22
43374,10,11,15
44585,5,10,12
42488,15,15,19
48977,11,15,18
46137,10,13,14
42251,12,13,17
49444,8,8,12
49438,7,12,12
49095,12,17,17
48288,14,16,17
41152,11,7,11
47120,13,18,23
37512,15,20,20
36668,9,10,15
36674,8,13,14
43727,12,14,20
35975,16,18,18
43004,12,18,18
42886,8,9,9
46138,12,15,16
47467,12,13,16
47828,7,9,11
49727,14,17,19
39800,7,4,15
48904,13,15,20
48827,15,14,21
48720,12,13,20
49276,10,13,15
47342,11,14,15
48641,6,7,9
49214,16,12,23
49744,13,14,19
37783,13,16,18
48637,11,14,18
48998,9,10,15
41390,6,13,19
43945,10,13,17
49566,14,17,19
37204,8,6,12
39683,5,10,11
34183,9,14,16
38126,7,6,10
42259,10,14,17
46412,13,12,20
39719,3,7,8
48416,9,13,17
43377,8,13,17
49423,13,14,18
49132,9,14,15
48882,8,12,19
40154,12,7,12
40005,7,11,13
48446,10,14,17
49583,12,12,21
49453,9,12,15
45399,8,13,15
49014,14,14,18
48695,14,13,19
48033,6,8,8
49471,13,15,23
45557,10,13,15
36344,13,15,17
48484,12,14,18
39038,9,9,14
45763,8,12,15
44132,13,14,19
48513,13,12,17
48589,8,6,10
48294,13,13,18
47019,12,11,17
48721,12,16,18
42354,10,12,15
49688,5,9,11
40903,3,5,7
49470,6,9,10
39715,8,9,10
49481,9,12,13
49333,8,6,13
41903,9,9,10
40715,7,7,8
46882,12,11,17
45554,12,14,19
41672,12,12,14
42483,11,9,16
46538,7,10,13
48960,10,15,15
48859,5,6,11
49172,14,12,18
43618,2,4,9
39720,7,9,9
44120,9,9,10
39527,12,11,16
49693,6,7,9
48805,13,15,20
49254,13,12,16
49749,12,11,14
49315,9,12,15
48457,12,14,16
49534,9,14,14
41268,17,15,20
49141,15,13,17
43405,12,14,22
49564,13,11,19
35994,8,12,21
49551,11,13,14
46042,11,16,18
48394,8,14,14
41889,8,11,14
47551,5,7,9
36880,10,9,12
37691,13,12,18
48404,13,16,18
49004,14,14,18
48946,16,13,20
48828,7,12,16
49484,10,8,11
35795,12,15,21
48620,8,9,17
