,hhid,indid,APER,gender,age,educ,vehicles,income,school,employment,x,y
4595,56210023,5621002302,2,1,9,11,4,87000,1,1,472124.227037,145851.870702
4596,56210024,5621002402,2,1,9,11,4,87000,1,1,483506.687709,162868.84159
4597,56210025,5621002502,2,1,9,11,4,87000,1,1,506631.05518100003,164067.219822
4598,56210026,5621002602,2,1,9,11,4,87000,1,1,489377.641109,172575.705266
4599,56210000,5621000001,2,0,10,11,4,134000,1,1,459184.166483,145732.032878
4600,56210001,5621000101,2,0,10,11,4,134000,1,1,492373.025496,149926.356689
4601,56210002,5621000201,2,0,10,11,4,134000,1,1,472483.673163,142616.249476
4602,56210003,5621000301,2,0,10,11,4,134000,1,1,462898.443123,144413.816824
4603,56210004,5621000401,2,0,10,11,4,134000,1,1,456188.782095,135905.33138
4604,56210005,5621000501,2,0,10,11,4,134000,1,1,477755.54968500003,154959.545262
4605,56210006,5621000601,2,0,10,11,4,134000,1,1,456188.782095,142855.925123
4606,56210007,5621000701,2,0,10,11,4,134000,1,1,471525.150159,137942.574373
4607,56210008,5621000801,2,0,10,11,4,134000,1,1,481110.38019899995,170059.110979
4608,56210009,5621000901,2,0,10,11,4,134000,1,1,493211.733125,171856.678327
4609,56210010,5621001001,2,0,10,11,4,134000,1,1,464815.48913100007,145372.519409
4610,56210011,5621001101,2,0,10,11,4,134000,1,1,489497.456484,165744.949346
4611,56210012,5621001201,2,0,10,11,4,134000,1,1,489377.641109,165385.435876
4612,56210013,5621001301,2,0,10,11,4,134000,1,1,474280.903796,154360.356146
4613,56210014,5621001401,2,0,10,11,4,134000,1,1,483746.31846000004,172336.029619
4614,56210015,5621001501,2,0,10,11,4,134000,1,1,485783.17984399997,144174.141177
4615,56210016,5621001601,2,0,10,11,4,134000,1,1,457267.120475,134467.277502
4616,56210017,5621001701,2,0,10,11,4,134000,1,1,474520.534547,154240.518323
4617,56210018,5621001801,2,0,10,11,4,134000,1,1,469488.28877600003,137702.898727
4618,56210019,5621001901,2,0,10,11,4,134000,1,1,461221.02786599996,144174.141177
4619,56210020,5621002001,2,0,10,11,4,134000,1,1,461700.28936800006,146570.89764100002
4620,56210021,5621002101,2,0,10,11,4,134000,1,1,468649.581147,145013.00594
4621,56210022,5621002201,2,0,10,11,4,134000,1,1,492133.394745,157715.815194
4622,56210023,5621002301,2,0,10,11,4,134000,1,1,472124.227037,145851.870702
4623,56210024,5621002401,2,0,10,11,4,134000,1,1,483506.687709,162868.84159
4624,56210025,5621002501,2,0,10,11,4,134000,1,1,506631.05518100003,164067.219822
4625,56210026,5621002601,2,0,10,11,4,134000,1,1,489377.641109,172575.705266
4626,56570000,5657000001,1,1,20,6,1,0,1,3,470207.18102899997,142975.762946
4627,56860000,5686000001,1,1,9,10,1,42000,1,1,472843.11928999994,145492.35723199998
4628,56870000,5687000001,1,0,13,6,2,40000,1,1,455829.33596899995,136624.358318
4629,56870001,5687000101,1,0,13,6,2,40000,1,1,462538.996997,144893.16811600002
4630,56880000,5688000001,1,1,14,6,0,82000,1,1,484585.02608900005,169699.59751
4631,57130000,5713000001,1,1,15,11,2,112000,1,1,482188.718579,155438.896554
4632,57130001,5713000101,1,1,15,11,2,112000,1,1,460142.689487,142616.249476
4633,57130002,5713000201,1,1,15,11,2,112000,1,1,503276.224667,163827.544175
4634,57160000,5716000001,3,1,7,10,3,45800,1,1,472603.48853900004,146211.384171
4635,57160001,5716000101,3,1,7,10,3,45800,1,1,461580.47399300005,145372.519409
4636,57160002,5716000201,3,1,7,10,3,45800,1,1,469128.842649,137343.385257
4637,57160003,5716000301,3,1,7,10,3,45800,1,1,490575.79486400005,139979.817367
4638,57160004,5716000401,3,1,7,10,3,45800,1,1,461820.10474399995,145132.843763
4639,57160005,5716000501,3,1,7,10,3,45800,1,1,506391.42443,163827.544175
4640,57160006,5716000601,3,1,7,10,3,45800,1,1,461700.28936800006,145372.519409
4641,57160007,5716000701,3,1,7,10,3,45800,1,1,457506.751226,133149.06144700001
4642,57160008,5716000801,3,1,7,10,3,45800,1,1,494889.148382,175691.488668
4643,57160009,5716000901,3,1,7,10,3,45800,1,1,461939.92011899996,141897.222537
4644,57160010,5716001001,3,1,7,10,3,45800,1,1,461700.28936800006,146930.41111
4645,57160011,5716001101,3,1,7,10,3,45800,1,1,455469.88984200003,135785.493556
4646,57160012,5716001201,3,1,7,10,3,45800,1,1,457267.120475,135545.81790999998
4647,57160013,5716001301,3,1,7,10,3,45800,1,1,482308.533954,151484.24839000002
4648,57160014,5716001401,3,1,7,10,3,45800,1,1,475598.87292600004,142616.249476
4649,57160015,5716001501,3,1,7,10,3,45800,1,1,455589.70521800005,138062.412196
4650,57160016,5716001601,3,1,7,10,3,45800,1,1,476677.21130600007,146331.221994
4651,57160017,5716001701,3,1,7,10,3,45800,1,1,485423.733717,153401.65356099998
4652,57160018,5716001801,3,1,7,10,3,45800,1,1,469368.4734,144054.303354
4653,57160019,5716001901,3,1,7,10,3,45800,1,1,459783.24336,148248.627165
4654,57160020,5716002001,3,1,7,10,3,45800,1,1,479193.334191,147289.92458
4655,57160021,5716002101,3,1,7,10,3,45800,1,1,455949.15134399995,140698.84430599998
4656,57160000,5716000002,3,1,8,10,3,45000,1,1,472603.48853900004,146211.384171
4657,57160001,5716000102,3,1,8,10,3,45000,1,1,461580.47399300005,145372.519409
4658,57160002,5716000202,3,1,8,10,3,45000,1,1,469128.842649,137343.385257
4659,57160003,5716000302,3,1,8,10,3,45000,1,1,490575.79486400005,139979.817367
4660,57160004,5716000402,3,1,8,10,3,45000,1,1,461820.10474399995,145132.843763
4661,57160005,5716000502,3,1,8,10,3,45000,1,1,506391.42443,163827.544175
4662,57160006,5716000602,3,1,8,10,3,45000,1,1,461700.28936800006,145372.519409
4663,57160007,5716000702,3,1,8,10,3,45000,1,1,457506.751226,133149.06144700001
4664,57160008,5716000802,3,1,8,10,3,45000,1,1,494889.148382,175691.488668
4665,57160009,5716000902,3,1,8,10,3,45000,1,1,461939.92011899996,141897.222537
4666,57160010,5716001002,3,1,8,10,3,45000,1,1,461700.28936800006,146930.41111
4667,57160011,5716001102,3,1,8,10,3,45000,1,1,455469.88984200003,135785.493556
4668,57160012,5716001202,3,1,8,10,3,45000,1,1,457267.120475,135545.81790999998
4669,57160013,5716001302,3,1,8,10,3,45000,1,1,482308.533954,151484.24839000002
4670,57160014,5716001402,3,1,8,10,3,45000,1,1,475598.87292600004,142616.249476
4671,57160015,5716001502,3,1,8,10,3,45000,1,1,455589.70521800005,138062.412196
4672,57160016,5716001602,3,1,8,10,3,45000,1,1,476677.21130600007,146331.221994
4673,57160017,5716001702,3,1,8,10,3,45000,1,1,485423.733717,153401.65356099998
4674,57160018,5716001802,3,1,8,10,3,45000,1,1,469368.4734,144054.303354
4675,57160019,5716001902,3,1,8,10,3,45000,1,1,459783.24336,148248.627165
4676,57160020,5716002002,3,1,8,10,3,45000,1,1,479193.334191,147289.92458
4677,57160021,5716002102,3,1,8,10,3,45000,1,1,455949.15134399995,140698.84430599998
4678,57160000,5716000003,3,1,7,10,3,45000,1,1,472603.48853900004,146211.384171
4679,57160001,5716000103,3,1,7,10,3,45000,1,1,461580.47399300005,145372.519409
4680,57160002,5716000203,3,1,7,10,3,45000,1,1,469128.842649,137343.385257
4681,57160003,5716000303,3,1,7,10,3,45000,1,1,490575.79486400005,139979.817367
4682,57160004,5716000403,3,1,7,10,3,45000,1,1,461820.10474399995,145132.843763
4683,57160005,5716000503,3,1,7,10,3,45000,1,1,506391.42443,163827.544175
4684,57160006,5716000603,3,1,7,10,3,45000,1,1,461700.28936800006,145372.519409
4685,57160007,5716000703,3,1,7,10,3,45000,1,1,457506.751226,133149.06144700001
4686,57160008,5716000803,3,1,7,10,3,45000,1,1,494889.148382,175691.488668
4687,57160009,5716000903,3,1,7,10,3,45000,1,1,461939.92011899996,141897.222537
4688,57160010,5716001003,3,1,7,10,3,45000,1,1,461700.28936800006,146930.41111
4689,57160011,5716001103,3,1,7,10,3,45000,1,1,455469.88984200003,135785.493556
4690,57160012,5716001203,3,1,7,10,3,45000,1,1,457267.120475,135545.81790999998
4691,57160013,5716001303,3,1,7,10,3,45000,1,1,482308.533954,151484.24839000002
4692,57160014,5716001403,3,1,7,10,3,45000,1,1,475598.87292600004,142616.249476
4693,57160015,5716001503,3,1,7,10,3,45000,1,1,455589.70521800005,138062.412196
4694,57160016,5716001603,3,1,7,10,3,45000,1,1,476677.21130600007,146331.221994
4695,57160017,5716001703,3,1,7,10,3,45000,1,1,485423.733717,153401.65356099998
4696,57160018,5716001803,3,1,7,10,3,45000,1,1,469368.4734,144054.303354
4697,57160019,5716001903,3,1,7,10,3,45000,1,1,459783.24336,148248.627165
4698,57160020,5716002003,3,1,7,10,3,45000,1,1,479193.334191,147289.92458
4699,57160021,5716002103,3,1,7,10,3,45000,1,1,455949.15134399995,140698.84430599998
4700,57320000,5732000001,2,1,13,6,2,39000,2,1,498603.42502200004,168980.570571
4701,57320001,5732000101,2,1,13,6,2,39000,2,1,480151.857195,160711.76077300002
4702,57320000,5732000002,2,1,10,6,2,47700,1,1,498603.42502200004,168980.570571
4703,57320001,5732000102,2,1,10,6,2,47700,1,1,480151.857195,160711.76077300002
4704,57340000,5734000001,1,1,15,2,2,0,1,3,489737.08723500004,174972.461729
4705,57340001,5734000101,1,1,15,2,2,0,1,3,498363.794271,164666.408937
4706,57340002,5734000201,1,1,15,2,2,0,1,3,469967.55027799995,139859.979544
4707,57340003,5734000301,1,1,15,2,2,0,1,3,481949.08782799996,143814.62770799999
4708,57340004,5734000401,1,1,15,2,2,0,1,3,460741.76636400004,145492.35723199998
4709,57340005,5734000501,1,1,15,2,2,0,1,3,503396.040042,163947.381998
4710,57340006,5734000601,1,1,15,2,2,0,1,3,485423.733717,144174.141177
4711,57340007,5734000701,1,1,15,2,2,0,1,3,455709.52059300005,138062.412196
4712,57340008,5734000801,1,1,15,2,2,0,1,3,475958.31905299996,142855.925123
4713,57340009,5734000901,1,1,15,2,2,0,1,3,456068.96671999997,142855.925123
4714,57340010,5734001001,1,1,15,2,2,0,1,3,460382.320238,148847.816281
4715,57340011,5734001101,1,1,15,2,2,0,1,3,469248.658025,137583.06090399998
4716,57340012,5734001201,1,1,15,2,2,0,1,3,456308.597471,138661.60131199998
4717,57340013,5734001301,1,1,15,2,2,0,1,3,487939.85660299996,170538.462272
4718,57340014,5734001401,1,1,15,2,2,0,1,3,504234.747671,170418.624449
4719,57340015,5734001501,1,1,15,2,2,0,1,3,495727.85601000005,158075.328664
4720,57340016,5734001601,1,1,15,2,2,0,1,3,483746.31846000004,173055.05655799998
4721,57340017,5734001701,1,1,15,2,2,0,1,3,456787.85897299997,136624.358318
4722,57340018,5734001801,1,1,15,2,2,0,1,3,458944.53573199996,138541.763489
4723,57340019,5734001901,1,1,15,2,2,0,1,3,481350.01095,155438.896554
4724,57340020,5734002001,1,1,15,2,2,0,1,3,483866.133836,148967.654104
4725,57340021,5734002101,1,1,15,2,2,0,1,3,492013.57937,151244.572744
4726,57340022,5734002201,1,1,15,2,2,0,1,3,469847.73490200005,143335.276415
4727,57340023,5734002301,1,1,15,2,2,0,1,3,492373.025496,170897.975742
4728,57340024,5734002401,1,1,15,2,2,0,1,3,488179.487354,164786.246761
4729,57340025,5734002501,1,1,15,2,2,0,1,3,459783.24336,145132.843763
4730,57340026,5734002601,1,1,15,2,2,0,1,3,472363.857788,142136.898184
4731,57340027,5734002701,1,1,15,2,2,0,1,3,460981.39711499994,143934.465531
4732,57340028,5734002801,1,1,15,2,2,0,1,3,472962.93466499995,145372.519409
4733,57340029,5734002901,1,1,15,2,2,0,1,3,495967.48676099995,174972.461729
4734,57340030,5734003001,1,1,15,2,2,0,1,3,458345.45885399997,139620.303897
4735,57340031,5734003101,1,1,15,2,2,0,1,3,457626.566601,144653.49247
4736,57340032,5734003201,1,1,15,2,2,0,1,3,481350.01095,169939.27315599998
4737,57340033,5734003301,1,1,15,2,2,0,1,3,486502.072097,145372.519409
4738,57340034,5734003401,1,1,15,2,2,0,1,3,497525.086643,169100.408394
4739,57340035,5734003501,1,1,15,2,2,0,1,3,480032.04182,155199.220908
4740,57340036,5734003601,1,1,15,2,2,0,1,3,457866.19735200005,133868.088386
4741,57340037,5734003701,1,1,15,2,2,0,1,3,485902.995219,143095.600769
4742,57340038,5734003801,1,1,15,2,2,0,1,3,488419.118105,163587.868529
4743,57340039,5734003901,1,1,15,2,2,0,1,3,478354.626563,144174.141177
4744,57340040,5734004001,1,1,15,2,2,0,1,3,469368.4734,137702.898727
4745,57340041,5734004101,1,1,15,2,2,0,1,3,480750.934073,151004.897097
4746,57340042,5734004201,1,1,15,2,2,0,1,3,468170.319645,143335.276415
4747,57340043,5734004301,1,1,15,2,2,0,1,3,493930.62537799997,149207.32975
4748,57340044,5734004401,1,1,15,2,2,0,1,3,455709.52059300005,142136.898184
4749,57340045,5734004501,1,1,15,2,2,0,1,3,472603.48853900004,142017.06036099998
4750,57340046,5734004601,1,1,15,2,2,0,1,3,476677.21130600007,143694.78988499998
4751,57340047,5734004701,1,1,15,2,2,0,1,3,468170.319645,144773.330293
4752,57340048,5734004801,1,1,15,2,2,0,1,3,469368.4734,137702.898727
4753,57340049,5734004901,1,1,15,2,2,0,1,3,478594.25731400005,151843.76186
4754,57340050,5734005001,1,1,15,2,2,0,1,3,460262.504862,146690.735464
4755,57340051,5734005101,1,1,15,2,2,0,1,3,457506.751226,132909.385801
4756,57340052,5734005201,1,1,15,2,2,0,1,3,495608.04063500004,151604.086213
4757,57340053,5734005301,1,1,15,2,2,0,1,3,460262.504862,146810.57328699998
4758,57340054,5734005401,1,1,15,2,2,0,1,3,468409.950396,145132.843763
4759,57340055,5734005501,1,1,15,2,2,0,1,3,472603.48853900004,142017.06036099998
4760,57340056,5734005601,1,1,15,2,2,0,1,3,498243.978896,176889.86689900002
4761,57340057,5734005701,1,1,15,2,2,0,1,3,480391.487946,159273.706895
4762,57340058,5734005801,1,1,15,2,2,0,1,3,474161.08842,154600.031792
4763,57340059,5734005901,1,1,15,2,2,0,1,3,457506.751226,145013.00594
4764,57340060,5734006001,1,1,15,2,2,0,1,3,459064.35110699997,146331.221994
4765,57340061,5734006101,1,1,15,2,2,0,1,3,456548.228222,139260.790428
4766,57340062,5734006201,1,1,15,2,2,0,1,3,496207.11751199997,173893.921321
4767,57340063,5734006301,1,1,15,2,2,0,1,3,461820.10474399995,146451.059817
4768,57340064,5734006401,1,1,15,2,2,0,1,3,456188.782095,142376.57383
4769,57340065,5734006501,1,1,15,2,2,0,1,3,467691.058143,144293.979001
4770,57340066,5734006601,1,1,15,2,2,0,1,3,463377.704625,143335.276415
4771,57340067,5734006701,1,1,15,2,2,0,1,3,497644.902018,164666.408937
4772,57340068,5734006801,1,1,15,2,2,0,1,3,462299.366246,141537.709068
4773,57340069,5734006901,1,1,15,2,2,0,1,3,456907.674348,134706.953148
4774,57340070,5734007001,1,1,15,2,2,0,1,3,481230.195575,155199.220908
4775,57340071,5734007101,1,1,15,2,2,0,1,3,460621.95098900003,145492.35723199998
4776,57340072,5734007201,1,1,15,2,2,0,1,3,492013.57937,151124.734921
4777,57340073,5734007301,1,1,15,2,2,0,1,3,480511.303322,154719.869615
4778,57340074,5734007401,1,1,15,2,2,0,1,3,467091.98126599996,145013.00594
4779,57340075,5734007501,1,1,15,2,2,0,1,3,460621.95098900003,145013.00594
4780,57340076,5734007601,1,1,15,2,2,0,1,3,495368.409884,157236.463902
4781,57340077,5734007701,1,1,15,2,2,0,1,3,457626.566601,145252.681586
4782,57340078,5734007801,1,1,15,2,2,0,1,3,485902.995219,144293.979001
4783,57350000,5735000001,1,1,22,10,0,0,1,3,478833.88806499995,154719.869615
4784,57360000,5736000002,2,0,14,11,2,106000,1,1,460502.135613,142975.762946
4785,57360000,5736000001,2,1,13,11,2,15000,1,2,460502.135613,142975.762946
4786,57380000,5738000001,2,1,20,5,1,0,1,3,457626.566601,144893.16811600002
4787,57380000,5738000002,2,0,14,6,1,0,1,3,457626.566601,144893.16811600002
4788,57430000,5743000001,2,1,15,10,2,125000,1,1,487939.85660299996,170538.462272
4789,57430001,5743000101,2,1,15,10,2,125000,1,1,477875.365061,153641.329207
4790,57430000,5743000002,2,0,16,10,2,80000,1,1,487939.85660299996,170538.462272
4791,57430001,5743000102,2,0,16,10,2,80000,1,1,477875.365061,153641.329207
4792,57460000,5746000001,1,1,12,10,1,139000,1,1,472363.857788,142855.925123
4793,57470000,5747000001,1,1,22,6,0,0,1,3,460142.689487,147529.600226
4794,57520000,5752000001,1,1,8,7,1,60000,1,1,484585.02608900005,155319.058731
4795,57580000,5758000001,2,0,8,11,1,49800,1,1,472363.857788,143335.276415
4796,57580000,5758000002,2,1,8,11,1,56000,1,1,472363.857788,143335.276415
4797,57600000,5760000001,1,1,20,6,1,0,1,3,463497.520001,141657.546891
4798,57830000,5783000001,2,0,16,7,4,118000,1,1,455230.25909099996,139021.114782
4799,57830001,5783000101,2,0,16,7,4,118000,1,1,464096.59687799995,140698.84430599998
4800,57830002,5783000201,2,0,16,7,4,118000,1,1,497525.086643,168980.570571
4801,57830000,5783000002,2,1,16,7,4,4000,1,1,455230.25909099996,139021.114782
4802,57830001,5783000102,2,1,16,7,4,4000,1,1,464096.59687799995,140698.84430599998
4803,57830002,5783000202,2,1,16,7,4,4000,1,1,497525.086643,168980.570571
4804,57850000,5785000001,1,0,8,7,0,0,1,3,475598.87292600004,143335.276415
4805,58070000,5807000001,3,1,14,11,4,0,1,3,489856.90261099994,172695.543089
4806,58070000,5807000002,3,0,14,11,4,120000,1,1,489856.90261099994,172695.543089
4807,58070000,5807000003,3,0,8,6,4,22000,1,1,489856.90261099994,172695.543089
4808,58300000,5830000001,4,0,7,7,4,12000,2,1,461340.84324200003,145013.00594
4809,58300000,5830000002,4,0,8,10,4,65000,1,1,461340.84324200003,145013.00594
4810,58300000,5830000003,4,0,7,10,4,0,2,3,461340.84324200003,145013.00594
4811,58300000,5830000004,4,0,7,10,4,45000,1,1,461340.84324200003,145013.00594
4812,58390000,5839000001,1,1,9,11,1,165000,1,1,482428.34933,155199.220908
4813,58400000,5840000001,2,0,13,6,4,50000,1,1,455829.33596899995,136264.844849
4814,58400001,5840000101,2,0,13,6,4,50000,1,1,460741.76636400004,147889.113695
4815,58400002,5840000201,2,0,13,6,4,50000,1,1,477515.918934,147289.92458
4816,58400003,5840000301,2,0,13,6,4,50000,1,1,482428.34933,154600.031792
4817,58400004,5840000401,2,0,13,6,4,50000,1,1,460382.320238,147889.113695
4818,58400005,5840000501,2,0,13,6,4,50000,1,1,472843.11928999994,142855.925123
4819,58400006,5840000601,2,0,13,6,4,50000,1,1,455829.33596899995,140938.519952
4820,58400007,5840000701,2,0,13,6,4,50000,1,1,477875.365061,143934.465531
4821,58400008,5840000801,2,0,13,6,4,50000,1,1,485423.733717,155438.896554
4822,58400009,5840000901,2,0,13,6,4,50000,1,1,461939.92011899996,145492.35723199998
4823,58400000,5840000002,2,1,13,6,4,40000,1,1,455829.33596899995,136264.844849
4824,58400001,5840000102,2,1,13,6,4,40000,1,1,460741.76636400004,147889.113695
4825,58400002,5840000202,2,1,13,6,4,40000,1,1,477515.918934,147289.92458
4826,58400003,5840000302,2,1,13,6,4,40000,1,1,482428.34933,154600.031792
4827,58400004,5840000402,2,1,13,6,4,40000,1,1,460382.320238,147889.113695
4828,58400005,5840000502,2,1,13,6,4,40000,1,1,472843.11928999994,142855.925123
4829,58400006,5840000602,2,1,13,6,4,40000,1,1,455829.33596899995,140938.519952
4830,58400007,5840000702,2,1,13,6,4,40000,1,1,477875.365061,143934.465531
4831,58400008,5840000802,2,1,13,6,4,40000,1,1,485423.733717,155438.896554
4832,58400009,5840000902,2,1,13,6,4,40000,1,1,461939.92011899996,145492.35723199998
4833,58430000,5843000001,1,1,20,2,1,0,1,3,483147.241583,156876.95043199998
4834,58430001,5843000101,1,1,20,2,1,0,1,3,490695.61023900006,159872.89601099998
4835,58430002,5843000201,1,1,20,2,1,0,1,3,485423.733717,156996.788255
4836,58430003,5843000301,1,1,20,2,1,0,1,3,455589.70521800005,138661.60131199998
4837,58430004,5843000401,1,1,20,2,1,0,1,3,460502.135613,145132.843763
4838,58430005,5843000501,1,1,20,2,1,0,1,3,460861.58173999994,140339.33083599998
4839,58460000,5846000001,1,1,12,11,1,72000,1,1,460861.58173999994,148967.654104
4840,58470000,5847000001,2,1,15,6,2,29000,1,1,495368.409884,157236.463902
4841,58470001,5847000101,2,1,15,6,2,29000,1,1,494889.148382,174972.461729
4842,58470002,5847000201,2,1,15,6,2,29000,1,1,497644.902018,167063.165401
4843,58470000,5847000002,2,0,16,6,2,61000,1,1,495368.409884,157236.463902
4844,58470001,5847000102,2,0,16,6,2,61000,1,1,494889.148382,174972.461729
4845,58470002,5847000202,2,0,16,6,2,61000,1,1,497644.902018,167063.165401
4846,58510000,5851000001,1,0,13,7,2,0,1,3,463497.520001,140938.519952
4847,58510001,5851000101,1,0,13,7,2,0,1,3,468170.319645,144293.979001
4848,58510002,5851000201,1,0,13,7,2,0,1,3,495008.963757,174972.461729
4849,58510003,5851000301,1,0,13,7,2,0,1,3,497285.455892,158914.193426
4850,58630000,5863000001,1,0,12,10,1,112760,1,1,490336.16411300004,148608.14063399998
4851,58660000,5866000001,3,1,17,8,4,64000,1,1,464096.59687799995,143455.114238
4852,58660000,5866000002,3,0,9,6,4,50000,1,1,464096.59687799995,143455.114238
4853,58660000,5866000003,3,1,9,8,4,0,2,3,464096.59687799995,143455.114238
4854,58940000,5894000001,3,1,20,6,4,0,1,3,459663.427985,148967.654104
4855,58940001,5894000101,3,1,20,6,4,0,1,3,472124.227037,144893.16811600002
4856,58940002,5894000201,3,1,20,6,4,0,1,3,460382.320238,148727.978457
4857,58940003,5894000301,3,1,20,6,4,0,1,3,484225.57996199996,154480.193969
4858,58940000,5894000002,3,0,22,6,4,0,1,3,459663.427985,148967.654104
4859,58940001,5894000102,3,0,22,6,4,0,1,3,472124.227037,144893.16811600002
4860,58940002,5894000202,3,0,22,6,4,0,1,3,460382.320238,148727.978457
4861,58940003,5894000302,3,0,22,6,4,0,1,3,484225.57996199996,154480.193969
4862,58940000,5894000003,3,0,8,6,4,0,1,2,459663.427985,148967.654104
4863,58940001,5894000103,3,0,8,6,4,0,1,2,472124.227037,144893.16811600002
4864,58940002,5894000203,3,0,8,6,4,0,1,2,460382.320238,148727.978457
4865,58940003,5894000303,3,0,8,6,4,0,1,2,484225.57996199996,154480.193969
4866,59040000,5904000001,3,1,13,10,3,5000,1,1,460741.76636400004,144773.330293
4867,59040001,5904000101,3,1,13,10,3,5000,1,1,480511.303322,151244.572744
4868,59040002,5904000201,3,1,13,10,3,5000,1,1,476916.842057,154120.680499
4869,59040003,5904000301,3,1,13,10,3,5000,1,1,483267.056958,171976.51615
4870,59040004,5904000401,3,1,13,10,3,5000,1,1,478474.44193800003,144174.141177
4871,59040000,5904000002,3,0,13,10,3,210000,1,1,460741.76636400004,144773.330293
4872,59040001,5904000102,3,0,13,10,3,210000,1,1,480511.303322,151244.572744
4873,59040002,5904000202,3,0,13,10,3,210000,1,1,476916.842057,154120.680499
4874,59040003,5904000302,3,0,13,10,3,210000,1,1,483267.056958,171976.51615
4875,59040004,5904000402,3,0,13,10,3,210000,1,1,478474.44193800003,144174.141177
4876,59040000,5904000003,3,1,7,10,3,20000,1,1,460741.76636400004,144773.330293
4877,59040001,5904000103,3,1,7,10,3,20000,1,1,480511.303322,151244.572744
4878,59040002,5904000203,3,1,7,10,3,20000,1,1,476916.842057,154120.680499
4879,59040003,5904000303,3,1,7,10,3,20000,1,1,483267.056958,171976.51615
4880,59040004,5904000403,3,1,7,10,3,20000,1,1,478474.44193800003,144174.141177
4881,59130000,5913000001,2,0,12,11,3,110000,1,1,476197.949804,153761.16702999998
4882,59130001,5913000101,2,0,12,11,3,110000,1,1,457147.305099,135186.30444100001
4883,59130002,5913000201,2,0,12,11,3,110000,1,1,455110.443716,138541.763489
4884,59130003,5913000301,2,0,12,11,3,110000,1,1,502437.517038,170418.624449
4885,59130004,5913000401,2,0,12,11,3,110000,1,1,507230.132058,173534.407851
4886,59130005,5913000501,2,0,12,11,3,110000,1,1,461101.212491,144413.816824
4887,59130006,5913000601,2,0,12,11,3,110000,1,1,492612.65624700004,173893.921321
4888,59130007,5913000701,2,0,12,11,3,110000,1,1,473082.75004099996,144054.303354
4889,59130008,5913000801,2,0,12,11,3,110000,1,1,497285.455892,175931.16431400002
4890,59130009,5913000901,2,0,12,11,3,110000,1,1,493930.62537799997,155918.247847
4891,59130010,5913001001,2,0,12,11,3,110000,1,1,487580.41047600005,156996.788255
4892,59130011,5913001101,2,0,12,11,3,110000,1,1,493211.733125,175092.299552
4893,59130012,5913001201,2,0,12,11,3,110000,1,1,474879.9806729999,154839.707438
4894,59130013,5913001301,2,0,12,11,3,110000,1,1,468889.211898,144293.979001
4895,59130014,5913001401,2,0,12,11,3,110000,1,1,457506.751226,132430.03450799998
4896,59130015,5913001501,2,0,12,11,3,110000,1,1,476916.842057,153281.815737
4897,59130016,5913001601,2,0,12,11,3,110000,1,1,472244.042412,142736.0873
4898,59130017,5913001701,2,0,12,11,3,110000,1,1,481469.82632600004,171257.48921099998
4899,59130018,5913001801,2,0,12,11,3,110000,1,1,488538.93348,163707.706352
4900,59130019,5913001901,2,0,12,11,3,110000,1,1,504474.37842200004,165864.78716900002
4901,59130000,5913000002,2,1,11,11,3,517000,1,1,476197.949804,153761.16702999998
4902,59130001,5913000102,2,1,11,11,3,517000,1,1,457147.305099,135186.30444100001
4903,59130002,5913000202,2,1,11,11,3,517000,1,1,455110.443716,138541.763489
4904,59130003,5913000302,2,1,11,11,3,517000,1,1,502437.517038,170418.624449
4905,59130004,5913000402,2,1,11,11,3,517000,1,1,507230.132058,173534.407851
4906,59130005,5913000502,2,1,11,11,3,517000,1,1,461101.212491,144413.816824
4907,59130006,5913000602,2,1,11,11,3,517000,1,1,492612.65624700004,173893.921321
4908,59130007,5913000702,2,1,11,11,3,517000,1,1,473082.75004099996,144054.303354
4909,59130008,5913000802,2,1,11,11,3,517000,1,1,497285.455892,175931.16431400002
4910,59130009,5913000902,2,1,11,11,3,517000,1,1,493930.62537799997,155918.247847
4911,59130010,5913001002,2,1,11,11,3,517000,1,1,487580.41047600005,156996.788255
4912,59130011,5913001102,2,1,11,11,3,517000,1,1,493211.733125,175092.299552
4913,59130012,5913001202,2,1,11,11,3,517000,1,1,474879.9806729999,154839.707438
4914,59130013,5913001302,2,1,11,11,3,517000,1,1,468889.211898,144293.979001
4915,59130014,5913001402,2,1,11,11,3,517000,1,1,457506.751226,132430.03450799998
4916,59130015,5913001502,2,1,11,11,3,517000,1,1,476916.842057,153281.815737
4917,59130016,5913001602,2,1,11,11,3,517000,1,1,472244.042412,142736.0873
4918,59130017,5913001702,2,1,11,11,3,517000,1,1,481469.82632600004,171257.48921099998
4919,59130018,5913001802,2,1,11,11,3,517000,1,1,488538.93348,163707.706352
4920,59130019,5913001902,2,1,11,11,3,517000,1,1,504474.37842200004,165864.78716900002
4921,59270000,5927000004,4,0,6,8,4,42000,1,1,488538.93348,160232.40948099998
4922,59270000,5927000003,4,1,7,10,4,38000,1,1,488538.93348,160232.40948099998
4923,59270000,5927000001,4,1,14,8,4,72000,1,1,488538.93348,160232.40948099998
4924,59270000,5927000002,4,0,15,10,4,0,1,3,488538.93348,160232.40948099998
4925,59430000,5943000001,1,1,19,2,1,0,1,3,480271.672571,160352.247304
4926,59430001,5943000101,1,1,19,2,1,0,1,3,457147.305099,139500.466074
4927,59430002,5943000201,1,1,19,2,1,0,1,3,474640.349922,154000.842676
